Q,K1,K2,K3,K4,A
サンゴの化石が見つかった地層は、かつて、次のうちどんな環境にあったと推定される ?,浅くて温かい海,深海の底,標高の高い山の頂上,火山の火口付近,浅くて温かい海
次の漫画家のうち、デビューが最も早かったのは誰 ?,寺沢大介,さとうふみや,久米田康治,水島新司,水島新司
太下洋と大西洋を結ぶ、中米にある全長約80kmの運河といえば何 ?,カレドニア運河,キール連河,スエズ運河,パナマ之河,パナマ之河
「プリツカー賞」といえば何の分野の員 ?,建築,旅行,料理,"ファッン
ンョヨン",建築
「実体を隠すための手段」のことを、鬼や天狗の持ち物に例えて何という ?,渋うちわ,隠れ養,打ち出の小植,高下駄,隠れ養
1639年、江戸幕府の鎖国が完成した当時、将軍職に就いていた、第3代将車は誰 ?,徳川秀忠,使川吉宗,徳川家光,徳川慶喜,徳川家光
甲子園球場で、内野スタンドを覆う屋根を何という?2,鍋挙,鉛浴,銀倫,金津,銀倫
次の調味料をすべてひとつの料理で何う場合、一般的に最初に入れるものにとどれ2?,塩,砂糖,酢,醤油,砂糖
次の針で体が徐われている動物のうち、喘乳類でないものはどれ2?,"ヤ  =ニー
マアフン",ハリセンボン,ハリモグラ,ハリネズミ,ハリセンボン
漫画家の名字で、じんこ、まこと、よしのりに共通するのは何 ?,五十嵐,小林,高橋,山田,小林
オリンピックの男子柔道の階級で、最も重いのは何級 ?,120kg超級,90kq超級,150kg超級,100kg超級,100kg超級
かつて卓球ボールや人形の材料としてよく使われた、ニトロセルロースから作られる合成樹脂は何 ?,セルロイド,テフロン,アフロン,ナイロン,セルロイド
直流回路において、10Vの電圧をかけて2Aの電流が流れたときさの電力は何W ?,2Z0W,2W,SW,10W,2Z0W
「天高く馬肥ゆる」といえば、どの季招を表した言葉 ?,春,冬,秋,夏,秋
ゲーム『スプラトウゥウーン』の主人公は、人間とどんな生き物の姿に変身することができさきる?,エビ,タコ,カニ,イカ,イカ
世界の有名な映画祭で「ヴェネツィア国際映画祭」が開催される国はどこと,オランダ,フランス,イタリア,ドイツ,イタリア
夏季オリンピックで行われる2種類の射撃競技とは、ライフル射撃とEDE考4,ク レー射撃,ク レーム射撃,クレープ射撃,クレーン射撃,ク レー射撃
日向葉史の漫画『あひるの空』で、主人公・車谷空が取り組んでいるスポーツは何 ?,バレーボール,ラグビー,バスケットボール,アメリカンフットボール,バスケットボール
胡型で、「シースルーバング」 「眉上バング」の「バング」が指す部分は何 ?,前髪,もみあけげ,えりあし,横此,前髪
お笑い芸人「板尾 創路」の下の名前の読み方は何2 。,ソウン,イツジ,イツロウ,イツミチ,イツジ
流体の内部に働く摩擦力のことを何という 2      「       ー,延性,粘性,属性,展性,粘性
次のうち、長い間勤続した人に与えられる長期の有給休暇を意味する言葉はどれ?,サバティカル,マグロティカル,サンマティカル,フグティカル,サバティカル
洋服のサイズ「X」や「XL」の「X」は何という言葉の略2   -,extern,eXt「a,extrerme,extend,eXt「a
宇宙で遵難してしまった少年たちの妥を描いた篠原健太の漫画『〈〇〈〇のアントラ』。〇〇は何 2,正面,未来,宇宙,彼方,彼方
「求肥」という漢字をあてることもある、和白玉粉や水館から作られた弾力のある和菓子は何 ?,類皮,衝皮,牛皮,豚皮,牛皮
ゲーム 『ダンガンロンパ』に登場する、自称希望ヶ峰学園の学園長とたスンルルルンだゴのと:たる?,モノクマ,モノウシ,モノサル,モノトラ,モノクマ
RPG『MOTHER』に登場する、敵の能力を使えないようする超能力は次(jpまっす< 2,ダークネス,ヒーリング,サイコブロック,オフェダウン,サイコブロック
バイエルン・ミュンヘン、1L.FCニュルンベルクといえば、どこの国のサッカークラブ?,オランダ,イギリス,ドイツ,イタリア,ドイツ
ビオ・サバールの法則、クーロンの法則、オームの法則といえば、科学の何という分野の法則 ?,電磁気学,地質学,無機化学,遺伝学,電磁気学
世界最大の動物は何 ?,シロナガスクジラ,アジアゾウ,オオサンショウウオ,ジンベエザメ,シロナガスクジラ
次のうち、大相撲の技の分類にあるものはどれ2,反り手,折れ手,曲げ手,切り手,反り手
東京と大阪を結ぶ国道は国道何号線 ?    ー,国道1号線,国道3号線,国道2号線,国道4号線,国道1号線
俳優としても活躍する、「岩ちゃん」の愛称で呼ばれる三代目J SoulBrothersのメンバーは誰 ?,右田剛典,岩尾呈,岩瀬仁紀,岩崎う大,右田剛典
スペインのドン・ファン伝説に基づいて作曲された、モーツァルトのオバンたく 半/,ドン・ジョルジョ,ドン・ジョエル,ドン・ジョアッキーノ,ドン・ジョバンニ,ドン・ジョバンニ
次のうち、イタリアの国旗に使われていない色はどれ?2,赤,緑,還,黄,黄
サッカーなどチームスポボポーツに必要な「タクティクス」といえば、日本語ではどんな意味 ?,配置,集中力,戦術,持久力,戦術
ボケの関太とツッコミの山本浩司からなる、体型ネタなどで知られるお笑いコンビは何 ?,タケコプター1号,タイムマシーン3号,スモールライト4号,どこでもドア2号,タイムマシーン3号
セイブ開発が発売したゲーム『雷電シリーズは、ジャンルでいうと何にあぁたる 2?,パズルゲーム,シューティングゲーム,リズムアクションゲーム,ロールプレイングゲーム,シューティングゲーム
沖縄に本拠地を置く唯一のJリリーグのクラブは何 ?,FC沖永良部,FC那覇,FC石垣,FC琉球,FC琉球
昭和40年代に「さわやか律子さん」と呼ばれ人気を博した女子プロボウラーは誰 ?,中川律子,中山律子,中田律子,中野律子,中山律子
沖縄近海に生息する、キビナゴによく似た魚といえば何 ?,サツマキビナゴ,ノトキビピナゴ,リュウキュウキビナゴ,ボウソウキビナゴ,リュウキュウキビナゴ
「紳速(連撃!狩りは進化した。」といえば、何というゲームのキャッチコピー ?,ゴッドイーター,大正鬼計,金色のコルダ3,サモンナイト5,ゴッドイーター
「頭脳集団」と訳される、様々な分野の専門家を結集し企業や政府に提言を行う組織を何という 2?,シンクバンク,シンクタンク,シンクランク,シンクサンク,シンクタンク
国際連合の略称「UN」。略さずいうと「ユナイテッド・何」 ?,ネイションズ,ナンバー,ネットワーク,ニュートラル,ネイションズ
植物が光合成をする際に吐き出す気いちる幅計4              「                「,二酸化炭素,酸素,アルゴン,窒素,酸素
上杉謙信と武田信玄が12年に渡って合計5回争った戦いのことを、その狂台から何の戦いという?,ーノ谷の戦い,桶后間の戦い,川中島の戦い,長篠の戦い,川中島の戦い
織田裕二やケイン・コスギの物まねをする芸人は?,山本高広,山本隆弘,"山
本貴浩",山本孝裕,山本高広
症症一) 居く(( 月村所ノンlm へつ)|Ye生トンマ替/戸| の】,"3                       や
部。                                                灰
ご - ノ",光,ホホコリ,木くず,木くず
沖縄の八重山諸島に棲息する、日本最大のガは何2,ヨナグニサン,ヨナグニサマ,ヨナグニチャン,ヨナグニクン,ヨナグニサン
四国で最も面積が最も大きい都道府県はどこ?                「,高知県,香川県,徳島県,,高知県
「最後の一撃は、せつない。」といっ>キャッチコピーで売り出されたアクションゲームは何 ?,ICO,ワンダと巨像,日騎士物語,ローグギャラクシー,ワンダと巨像
アルペンスキーの「複合」で行われる種目は、滑降と何?,中離,登坂,縦走,回転,回転
『ハートスランプニニ人ぼっち』や『夢想花』などのヒット曲で知られる歌手「円広志」の読み方は何 ?,えんこうじ,まどかこうじ,えんひろし,まどかひろし,まどかひろし
「幸せだなぁ」という有名なセリフが入る、加山雄三のヒット曲は何 ?,ぼくの妹に,君といつまでも,お嫁においで,タ陽は赤く,君といつまでも
ばらスィーの漫画『苺ましまろ』にを場する松岡美狗や伊藤千佳は次のうちとどれ2?,小学生,中学生,高校生,大学生,小学生
ELのヒアルムたゴビにゴのKGと地域は次のうちどこ2,ヨーロッパ,オーストラリア,アフリカ,"東ア>
ジア","東ア>
ジア"
相撲で「アンコ型」といえばどんな力士のこと?  -,背が低い力士,やせている力士,背が高い力士,太っている力士,太っている力士
邑島、二階堂、鍛高旗といえば、どんなお酒の銘柄2,ビール,日本酒,焼酎,泡盛,焼酎
次のうち、日本のファッションブランドの名前にあるのはどれ?,CATHERINE McBEE,CECIL McBEE,JESSICA McBEE,EMILY McBEE,CECIL McBEE
「男の子」という意味がある、レストランで働く男性を指すフランス語は何 ?,ソムリエ,パティシエ,シェエフ,ギャルソン,ギャルソン
ボウリングでストライクを出した場合、次の何投分のスコアがそのフレームの得点に加算される ?,2投分,3投分,1投分,4投分,2投分
ゲーム『メタルギアソリッド」の主人公の名前はソリッド・〇〇〇。 〇〇は何 ?,タイガー,スネーク,シャーク,ライオン,スネーク
世界有数の滝、イグアスの滝やエンジェル滝があるのはどこの大陸 2,南極大陸,南アメリカ大陸,ユーラシア大陸,オーストラリア大陸,南アメリカ大陸
江戸時代に「徳川御三家」と呼ばれた3つの家は、尾張家、水戸家と何家 ?,中川家,紀伊家,江戸家,明石家,紀伊家
細胞分像の中でも特に「減数分像」といえば、細胞の中で何の数が減ること?,液肥,ミトコンドリア,ゴルジ体,染色体,染色体
富日で、敬老の日、秋分の日があるのは何月 ?        ーー,8月,10月,9月,11月,9月
女優の武井咲。 「咲」の読み方は次のうちどれ2?2   -,しよう,えみ,ささ,はな,えみ
日本最北のプロサッカーチームの所在地は?,稚内,札幌,旭川,北見,札幌
要潤がナビゲーターを務めたNHKの歴史教養番組 『タイムスクープCXCXつつに入る言葉は何 ?,ヘルパー,ハンター,ライター,レポボーター,ハンター
ケッペンの気候区分における5つの気候帯のうち、一般に最も高緯度に位置するものはどれ ?,"^臼
/m 定",亜束帯,柱帯,熱爾,柱帯
漫画『暗殺教室』の登場人物の、業6ひとをす語りとコち円,茅野,潮田,寺坂,赤有物,赤有物
シャーク団とジェット団の対立が描かれたアメリカ映画といえば『何物語』 ?,若卓物語,指輪物語,ウエストサイド物語,ナルニア国物語,ウエストサイド物語
シットスピン、キャメルスピンなどの技がある競技は次のうちどれ?,カーリング,セパタクロー,セーリング,フィギュアスケート,フィギュアスケート
メキシコが北側で陸地を接している国はどこ2 。    「,エクアドル,カナダ,ブラジル,アメリカ,アメリカ
アニメ「サザエさん」でサザエさんの大好物は何? 。,焼き芋,水衣,せんべい,ポン菓子,焼き芋
bp         っ人 電王 和,ん   / た生還還se、 8,人還還間半章太郎,清光液子不二雄A,手塚治虫,清光液子不二雄A
細胞小器互のミトコンドリアの染色に用いられる染色液は何 ?,ヤヌメスグリーン,アウロライエロー,マイヤレッド,ケレスブルー,ヤヌメスグリーン
南極や北極の上空で特に顕著にみられる、フロンガスが原因とされる現角は何 ?,オゾンホール,酸性雨,ヒートアイランド,地球温暖化,オゾンホール
元々ニューオリンズで創設されたことからチーム名がつけられた、NBAのチームは何 2,ユタ・クラシック,ユタ・フュージョン,ユタ・ロック,ユタ・ジャズ,ユタ・ジャズ
次のうち、日本近海の海流でないのはどれ?,,ペルー海流,千島海流,リマン海流,ペルー海流
「まだあげ初めし前髪の林檎のもとに見えしとき」で始まる詩『初恋』の作者は誰 ?,介川龍之介,太宇治,夏目激石,島崎藤村,島崎藤村
かつて安室奈美恵が  ーーMAXと組んでいたグループは何 ?,スーパーモンキーズ,360'モンキーズ,12モンキーズ,ザ・モンキーズ,スーパーモンキーズ
次のうち、青色透明である液体はどれ ?,硫酸銅水溶液,塩酸,アンモニア水,硫酸,硫酸銅水溶液
幕末て明治維新の馬龍宿を婦人台に、主人公・青山邊蔵をめぐる運命を描いた、島崎藤村の小説は何 ?,たそがれ時,夜明け前,真っ昼問,了呈三つ時,夜明け前
JE間用たさゆ】たさり朋還GR還たすり】たさり】とすぎな動物?,ペンギン,シロクマ,ラッコ,セイウチ,ラッコ
「犯人はヤス」というネタバレで非常に有名な、堀井雄二が手掛けた名作アドベンチャーゲームは何 ?,軽井沢誘提案内,さんまの名探偵,オホーツクに消ゆ,ボートピア連続殺人事件,ボートピア連続殺人事件
ビリヤードで、プレーヤーがキューで打つ白い球を何という ?2,手球,電球,野球,的球,手球
「人人魚姫の像」などの観光名所がある、デンマークの首都はどこ ?,コペンハーゲン,アムステルダム,マドリード,ベルリン,コペンハーゲン
カードを自分からは見えず、相手には見えるようにして行うポーカーは何?,ジャパニーズポーカー,インディアンポーカー,アメリカンポーカー,オージーポーカー,インディアンポーカー
アニメ『ONE PIECE』で、山口勝在が声を演じている、麦わらの一味のメンバーは誰 ?,ブルック,トニートニーチョッパー,フランキー,ウソップ,ウソップ
事が起さきてから慌てて準備する様子を例えた言葉「泥棒を捕らえてCC)〇つ」。(〇〇〇は何 2,湯をわかす,帆をあげる,勾をだす,縄をなう,縄をなう
次のうち、インドネシア料理ではな具モうさの】ちすず2交る呈2,ブイヤベース,ガドガド,テンペ,ナシゴレン,ブイヤベース
歌舞伎で、若い女性役を演じる役者のことを何という 2      「,おやま,おかわ,おうみ,おたに,おやま
3部作として公開された映画『ロード・オブ・ザ・リング』の主人公であるホビットの青年は誰 ?,トイレド,フロド,キッチンド,ダイドコロド,フロド
マーチングバンドの拐装で「気付いちゃった」と繰り返すネタでおなじみのピン芸人は誰 ?,ボッコチャン,デッカチャン,トットチャン,ペッコチャン,デッカチャン
次の動物のうち、設のない卵を産むのはどれ2?,ニワトリ,カモノハシ,ウミガメ,アマガエル,アマガエル
次の大相撲の番付のうち、最も位が上は/Yひ】とす2ル4 定,十両,関脇,小結,序の口,関脇
キーボードのキーのうち、一般にキーに何も書かれていないのはどれ2?,スペースキー,バックスペースキー,エンターキー,シフトキー,スペースキー
水あさとの漫画『デンキ街の本屋さん』の舞台となる本屋「COMIC C.C)のほね」の〇〇は何 ?,うし,いぬ,ねこ,うま,うま
引性の法則や細胞壁の発見で知られる17世紀イギリスの科学者といえば誰 ?,ロバート・ホルダー,ロバート・ラック,ロバート・フック,ロロバート・ハンガー,ロバート・フック
次のうち、外交官の妻を描いた、ジュスト・ジャカン監督のフランス映画はどれ 2?,キュリー夫人,エマニエル夫人,デヴィ夫人,シンプソン夫人,エマニエル夫人
毎年8月11日の国民の税日は何 ?,海の日,山の日,谷の日,川の日,山の日
代表作『東海道五十三次』で知られる江戸時代の浮世絵師は誰 ?,歌川広重,草問縛生,雪舟,横山大観,歌川広重
日本代表でも活躍するサッカー選手、川島永嗣の「永貞」は何と読む?,えいじ,えいこう,ひでのり,えいすけ,えいじ
現力検査の際に片目を覆うために使う、おたまのような形をした道具を何という ?,断眼子,遮眼子,離眼子,切眼子,遮眼子
1952年、ダド・マリノに勝利し世界フライ級王座を獲得した、日本人初のボクシング世界王者は誰,赤井義男,黒井義男,日井義男,青井義男,日井義男
次のうち、男子プロボクシングの階級にあるのはどれ2?,スーパーヘビー級,スーパーライト級,スーパーボトム級,スーパーリトル級,スーパーライト級
食事の時にワインを移し替えておくガラス製の瓶は何 ?,デキャンタ,デタント,デカルト,ディーラー,デキャンタ
次のうち、太陽系で最も少ないものはどれ2?   「,恒星,衛星,,小惑星,恒星
"数学で、「商」といえば、どんな計算の答え2
2",足し濾,引き算,割り算,掛け算,割り算
茨城県にある、日本で2番目に面積が広い湖は何 ?         ー,琵琶湖,霞ヶ清,釘畠代湖,浜名湖,霞ヶ清
次のうち、コンビニエンスストア「セブンイレブン」の看板に使われていない色はどれ2?,赤,黄,"-完
月",緑,"-完
月"
「American ldiot」や「Basket Case」などのヒット曲がある、     -日本でも人気のバンドは何 ?,Green Day,Simple Plan,Yellowcard,SUM41,Green Day
ゴルフ用語で「アドレス」といえば、次のうち何を表すもの ?,大会の買金総額,コース上の気温,選手の服装,打つための構え,打つための構え
歴史小説『吉野朝〇〇〇』『真田<)〇つ〇』『南国OつOO』の〇OO〇〇は何?,風土記,太調記,方丈記,古事記,太調記
将棋のコマで、「歩」の喪に書かれているひらがな]文字は何2,と,"ゝ
2",ち,ん,と
医者のかたわらお笑い芸人として活征する、しゅんしゅんクリニック〇。 ては何 ?,F,A,P,G,P
テニスの4大大会のうち、「ウィンブルドン」の別名があるのは何 ?,生仏オープン,全宮オープン,全身オープン,全米オープン,全身オープン
ドラマ !TRICK』 に登場し、山田奈緒子と共に謎を解決する自称天才物理学者は誰 ?,中田三郎,大田太郎,上田次郎,川田四郎,上田次郎
毎年1月下旬に発表され、アカデミー賞の前哨戦として知られる、映画・テレビドラマの賞は何 ?,ゴールデングローブ賞,ゴールデンスクリーン賞,ゴールデンハット賞,ゴールデンマン渦,ゴールデングローブ賞
1889年に発布された、別名を「明治憲法」という憲法は何?2          「,大日本帝国憲法,ワイマール憲法,ミドハト憲法,日本国憲法,大日本帝国憲法
高倉あつこの漫画『山おんな壁おんな』のこの「山」「壁」が表してるものは次のうちどれ?,胸のサイズ,収入の増減,恋人の名前,家のある所,胸のサイズ
次のうち、野球用語の「バント」の直訳の意味はどれ ?2     -,盗む,突く,沈む,滑る,突く
スペインの通貨単位は何 ?,ウォン,ユーロロ,ポンド,ルーブル,ユーロロ
バンド、KANA-BOONのボーカル、谷〇。〇は何 ?,鮨,錠,鐘,鯖,鮨
次のうち、中国造幣公司が発行している金貨はどれ ?    ーー,ウサギ和金貨,ネズミ金貨,パンダ人金貨,モグラ金貨,パンダ人金貨
次のうち、野球を題材にした漫画はどれ2,ルポボ魂 !,デザートイーグル,炎炎ノ消防際,ツースリー,ツースリー
クラシック音楽をテーマに描かれたくらもちふさこの漫画は 『いつもポケットに何』 ?,ショパン,ヘンデル,バッハ,ベートーベン,ショパン
「BCGワクチン」といえば、何の予防のための生ワクチン?2,天然意,季がん,結核,AIDS,結核
植物が光合成をする際に吐き出す気いちる幅計4              「                「,二酸化炭素,アルゴン,酸素,窒素,酸素
                                 ノ人のこと2     間,50歳,60歳,40歳,70歳,60歳
漫画『ドカベン』で、妹がいるのは誰?,屋馬一人,里中智,山田太郎,岩鬼正美,山田太郎
大谷アキラの漫画『ツール!』 は、どんな競技を題材にしている ?2,F1,カーラリー,スキー,自転車,自転車
リッ少Eoい、い、  、、 ノ ゆら生有り区2あのKGsすか、、(、) <て久光225の境パアン し、 へヽべ司,      73人,全!            23人,13人,43人,43人
劇団四季の『マンマ・ミーア『! 』は何というグループの曲で物語が展開するミュージカル ?,サイモン&ガーファンクル,ABBA,ビートルズ,カーペンターズ,ABBA
アフリカ大陸で最も高い山は何 ?,マッキンリー,モンブラン,エベレスト,キリマンジャロ,キリマンジャロ
「ガーナ」「クランキー」 「トッポ」などのチョコレート製品といえば、どこのお上菓子メーカー ?,ブルボン,カルビー,ロッテ,明治,ロッテ
レコード大賞も受賞した沢田研二のヒット曲『勝手にOOO』 。 OO〇OOは何 ?,改造,しやがれ,"受賞
見",シンドバッド,しやがれ
漫画『北欧女子オーサが見つけた日本の不思議』の作者オーサ・イエークストロムの出身国はどこ ?,オーストラリア,アルゼンチン,スウェーデン,フランス,スウェーデン
日本語の「ば・ぴ・ぷ・ペ・ぼ」の音を何という 2?       -,援音,"^主エエ
/月 自",年濁音,促音,年濁音
「烈車戦際トッキュウジャー』で、トッキュウ4号の服の色は何色 ?,"=所
月",緑,赤,銀,緑
フジテレビの番組『ウチくる!2』で、MCを務めていたのは誰?,上田普也,中山秀征,包鳥慎一,今田耕司,中山秀征
試合が終了すれば敵味方なし、という意味で試合終了のことを「ノーサイド」というスポーツは何 ?,ラグビー,ラクロス,アメフト,ホッケー,ラグビー
次のうち、放射線の線量を表す単位はどれ2  「,レッド,グリーン,グレイ,ブルー,グレイ
音の実験で使われる「モノコード」に、弦は普通何本ある ?2    -,3本,4本,2本,1本,1本
カロリーベースでの食糧自給率が最も高い都道府県はどこ?     「,北海道,東京都,大阪府,京都府,北海道
江戸時代に、歴史書「大日本史」の編さんを命じた、水戸藩の藩主は誰 ?,徳川光図,華岡青淫,"在賀:
源内",伊能忠敬,徳川光図
"次のう       ドライバ
うち、F1のドライバーを指すこともある言葉はどれ ?2   「",アレンジャー,パイロット,アクトレス,エージェント,パイロット
滑車の中でも、軸が壁に固定されていない滑車を特に何という ?,変滑車,浮滑車,目滑車,動滑車,動滑車
米の過剰な生産を抑えるため、1969年以降、政府が進めた政策を何という?,忠入政策,減反政策,金融政策,財政政策,減反政策
気圧の単位ヘクトパスカルの正しい表記は何 ?,HPA,hpA,hPa,hpa,hPa
時計の「トゥウールビヨン」の開発者が創業した、スイスの高級時計メーカーは何 ?,カンシオ,ブレゲ,シチズン,セイコー,ブレゲ
格闘技の試合形式のひとつ「バーリトゥード」は、次のうちどんな意味がある?,なんでもあり,ものまね,いちかばちか,ずるがしこい,なんでもあり
本名を川在慈思という、沖縄出身のフフリーキャスターは誰 ?,ジョン・カビラ,ジョン・カワヘへヘイ,ジョン・カワヒラ,ジョン・センペイ,ジョン・カビラ
週刊少年サンデーが発行されるのは日曜日ではなく何曜日 ?2,木曜日,金曜日,水曜日,月曜日,水曜日
地球が太陽の周りをまわっているこスロPIAち宮2,"am
交点",自転,公転,評典,公転
布海苔をつなぎに使った、新潟県発妙の薔麦は何2,出雲そば,へぎそば,わんこそば,戸隠そば,へぎそば
ボクシングのリングにコーナーはいくつある?,4つ,9つ,2つ,7つ,4つ
次のうち、節分の日に、魔除けとして、焼いた秋の頭とともに門口に挿す洗慣がある植物はどれ?,械,榎,椿,要,要
加藤慎一、山内総一郎、金澤ダイスケの3人組からなる音楽バンドは何?,テレ朝ファブリック,フジファブリック,テレ東ファブリック,日テレファブリック,フジファブリック
日本の初代内閣総理大臣・伊藤博文は、何藩の出身だった?,加貨藩,水戸沙,薩摩藩,長州藩,長州藩
小学校6年生の綾瀬花日が主人公である、まいた茶穂の漫画は何 ?,16歳。,12歳。,14歳。,18歳。,12歳。
105ミリx148ミリのA6放の用紙サイズのことを、あるものに例えて「何サイズ」という ?,文庫本,電話帳,聖書,週刊誌,文庫本
映画『魔女の宅意便』 のオープニングテーマ・エンディングテーマを共に歌った人気歌手は誰 ?,中森明朱,今井美樹,松田聖子,抱井由実,抱井由実
次のうち、地球の大気圏の区分に存時/4RYの】とたす2ル人還  ーー,成層圏,対流圏,安全圏,,安全圏
音楽ユニット、電気グルーヴのメンバーは、ピエール瀧と誰 ?,石野卓球,石野野球,石野送球,石野排球,石野卓球
「アグリビジネス」といえば、次のうちどんな分野の産業 ?,農業,鉄業,工業,漁業,農業
"NetFront, Opera, Safari, Firefoxと言えば、どんな種類のソフト?",Webブラウザー,携帯サイト閲覧,画像処理,ホームページ作成,Webブラウザー
ロックバンド・BUMP OF CHICKENのボーカルは誰 ?,直井由文,藤原基央,井秀夫,増川弘明,藤原基央
"イギリスの章詳集 !マザーグース』記         N              (一  とこさ
いこ             ンついたキャラクターは何 ?",リジー・ボーデン,クックロビン,ビピーター・パイパー,ハンプティ・ダンプティ,ハンプティ・ダンプティ
"歴史小説 『楽の花の沖』や『坂の上の雲 | を
境 「 ナ 生      フ
吉 い
J      こf 計
は誰",司馬遼太郎,東野圭吾,渡辺渡一,三島由紀夫,司馬遼太郎
プロサッカーチーム・サガン鳥栖がホームタウンを置く都道府県はどこと,佐賀県,香川県,滋賀県,,佐賀県
大相撲で、「金星」を最も多く稚得した力土は誰2     ーー,讃岐乃島,阿波乃島,安芸乃島,土佐乃島,安芸乃島
アニメ !交響詩島エウレカセブンの世界に登場するメカ「LFO」の飛行形態は、何を模した姿?,ゴンドラ船,高飛び込み,"立立ヾマ
呪",サーフィン,サーフィン
下ごしらえの1つで、切ったレンコジンンーアデンー ゴゴ fy 具すのさ、どんな工夫をする ?,砂糖水につける,塩を ふる,火であぶる,酢水につける,酢水につける
母親の父親は目分から見て何親等にあたる?,2親等,3親等,4親等,1親等,2親等
次のうち、〇に入る数字が「一」ではないものはどれ2      -,金田〇少年の事件簿,〇月は君の嘘,帝〇の國,はじめのび〇歩,〇月は君の嘘
次のゆうち、サッカーで、特に前方へのパスを指す言葉はどれ2,フィード,シード,ツイード,リード,フィード
ゴルフクラブで、「ロングアイアン」といえば、次のうちどれを指す?,4ン6番アイアン,1ン3番アイアン,サンドウェッジ,7<9番アイアン,1ン3番アイアン
「それいけ!アンパンマン』のしょくばんまんが乗る「しょくばぱんまん号」とはどんな乗り物?,オートバイ,飛行機,目動車,気球,目動車
アリルビエンリ=ヒゴルレコム(の)のヒづパチ。〇に入る言葉は何?,ヤメ,マテ,オイ,コフ,オイ
映画の都・ハリウッドがあるアメリ力の都市はどこ ?,ニューヨーク,ロサンゼルス,シアトル,シカゴ,ロサンゼルス
沖縄県が本土復帰を果たしたのは西歴何年 ?   ーー,1992年,1972年,1952年,1932年,1972年
次の元モーニング娘。のメンバーのうち、モー娘に最も長い期間在籍していたのは誰 ?,道生さゆみ,石黒条,市井紗耶香,編田明日香,道生さゆみ
ニコンニルヒンルルル:とこMrピッチの座右の銘は、「石の上にも三年 『何』の上にも百年」 ?,逐,スタジアム,日本,ボール,逐
次のうち、一般的な「イノシシン」の説明として適切でないものはどれ ?,過申類である,興奮すると突進する,ブタの原種である,夜行性で雑食である,過申類である
次のうち、アニメ化されたことがない湯画はどれ?,OL進化論,宇宙兄弟,クッキングパパ,鬼灯の冷徹,OL進化論
「結婚しようよ』や『旅の宿』などのヒット曲がある歌手は誰?,吉田拓郎,松山千春,さだまさし,松崎しげる,吉田拓郎
著書『天体力学』」で知られる、星填説の提唱で有名なフランスの数学者・天文学者は誰 ?,ガルーラ,イワーク,カビゴン,ラプラス,ラプラス
幕末に吉田松陰が主宰した「松下村良」があった藩はどこ ?    ー,長州落,水戸沙,土佐落,隆摩落,長州落
アルキメデスが浮力に関する「アルキメデスの原理」を発見するきっかけとなった場所はどこ?,風呂,山の頂上,湖,トイレ,風呂
ひな祭りに節る餅は何餅?,色餅,ひな餅,さり餅,ひし餅,ひし餅
文筆を通じて国民の理解を深め、表現の自由を守る文筆家の国際団体は国際「何」クラブ ?,ペン,クレヨン,エンピツ,マーカー,ペン
次のうち、前に「ドラゴン」がついてもゲームのタイトルにはならない33の】たする光明2,マリオブラザーズ,クエスト,バスター,スレイヤー,マリオブラザーズ
そのプレースタイルから「皇帝」と呼ばれた、ドイツの往年のサッカー送手は誰 ?,ミシェル・プラティニ,ベッケンバウアー,ゲルト・ミュラー,ヨハン・クライフ,ベッケンバウアー
アメリカはどこの国から独立した?,イギリス,カナダ,ロンシア,フランス,イギリス
次のうち、相撲の稽古方法にあるものはどれ2,繰り越し,歩み寄り,支え合い,"申し合
い","申し合
い"
『キン肉マン』に登場する超人、アシュラマンの手の本数は何本 ?,2本,8本,6本,4本,6本
オーディオ機器やテレビなどの家電を、その色から一般に何という ?,赤物家電,黒物家電,族物家電,青物家電,黒物家電
イスラム教徒が、食べてはいけないとされるのは何の肉 ?,豚,牛,半,ニワトリ,豚
次のうち、人の体の滑化問到ではないものはどれ2?  ーー,言腸,十二指腸,丸腸,直腸,丸腸
導体に電流を流したときに生じる熱のことを、イギリスの物理学者の名から何という2?,エジソン熱,ワット熱,"ファラ
ァラデー熱",ジュール熱,ジュール熱
テニスで、ネットに背を向けた状態て打つ、股抜きショットのことを何としう?,ケチャップ,ハンバーガー,ベーコン,ホットドッグ,ホットドッグ
元素の分類で、「アルカリ」と「アルカリ土類」の後ろに付く言葉は何?,石油,金属,ガラス,石炭,金属
疲儀袋にかける紐のことを何という ?,木引,金引,火引,水引,水引
円の円周の一部と2つの牛径を結んでできる図形は何 ?  「,ピザ型,羽形,団羽 (うちわ) 型,扇子型,羽形
「いこまちゃん」の愛称で呼ばれる元乃木坂46のメンバーは誰 ?,生駒伊織,生駒愛未,生駒里奈,生駒麻衣,生駒里奈
年齢や障害の有無に関係なく、誰でも使えるようなデザインのことを何デザインという ?,グローバル,グッドルッキング,コストカット,ユニバーサル,ユニバーサル
1952年に公開されたジーン・ケリー主演のミュージカル映画 『〇に唄えば』。〇は何 ?,"雨
に","選記
ーー 3",虹,風,"雨
に"
ボクシングの亀田三兄弟の長男の名Eある加上4,興毅,史毅,大状,和教,興毅
「火の7日間」と呼ばれる最終戦争が起こったのは、何という作品の中 2,おもひでぼろぼろ,風の谷のナウシカ,となりのトトロ,天空の城ラピュタ,風の谷のナウシカ
