化学式CI2で表される、衣服の漂白やプールの消毒などに使われる物質は何 ?,理系,窒素,酸素,塩素,水素,塩素
水分を多く含んだ地盤が地震などによって軟らかくなる現象を何という?,理系,エルニーニョ現象,ラニーニャ現象,液状化現象,ヒートアイランド現象,液状化現象
新たなエネルギーとして注目を集める、水分子の中にメタンが取り込まれた構造の物質は何 ?,理系,メタンマーメイド,メタンマーマレード,メタダンハイドレート,メタンバンブーブレード,メタダンハイドレート
太陽はどの方角から昇って、どの方角へ沈む2,理系,東から昇って西へ沈む,北から昇って南へ沈む,西から昇って東へ沈む,南から昇って北へ沈む,東から昇って西へ沈む
呼吸時に空気が通る、咽頭と肺を結ぶ官は何 2,理系,道党,毛官,気官,師官,気官
古紙をリサイクルし、化学的な処理をして、作り直した紙を何という 2?2,理系,人生紙,学生紙,先生紙,再生紙,再生紙
関節を動かしやすくする働きがある、骨と肖の間にある支持組織は回角,理系,丸骨,軽骨,緩骨,軟骨,軟骨
ミツバチの巣にある巣穴はどんな形をしている ?,理系,正六角形,正三角形,正五角形,正方形,正六角形
コケから得られる紫色の染料で、化字の実験では指示楽として用いられるものは何 ?,理系,リトマス,リトサケ,リトタイ,リトアユ,リトマス
人間なら肺、魚ならエラがこれに当たる、生物が呼吸を行うための器官を何という ?,理系,消化器,呼吸器,炊飯碧,電話器,呼吸器
の:IEiIひまっ交野:ミ3:yIEilとすず2ル4呆2,理系,赤道気団,揚子江気団,シベリア気団,小笠原気団,シベリア気団
次のうち、植物が行う「蒸散」の説明として正しいものはどれ?,理系,水蒸気を外に出す,酸素を外に出す,水蒸気を取り込む,酸素を取り込む,水蒸気を外に出す
T3.35」や「!7.23」などのような、数字の列に点をつけたものを何という?,理系,低数,小数,大数,高数,小数
電圧の単位・ボルトの名前の由来となった科学者は誰 ?  「,理系,ボルタ,ボラス,ボーズ,ボッテイィチェリ,ボルタ
水を怖がるようになることから「恐水症」の別名がある、人畜共通の感レロロた円肝,理系,狂猫病,狂犬病,狂牛病,狂馬病,狂犬病
植物が二酸化炭素と水から有機物を生成することを何という ?,理系,光合成,間全成,緑合成,水合成,光合成
「ボイルの法則」を発見したイギリスの物理学者は誰?,理系,ジョン・ドルトン,ロバート・ボイル,マイケル・ファラデー,アイザック・ニュートン,ロバート・ボイル
0度より大きく、90度より小さい角度を何という ?,理系,小角,多角,実角,名用,名用
タンパク質を分解する、胃液中に人訪との の:とやも円4,理系,ナッナチャン,"プ  、]
アァンタン",ペプシン,コカコーラン,ペプシン
眼に存在する光を感知できない点のことで、見落としていたことを表す時にも使われる言葉は何 ?,理系,"でビー
自点",質点,焦点,氷点,"でビー
自点"
次のうち、実際に存在する星座はどれ 2?,理系,ユニコーン座,ペガスス座,マーメイド座,セイレーン座,ペガスス座
水に反応すると、青から赤に変色するため、水分の検出に用いられる試験紙は何 ?,理系,新聞紙,ちり紙,包装紙,塩化コバルト紙,塩化コバルト紙
次のうち、貝類はどれ ?,理系,ハマグリ,イガグリ,ドングリ,スモグリ,ハマグリ
水を怖がるようになることから「恐水症」の別名がある、人畜共通の感レロロた円肝,理系,竹馬病,狂牛病,狂猫病,狂犬病,狂犬病
次のうち、狂心征のための薬としても使われる化学物質はどれ ?,理系,トランス脂肪酸,ニトログリセリン,二酸化炭素,塩化ナトリウム,ニトログリセリン
物体が持つ、外力を受けない限り同じ運動を続けようとする性質を何といつ ?,理系,慣性,期性,展性,情性,慣性
そのナトリウム塩が味の素などのうま味調味料として利用されている、アミノ酸の一種は何 ?,理系,チオタミン酸,グルタミン酸,レフェタミン酸,ビタミン酸,グルタミン酸
次のうち、一般に「昭和の三大台時 ッ名2と 6MZNM人TO】ちとちず2光2,理系,枕崎台風,カトリーナ,至戸台風,伊勢湾台風,カトリーナ
ソ連の「ルナ計画」やアメリカの「アポロ計画」といえば、どんな天体の探査計画 ?,理系,火星,月,太陽,金是,月
インドリやアイアイなどの固有種が棲思している、インド洋西部に浮かぶ島はどこ ?,理系,ボルネオ島,マダガスカル島,ニューギニア鳥,イースター鳥,マダガスカル島
導面体のサイコロを1回振った時、31にもツ9クMarPとotn: 2,理系,3分の1,9分の1,5分の1,7分の1,3分の1
直角三角形の合同条件「斜辺と他の〇つつ〇がそれぞれ等しい」。〇〇に入とを:ちゃ 閉4,理系,一辺,一変,一片,ー刀,一辺
片方の皿に試料を、もう片方の皿に分鋼を載せ、そのつりあいで重さをはかる天科は何 ?,理系,下皿天各,左皿天各,上皿天科,石皿天宮,上皿天科
次のうち、人のでん部や大服部にかたまって存在する皮下脂肪を指す言葉はどれ ?,理系,ビッコロライト,ブウライト,セルライト,フリーザライト,セルライト
風・虫・島などによってめしべに運ばれる、種子植物のおしべでできるの中山たる四2,理系,花粉,骨粉,,米粉,花粉
雲の色が白く見えたり黒く見えたりするのは、次のうち何の違いによるの放,理系,電気エネルギー,窒素の割合,光の反射の仕方,"温度
し"">-4",光の反射の仕方
人間の歯で、最も遅く、また最も奥に生えてくる、計4本の歯のことを一般に何という ?,理系,親知らず,有恥知らず,命知らず,露知らず,親知らず
人体に張りめぐらされている、動須と静脈をつなぐ細い血営を何という?,理系,毛細血管,全身血管,枝葉血管,細胞血官,毛細血管
普通、吸血をする由は、オス・メスどっち?,理系,オス,どちらも吸血する,メス,どちらも吸血しない,メス
主に種子植物にみられる、道管と師管からなる東状の複合組織を何という?,理系,輸官,気孔,根,維客束,維客束
ジャガイモにヨウ素液をたらすと、ジャガイモは何色に変化する ?,理系,青紫色,朱色,黄緑色,黄土色,青紫色
実験器具のピペットで扱うのは、普通、どんな物質 ?,理系,液体,固体,気体,プラズマ,液体
水が凝固し固体状態とながったものを特に何という ?,理系,承,水,水,永,水
次のうち、日本人に最も少ない血液更はどれ2,理系,0型,AB型,A型,B型,AB型
次のうち、人の皮慮が受け取る感覚はどれ2?,理系,聴覚,触覚,味覚,相覚,触覚
「在方」とは、同じ数を何回かけ合わせること?   ー,理系,3回,1回,2回,4回,2回
次のうち、日本で、秋分の日にみられる現象はどれ ?2  「,理系,昼と夜の時間が同じ,1年で1番昼が短い,1年で1番昼が長い,夜に太陽が昇る,昼と夜の時間が同じ
プランクトンの異常増殖によって、海や川が変色する現象を何という2?,理系,折潮,,青潮,黒潮,
青緑色の光沢があり、古くから装飾品にも使われている昆虫は何 ?,理系,油虫,吉虫,玉虫,弱由,玉虫
次のうち、「遠近両用」といった種類がある道具はどれ?,理系,メガネ,ネクタイ,アイロン,カツラ,メガネ
人間の肺の中で、広がったた気管枝の未端にある、無数の袋状の部分を何という2,理系,肺袋,肺室,肺箱,肺肥,肺肥
語ョ4三目還たきたy4の1いん:がウ】三時,理系,2枚,8枚,4枚,1枚,2枚
再生可能な自然エネルギーを利用している、風車で発電機を回す発電方式を何という ?,理系,風力発電,原子力発電,水力発電,火力発電,風力発電
「ホール」や「駒込」などの種類がある、液体を吸い取るために使う道具は何 ?,理系,フフスコ,ビーカー,シリンダー,ピペット,ピペット
野茶の「ラディッシュ」のことを、成長が早いことから「何大根」という?,理系,はつか,みっつか,ようか,とおか,はつか
梅雨の中でも「空梅雨」や「照り梅雨」といえばどんな梅雨 ?,理系,"損師が塵
気温が遍 い",風が強い,時期外れである,雨が降らない,雨が降らない
長さの単位 「ユカワ」に名を残す、日本人物理学者は誰 ?,理系,湯川一骨,湯川宗則,湯川稼頭央,混川秀樹,混川秀樹
次のうち、ダイヤモンドの別名は円時,理系,楼名石,竣島石,金剛石,比燥石,金剛石
別名を「ピタゴラスの定理」というゴゴのかき円W    」,理系,三條方の定理,五在方の定理,二下方の定理,四下方の定理,三條方の定理
次のうち、クジラが水面で息継ぎをする時に行うことはどれ?,理系,呼び潮,測まねき,潮吹き,うず潮,潮吹き
磁石の極で、N極に引き寄せられるのは何極 ?,理系,F極,S極,A極,L極,S極
物理学者のアインシュタインが残した有名な言葉「〇はサイコロを振らない」。〇は何 ?,理系,俺,宇宙,母,軍,軍
ルーメン、ルクス、カンデラといえはばは、どんなものに関する単位 ?,理系,"温度
ZI お々",光,力,"と=コ
四",光
白熱電球や蓄音機を発明した人物、トーマス・〇のO〇OO〇。 〇〇〇は何 ?,理系,エジソン,ネルソン,ハドソン,トムソン,エジソン
類の斑点があるお面に似ていることから名付けられた、インコの種類は回角,理系,ハンニャインコ,オカメインコ,オキナインコ,ヒヨットコインコ,オカメインコ
RIES ねこ4ミIIIES92M0 コンルルル に【か骨の内部にある柔らかい人造血組織を何という3?,理系,ランゲルハンス島,骨簡,脳下垂体,副背,骨簡
次のうち、小学校で習う「三角形の面積を求める公式」に出てくる「辺」はどれ?,理系,底辺,ポポ巡J,知辺,対辺,底辺
次のうち、元素名ではないものはどれ 2?,理系,画素,,水素,酸素,画素
ムン衣 シーズー、 ナヤ ウナ ヤ ウなどの品種がある動物は何 ?,理系,サル,ウン,イヌ,ネコ,イヌ
医者が患者の患部を切り開いたり、切断・摘出したりして回復させる治療法を何という ?,理系,頭術,手術,青術,足術,手術
季節の変化などによって、植物の葉が枝から落ちることを何という ?,理系,落葉,堕葉,墜葉,下葉,落葉
塩化ナトリウムを主成分とする鉱物で、食塩の原料として用いられることもあるのは何 ?,理系,岩男,岩瀬,岩塩,岩鬼,岩塩
日本の国蝶は何?,理系,ヨナグニサン,オオカバマダラ,オオムラサキ,トリバネアゲハ,オオムラサキ
超低温のヘリウムで見られる、液体が粘性なしに流れる現象を何という?,理系,超暴動,超連動,超感動,超流動,超流動
ヨウ素液にデンプンを加えるとどうなる2?,理系,酸素が発生する,塩素が発生する,青紫色になる,曰く滴る,青紫色になる
ドイツで最初に警察大や軍用犬として利用された、中型犬の品種は何 ?,理系,レスフー,ファイター,ソルジャー,ボクサー,ボクサー
ヤンバルクイナといえば、どこの都道府県に生息する鳥類 ?,理系,北海首,長野県,沖縄県,埼玉県,沖縄県
四則演算のひとつ「乗法」とは、次のうちどんな計算のこと?,理系,割り算,掛け算,足し算,引き算,掛け算
次のうち、生面図形ではないものはとれ?,理系,羽型,直方体,座行四辺形,三角形,直方体
次のうち、タコの種類に実際にあるのはどれ2?,理系,フツウダコ,ワルイダコ,ダメダコ,イイダコ,イイダコ
物質が酸素と化合する化学変化を何という?,理系,硫化,酸化,合化,ヨウ化,酸化
物質も光も外部へ脱出できないような、強いい重力を持つ天体はどれ ?,理系,グリーンホール,レッドホール,ブラックホール,ホワイトホール,ブラックホール
次のうち、和気象用語の「前線」の種類にあるものはどれ?,理系,不快前線,,温暖前線,淫度前線,温暖前線
太陽はどの方角から昇って、どの方角へ沈む2,理系,北から昇って南へ沈む,東から昇って西へ沈む,西から昇って東へ沈む,南から昇って北へ沈む,東から昇って西へ沈む
血液中の赤血球に含まれ、酸素を運ぶ役割を果たす複合タンパク質はどれ?,理系,ミオグロビン,フィトクロム,へモンアニン,へモグロビン,へモグロビン
恐竜を、骨格の特徴から大きく2種類に分けると、童盤類と何類 ?,理系,,,,蛇毅類,
別名を「金剛石」という鉱石は何 ?,理系,ダイヤモンド,ルビー,エメラルド,トパーズ,ダイヤモンド
一般的なサイコロの6つの目の数字の最小公倍数はいくつ?,理系,S0,80,60,90,60
育呈がある動物のことを何という?,理系,キセツイ動物,セキツイ動物,セキセキ動物,セッカイ動物,セキツイ動物
数学で「ルート3」の近似値の覚え方「人並みにOO〇OO〇」。〇〇〇は回角,理系,おだてろや,はらえや,おごれや,のませろや,おごれや
極地方の夏にみられる、1日中太陽が沈まなかったり、潤明るかったりする現象を何という?,理系,光夜,明夜,昼夜,日夜,日夜
次のうち、一般にプリン体が最も多く含まれている飲み物は?,理系,ウィスキー,ワイン,ビール,焼酎,ビール
インドリやアイアイなどの固有種が棲思している、インド洋西部に浮かぶ島はどこ ?,理系,マダガスカル島,ニューギニア鳥,ボルネオ己,イースター鳥,マダガスカル島
次のうち、日本式の天気記号で、「雨」を表す記号はどれ ?,理系,黒丸,白丸,白丸の中に黒丸,二重丸,黒丸
抵抗が小さく、電流が流れやすしい物質を何という?,理系,感体,非絶体,献体,導体,導体
正方形の対角線は何本 ?,理系,2本,4本,3本,1本,2本
人の体液中の不要物質が腎臓でこしだされ、対外に排出されたものを、普通、何という ?,理系,だ液,汗,便,尿,尿
次のうち、「星の明るさ」を表す尺度はどれ?2   ーー,理系,海里,光束,寺級,気圧,寺級
白血病治療などに使われる「膳帯血」といえば、次のうちどこからとれる血?,理系,勝腕,へその縮,網膜,膝,へその縮
種子が発芽したとき、子葉が2枚の植物を何という?,理系,単子葉類,コケ類,ンダ植物,双子葉類,双子葉類
次のうち、月を観測するために打ち上げられた人工衛星はどれ ?,理系,かぐや,あかつき,あじさい,ひので,かぐや
エンドウマメを用いた実験によって「遺伝の法則」を発見した、オーストリアの人物は誰 ?,理系,メンデル,ドウデル,ツキデル,コテデル,メンデル
顕微鏡で、接眼レンズが5倍、対物レンズが10倍だったとき、全体の倍楽はいくら?,理系,50倍,5倍,15倍,10倍,50倍
長方形や正方形の、ひとつの内角のIEちる円はに/      ー,理系,60度,30度,120度,90度,90度
口腔内の細菌による酸の産生がほとんどなく、中歯になりにくいと言われる甘味料とは?,理系,グルコース,キンシンリトール,オリゴ糖,ガラクトース,キンシンリトール
次のうち、エメラルドの別名はどれ 2?,理系,水玉,紅玉,黄玉,,水玉
ある面を単位時間あたりに移動する荷電粒子の量を表す物理量は何 ?,理系,電川,電湖,,電海,
次の数のうち、2でも3でも4でも5でも6でも割り切れるものはどれ 2?,理系,70,SU,60,80,60
裸子植物の特徴は次のうちどれ2?,理系,膝珠が小さい,豚珠が無い,膝珠が子房の中にある,膝珠がむき出し,膝珠がむき出し
ナトリウムの元素記号は何?,理系,Na,CU,Fe,CI,Na
水の状態変化で、水蒸気が該当するのはどれ2?,理系,液体,固体,気体,プラズマ,気体
スポーツ選手などがしばしば怪我をする、骨と骨を結び付けている組織は何 ?,理系,がん壮,だん淀,じん淀,ぎん淀,じん淀
次の割り算の計算式のうち、答えが整数になるのはどれ?,理系,9ょ6,/=テ4,8+5,6-3,6-3
「腸内フローラ」とは、動物の腸の中にある何のこと ?,理系,はほこり,毛,のみ,細,細
硬膜、クモ膜、軟膜の3つの膜に包まれ守られている、身体の部分はどご2,理系,脳,肺,肝臓,心臓,脳
6月4日は「〇〇予防デー」 。〇〇つは何 ?,理系,"虫歯
洲",肥満,結核,風邪,"虫歯
洲"
次のうち、軟体動物はどれ ?,理系,カニ,カメ,クモ,イカ,イカ
次のうち、希ガス元素の名前にあるのはどれ2?,理系,モスフ,ラドン,ゴジラ,キングギドラ,ラドン
緑内障や白内障といえば、身体のどの部分で起きる病気 ?,理系,耳,目,"三]
呈紅",国,目
"春頃に耳にする 「『開花宣言」といえば、普通、どんな花の開花に関するご つう
三時王還に",理系,セイタカアワダチソウ,さく,さくら,つばき,さくら
人間の皮膚の皮脂や角質が、毛穴をふさいで固まったものを何という ?,理系,耳梓,元欄,角欄,血欄,角欄
"日本語
ョレモ
「正弦」という、三角
、三角関数のひとつは何?",理系,ライン,ワイン,サイン,ナイン,サイン
次のうち、本当にあるキノコはどれ 2?,理系,ナキタケ,ワライタケ,オコリタケ,アバレタケ,ワライタケ
生活の環境が変わった人に表れやすいうつ病のような症状を、GW明けに出やすいことから何という ?,理系,二月病,五月病,十一月病,八月病,五月病
「エチゼン」「ミズ」「オワン」などの種類がいて、長い触手で人を刺すことがある海洋生物は何 ?,理系,イソギンチャク,クラゲ,タコ,サンゴ,クラゲ
チョーク、上貝殻、卵の殻の主成分は円時,理系,灰酸カリウム,炭酸マグネシウム,炭酸カルシウム,炭酸ナトリウム,炭酸カルシウム
次のうち、花の種類にあるのはどれ 2?,理系,オクレヤ,カトレア,エクレア,ハレルヤ,カトレア
「アミノエチルスルホン酸」ともいう、肝臓を助けるため、栄養ドリンクに多く含まれる成分は何 ?,理系,パイリン,タウリン,ガンマリン,ローリン,タウリン
無脊椎動物の中で最も知能が高いといわれるイカの仲間といえはばは、次のうちとれ?,理系,コウイカ,オツイカ,テイイカ,ヘイイカ,コウイカ
次のうち、時間の単位ではないものはどれ2,理系,年,分,秒,円,円
イギリスの医師・マンテルが化石を発見した、ある則申類に似ていることから名付けられた恐竜は何?,理系,トカゲノドン,ヘビノドン,ヤモリノドン,イグアノドン,イグアノドン
水かきとくちばしが特徴的な、オーストラリアに生息する卵を産む貴乳類は何 ?,理系,ハトノハン,ツルノハン,サギノハンシ,カモノハンシ,カモノハンシ
次のうち、「劇物」と呼ばれる強い毒性を持つ薬品にあたるものはどれ?,理系,灰酸,硫酸,砂糖,食塩,硫酸
"街中で見かける医療機器のAED。この機械が治
治せる病気は何 ?",理系,脳居海,心訟細動,骨折,負血,心訟細動
次のうち、生物が細胞から生産物を排出することを指す言葉は何 ?,理系,分極,分泌,分留,分圧,分泌
次のうち、日本語で「減号」という数学の記号はどれ?2        」,理系,イコール,プラス,ベクトル,マイナス,マイナス
エタノール、水銀、水は、常温ではどんな形で存在している ?2,理系,固体,気体,液体,個体,液体
「ポニー」とは、何という動物の小型のもの 2?      ー           「,理系,,"E
月
すず0へ",席,牛,
ランチュウやデメキンなどの品種がある、よく人夜店ですくう観賞用の魚は何 ?,理系,キンギョ,メダカ,クマノミ,グッピー,キンギョ
パソコンで、 「テンキー」を使って入力するものは何?,理系,カタカナ,ひらがな,数字,アルファベット,数字
次のうち、実際にいる島はどれ ?,理系,アオサギ,カンプキンサギ,オークションサギ,フリコメサギ,アオサギ
体の和器孔で「毛管」といえば、次のうち何のこと?2,理系,毛中移管,毛細血管,毛穴配窟,毛皮保官,毛細血管
「ソユーズ」といえば、どこの国が打ち上げる宇宙船 ?2,理系,日本,アメリカ,フラフランス,ロンシア,ロンシア
昆虫で、カブトムシはコガネムシ科に属しますが、クワガタムシは何科に属する ?,理系,クワガタムシ科,バラ科,サンフィッシュ科,キュウリウオ科,クワガタムシ科
超低温のヘリウムで見られる、液体が粘性なしに流れる現象を何という?,理系,超暴動,超流動,超連動,超感動,超流動
90度より小さい角度のことを鋭角といいますが、90度より大きい角度のことを何という ?,理系,錯覚,同位角,対頂角,部用,部用
カニの一種 「オウギガニ」が行う「擬死」といえば、次のうちどんな省性?,理系,自殺,,和多んだふり,目殺願望,和多んだふり
溶震の流出や噴火、火山性地震など、火山が引き起こす諸現象 「K)〇活動」。 のの〇は何 ?,理系,火山,アイドル,結婚,学級,火山
元素記号「K」で表される元素は円時,理系,キセノン,カルシウム,クリプトン,カリウム,カリウム
イタリアの物理学者ボルタが発明した、銅を正極、亜鉛を負極に用いた電池は何 ?,理系,ダニエル電池,ボルタ電池,ルクランシェ電池,バグダッド電池,ボルタ電池
ラーメンの麺がのびる主な原因は、麺が〇〇〇を吸い込むから。〇〇〇は何 ?,理系,水,ルン,金,木,水
ムン衣 シーズー、 ナヤ ウナ ヤ ウなどの品種がある動物は何 ?,理系,イヌ,ウン,ネコ,サル,イヌ
渦巻管、前庭、三年規管からなる体の部分はどこ ?2        「,理系,頭髪,爪,内耳,眼球,内耳
一度磁気を帯びたあと、その磁力を長く保つ磁石のことを何という ?,理系,氷眠磁石,氷遠磁石,永楽磁石,永久磁石,永久磁石
正式名称を「シアン化カリウム」という毒薬は何 ?,理系,ツィクロン,サリン,テトロドトキシン,青酸カリ,青酸カリ
エネルギー〇〇〇の法則」 「質量〇つつ〇つ〇の法則」の〇〇〇に共通すとを:ヨコちゅノノ) pきっず< 2,理系,保険,保全,保官,保存,保存
次の数の単位のうち、一番大きいのはどれ2?,理系,阿僧入,無量大数,不可思議,那由多,無量大数
花火が美しい光を放つのは、次のうちどの現象による ?,理系,レイリー散乱,チェレンコフ放射,赤方偏移,炎色反応,炎色反応
「アメフラシン」や「イソギンチャク」といえば、次のうちどこに住む生き物?,理系,砂漠,海,熱帯雨林,山,海
次のうち、魚の名前にあるのはどれ 2?,理系,おどれ,くえ,うたえ,のめ,くえ
人間の第三大臼基のことを、それが最も遅く生えてくる歯であることから俗に何という ?,理系,父知らず,親知らず,子知らず,母知らず,親知らず
顕微鏡で、対物レンズを装着する回転式の装置のことを何という 2,理系,レボルバー,ランチャー,ライフル,バズーカ,レボルバー
日本の国蝶は何?,理系,オオムラサキ,ヨナグニサン,オオカバマダラ,トリバネアゲハ,オオムラサキ
主に耳や鼻の病気や治療を扱う医学の分野を何と言う?,理系,泌尿器科,且鼻科,歯科,眼科,且鼻科
寄生生物によって、寄生されてしまう側の動物や植物を何という2?,理系,メッンー,宿主,ミツグ,アッンー,宿主
ハチが人花から集めた蜜のことを何といつ ?,理系,ハチミツ,バター,マーガリン,ジャム,ハチミツ
「快晴」を表す天気記号はどんな形をしている ?,理系,四角,三角,丸,バツ,丸
化学式CH3C00Hで表される、お酢の主成分となっている液体は回角,理系,酢酸,塩酸,硫酸,硝酸,酢酸
Ba2十で表されるのは何イオン 2?,理系,水素イオン,バリウムイオン,ランタンイオン,カルシウムイオン,バリウムイオン
「中点連結定理」や「ピタゴラスの定理」といえば、主にどんな図形で成り立つ定理 ?,理系,三角形,円,五角形,球,三角形
健康食品としても利用されている、ミツバチが巣の隙間を埋めるのに使う樹脂のような物質は何?,理系,アナポリス,プロポリス,ミニスカポリス,ケツノボリス,プロポリス
「光の三原色」の3色とは、赤、青と何色? 。     「,理系,黒,放,栓,緑,緑
「ツベルクリン検査」といえば、どとどんな病気の診断に用いられる検査法 ?,理系,ペスト,,ナフス,結核,結核
世界遺産にも指定されている屋久島の名物・屋久杉のうち、幹周り16.4mと最も太い個体の名前は何 ?,理系,古墳杉,縄文艇,,弥生杉,縄文艇
「cal」で表される 「カロリー」といえば、次のうち何の単位?,理系,体積,,距離,速度,
海に棲むサカナは!,理系,メダカ,フナ,コイ,マグロ,マグロ
万有引力を発見し、近代精密科学の中とされるイギリスの物理学者は上:壮4,理系,パスカル,ガリレオ,ケプラー,ニュートン,ニュートン
EEの】三にGEG半時=レさクツル、$ 入川されている物質は何2,理系,塩素,フッ素,室素,ヨウ素,塩素
次のうち、九州などに自生し、観賞用にも栽培される常緑低木はどれ ?,理系,サテツ,コテツ,ソテツッ,シテツ,ソテツッ
カナダの国旗にも描かれている、メープルシロップの原料となる落葉樹は何 ?,理系,ショウユカエデ,シオカエデ,コショウカエデ,サトウカエデ,サトウカエデ
ののjpまっ計っそッ4たすル】呆2,理系,4,2,8,6,2
寿司ネタとしてもおなじみの、ヒラメやカレイにある、ヒレを動かす筋肉といえば何 ?,理系,うらがわ,そとがわ,うちがわ,えんがわ,えんがわ
レンズの軸に下行な光が凸レンズを通過したのちに、集中する一点のことを何という ?,理系,"でビー
自点",明点,焦点,終点,焦点
記号「A」で表される、電流の強さの単位は何 ?,理系,アンペア,エーカー,オングストローム,オーム,アンペア
「アオムシ」といえば、次のうちどの昆虫の幼虫 ?,理系,カブトムシ,"セミ
es]
jeコ",チョワウ,トンボ,チョワウ
次のうち、内角の和が最も大きくなる図形はどれ ?,理系,六角形,二等辺三角形,座行四辺形,吾形,六角形
磁石の2つの極といえば、「S極」と何極 ?,理系,O極,N極,L極,M極,N極
ダイヤモンドを構成する元素は何 ?,理系,アルミニウム,,ケイ素,リン,
地球上で一番大きい生き物は?,理系,キリン,シロナガスクジラ,アフリカゾウ,シャチ,シロナガスクジラ
「三在方の定理」の別名に名を残す古代ギリシャの哲学者・数学者は上:壮4,理系,ピタゴラス,アルキメデス,アリストテレス,デモクリトス,ピタゴラス
コーラやサイダーなどの、泡の正体である気体は何 ?,理系,酸素,二酸化炭素,一酸化炭素,守素,二酸化炭素
著書に30年かけて出版された『昆虫記』全10巻がある、19世紀フランスのアマチュア博物学者は誰 ?,理系,キュヴィエ,ファーブル,ダーウィン,シートン,ファーブル
十円玉と百円玉が全部で5枚あり、その総額が320円のとき、十円玉は回いも2との宮4,理系,2枚,4枚,1枚,3枚,2枚
四則演算のひとつ「減法」とは、次のうちどんな計算のこと?,理系,掛け算,割り算,足し算,引き算,引き算
次のうち、かけ算九九の表に1回も登場しない数字はどれ ?,理系,14,15,13,12,13
体から甘い匂いがすることから名付けられた、水面を滑走する昆申は_回角,理系,アメンボ,タガメ,ウンカ,カメムンシン,アメンボ
大型のものは直径1mを越す、世界最大の花を咲かせる植物は何 ?,理系,ラフレンア,クサイハナ,ナゾノクサ,キレイハナ,ラフレンア
太陽系にある唯一の恒星は何 ?,理系,地球,太陽,木星,異土星,太陽
火山活動で作られた、大きな凹地のことを何という ?,理系,カルボナーラ,カステラ,カルデラ,カンテラ,カルデラ
入院患者がベッドから看護師を呼び出すための装置のことを、和製英語で何という ?,理系,ナースホール,ナースコール,ナースポール,ナースドール,ナースコール
次のうち、実際に存在する貝はどれ 2?,理系,タフガイ,バカガイ,ボケガイ,ワルガイ,バカガイ
単位としては温度を表すケルビン、元素記号としてはカリウムを意味するアルファベットは何 ?,理系,N,K,M,L,K
次のうち、0.1や2.3などが当てはまとでの)】ちたず2光中,理系,虚数,整数,小数,偶数,小数
風が、前面に置かれた物体に加える圧力のことを何という ?2,理系,電圧,油圧,風圧,気圧,風圧
金をも溶かす「王水」は、塩酸と何を混合してできる液体 ?    「,理系,里酸,炭酸,硝酸,表酸,硝酸
記号「C」で表される温度の単位は何?,理系,華氏温度,閣氏温度,摂氏温度,列氏温度,摂氏温度
人体の皮膚にある4つの感覚点といえば、圧点、温点、冷点と何?,理系,黒点,焦点,痛点,露点,痛点
最高気温が摂氏25度以上の日のことを何という2,理系,秋日,冬日,夏日,春日,夏日
種子が発芽して最初に出る葉のことを何という ?,理系,親葉,子葉,先宜葉,孫葉,子葉
マグマが冷却して固まった岩石を総称して何という ?,理系,火成岩,水成岩,風成岩,土成岩,火成岩
円周率の、小数点以下第1位の数は何 ?,理系,3,5,],4,]
「島物」や「沖縄ら海」など、水生動物を飼育・展示している施設を何という3?,理系,海族館,川族館,池族館,水族館,水族館
100円の商品に8%の消費税がかかった場合、購入者が支払う金額はいくら?,理系,108円,1800円,800円,180円,108円
最大風速の大きさによって 「強い」「非常に強い」 「猛烈な」に分類される自然現象といえば何 ?,理系,肥,木枯らし,百風,高潮,百風
「ドライアイス」はどんな気体を回体にしたもの2,理系,窒素,水素,二酸化炭素,酸素,二酸化炭素
これを越えると万年雪に履われる、年間の積雪量と融雪量とが等しくなった地点を連ねた線は何 ?,理系,,,,雷線,
マグロやイワシなど、季節によってほぼ一定の経路を移動する魚を何という ?,理系,出世魚,深海魚,淡水魚,回遊魚,回遊魚
"人体の皮膚にある4つの感覚点といえば、圧点
は  仕点、 痛点、 冷点と何?",理系,力点,"、臼
mm 点",支点,焦点,"、臼
mm 点"
空全体を覆う雲の割合が9割以上で、雨や雪などが何も降っていないとさの天気を何という ?,理系,あめり,ゆきり,くもり,はれり,くもり
誕生した、サクランボの品種は何 ?,理系,佐藤錦,田中錦,高橋錦,木綿,佐藤錦
世界最大の等脚類の生き物「C〇CCOグソクムシ」。〇〇〇は何 ?,理系,コウテイ,キング,オウサマ,ダイオウ,ダイオウ
電流回路に並列につないで用いる、「ボルトメーター」とも呼ばれる道具は何?,理系,雨量計,電圧計,雪高計,腕時計,電圧計
氷河の水などが海へ押し出され、巨大な氷の塊として浮いているものを何という3?,理系,火山,氷山,富士山,丸山,氷山
30の抵抗に1Aの電流を流した時の電圧はいくつになる ?,理系,4V,2V,1V,SV,SV
頭に耳のような2弥毛をもったフクロウを特になんという ?2,理系,ナメクジク,"ミミズク
に
ee",カタツムリク,ヒルク,"ミミズク
に
ee"
元素の周期表で、第17族に属する元素を総称して何という ?,理系,ハロゲン,ボーゲン,インゲン,ニンゲン,ハロゲン
日本語では「紅玉」と呼ばれる鉱石は何 ?        ーー,理系,ペリドット,ラピスラズリ,オパール,ルビー,ルビー
