Q,K1,K2,K3,K4,A
森の空気を浴びて、リラックスする健康法を何という ?,混浴,日光浴,森林浴,和キ身浴,森林浴
特撮番組『ウルトラマンダイナ』で、主人公のアスカ・シンを演じていたタレントは誰 ?,里田まい,つるの剛士,上地雄輔,野久保直樹,つるの剛士
演劇用語で、長期にわたって同じ演目を上演することを何という ?,ミドルラン,ロングラン,セカンドラン,ショートラン,ロングラン
次のうち、旭奈川県に所在する高校はどれ2?,東海大甲府,東海大四,東海大望洋,東海大相模,東海大相模
「メディア良化法」が成立した世界を描く、有有川浩が原作を手掛けた岡田准一主演の映画は何 ?,裁剤所戦争,公民館戦争,市役所戦争,図書館戦争,図書館戦争
アニメ 『新機動戦記ガンダムW」』で、主人公のヒイロ・ユイが主に搭乗したガンダムはどれ?,ガンダムへヘビーアームズ,ガンダムデスサイズ,ウイングガンダム,ガンダムサンドロック,ウイングガンダム
梶井基次郎の小説『桜の樹の下には』で、主人公が桜の樹の下に埋まっていると想像したものは何 ?,手紙,埋蔵金,不発弾,死体,死体
"p【    し  さ
ー  ーー  ー
紙#
を 発
ンしているのは何銀行 2",市中銀行,東京銀行,地方銀行,日本銀行,日本銀行
SANYOが展開する、「マリンちゃん」などのキャラクターでおなじみのパチンコ機シリーズは何 ?,海物語,化物語,冬物語,俺物語,海物語
バレーボールの「ローテーション」GE| ミウMESシンニア4 ルッとべ3)】とや p ます,選手の背番号,選手のポジション,選手の髪型,試合場の空調の強さ,選手のポジション
スキー競技のバイアスロンで、選手が競技中に手に持つものは、ライフル銃と何?,ナイフ,ストック,釣り竿,バット,ストック
トルティーヤという生地に内を挟んだ、メキシコ料理と言えば何 ?,タコス,カニス,エビス,イカス,タコス
凡人でも集まれば良い知恵が出るという意味のことわざ「〇〇寄れば文殊の知恵」 。〇〇は何 ?,五人,三人,巧人,九人,三人
ゴルフの1ラウンドは何ホールからなる 2,22,20,16,18,18
1900年にアフリカの森林地帯で発見された、キリンのような長い右と編模様の脚が特徴的な動物は何?,オカネ,オカピ,オカキ,オカン,オカピ
日光街道の茶店が発詳とされる、醤油が塗られた埼玉県名物のせんべいといえば何せんべい ?,秩父せんべい,深谷せんべい,川越せんべい,草加せんべい,草加せんべい
次のうち、『週刊少年ジャンプ』」と同じ出版和計が発売している漫画雑誌はとどれ?,アフタヌーン,ヤングアニマル,ビッグコミック,ウルトラジャンプ,ウルトラジャンプ
次のうち、夫や妻の父を意味する言葉はどれ2?,けんと,しょうと,しゅうと,かいと,しゅうと
漫画『文哀ストレイドッグス』」の登場人物で、「人間和失格」という能力のこうちゅ!】ち : 者4,太議冶,忠沢識吉,宮沢賢治,借川龍之介,太議冶
ゲーム『龍が如く3』」の舞台である歓楽街、琉球街があるという都道府県はどこ?,沖縄,札幌,東京,大阪,沖縄
「あなたと、コンビに」をコーポレートスローガンとする日本のコンビニニは何 ?,ローソン,セブンイレブン,ミニストップ,ファアミリーマート,ファアミリーマート
幼虫は多数の毒針を持ち、さなぎになると卵型のまゆを作るガの一種は回角,イライ,イラガ,イラン,イラク,イラガ
樹木のうちでも、一年中葉をつけたままのものを落葉樹に対して何という?,常銀樹,常緑樹,常黄樹,吊赤樹,常緑樹
漫画『「ドラゴンボール』に登場する人物の名前で、「鈴」「亀」の後ろに共通してつく言葉は何 ?,教授,仙人,師匠,先生,仙人
次の人間の体の部位のうち、一般に体の表面に露出しているのはどれ2?,衣,筋肉,皮膚,脂肪,皮膚
松江名俊の漫画『トキワ来たれり1!』の主人公の名前は何 ?,八坂トキワ,牧著デウス,弥多ハルカ,卓共カナタ,八坂トキワ
アジアの国として初めてオリンピックを開催した国はどこ ?,韓国,日本,インド,中国,日本
中国地方で、人口が最も少ない県はとどこ?2,鳥取県,広島県,岡山県,山口県,鳥取県
数学で2つの図形が全く同じである「合同」を表す記号は、次のうちどれ?,,テ,,十,
次のうち、ニュース番組などに出演して解説などを行う人はどれ?,タダターミネーター,ネゴシエーター,コメンテーター,マルチモーター,コメンテーター
タレントの関根魔里を妻に持つ、日本在住の韓国人歌手は誰?_,E,A,B,K,K
ミルクや砂糖を加えていないコーヒーの事を、その色から「何コーヒー」 と言う?,レッド,ブラウン,ホワイト,ブラック,ブラック
「無敵のガールフレンド』や『障』などの曲で知られる、女優としても活躍する歌手は誰 ?,大原椿子,大原松子,大原桃子,大原櫻子,大原櫻子
_ 映画『ウォーター〇OO』『OつOO〈〇つつ・ウォーZ』 『ジュラシック・〇)〇つ〇』の〇〇〇は何 ?,プラネット,ワールド,ランド,キングダム,ワールド
次のうち、最も年齢が若いのは誰 ?,石川佳純,マリア・シャラボポボワ,吉田沙保里,伊達公子,石川佳純
チャイコフスキーの三大バレエエ音楽のひとつ『O〇OO〇O〇割り人形』。 〇〇つつは何 ?,くるみ,こおり,たまご,かがみ,くるみ
アラビアの砂漠に住み、500年に1度生まれ変わるとされる、エジプト還話の不死島は何 ?,フォックス,フェニックス,ボルボックス,オリックス,フェニックス
次のうち、1kg以上の重さのボールを使って行うスポーツはどれ?,ボウリング,バスケットボール,野球,サッカー,ボウリング
"橋本愛、剛力彩芽、武井吹らが専属モデルを務めた、10代の女性に人気のウル:メンタン
ァッション誌は何 ?",OqdgI,Seventeen,小悪魔ageha,装多,Seventeen
多くの男性が憧れる女性のことを、聖母マリアに例えて何という 2?,マドンナ,デオンナ,サバンナ,ワウインナ,マドンナ
2018年に「ゼロの執行人」という劇}版の作品が公開されたアニメは何 ?,ポケットモンスター,妖怪ウォッチ,逆転裁講,名探偵コナン,名探偵コナン
次のうち、「日曜日」という意味がある雑誌はどれ2,マガジン,サンデー,チャンピオン,ジャンプ,サンデー
天気図の作成に必要なデータを収集する、 「ひまわり」 「GOES」などの人工衛星を何という ?,通信衛星,放送衛星,還事衛星,気象衛星,気象衛星
次のうち、フットサルにあるルールはどれ2?,4秒ルール,4日ルール,4時間ルール,4分ルール,4秒ルール
「ウエイトリフティング」を日本語では「〇〇挙げ」という。〇〇は回角,車量,何車,負荷,重力,車量
動物が外から酸素を取り入れ、二酸化炭素を吐き出す生理現象のことを一般に何という ?,呼吸,睡眠,代謝,排浴,呼吸
吉田はるゆきの香球漫画『C〇CXOうドライブ』。〇〇〇に入る言葉は何 ?,ピンポン,パンポン,ポンポン,ペンポン,ピンポン
戦艦大和の模型が展示されている「大和ミュージアム」がある、広島jiた|り,移市,劉市,呉市,渓市,呉市
案田亜衣、北島康介といえば ?,競泳,マフソン,バスケットボール,ハンマー投げ,競泳
のES:江のpま28計皇WE:少しているものはどれ2?,週刊少年ジャンプ,週刊少年マガジン,週刊少年サンデー,週刊少年チャンピオン,週刊少年ジャンプ
フジテレビのクイズ番組『優しい人なら解ける クイズ〇OO〇OO〇』。〇〇つつは何 ?,おもろいね,やさしいね,で しぎだね,かんたんね,やさしいね
別名を「アスコルビン酸」という、レモンなどに多く含まれる水溶性ビタミンは何 ?,ビタミンC,ビタミンA,ビタミンE,ビタミンD,ビタミンC
小説 『哀しい予感』や『白河夜船』を書いた作家は誰 ?         ーー,吉本ばなな,吉本あんず,吉本いちご,吉本みかん,吉本ばなな
湊かなえの小説が原作となった、松たか子主演の映画のタイトルは何 ?,丘知,告日,丘別,告発,告日
ゲームのタイトルで、『角包』 『!回剣』『桃太郎』の後ろに共通してつく 言葉は何 ?,物語,戦士,伝説,中険,伝説
火野毅人の漫画『たくのみ。」』の題材となっているものは次のうちどれ?,温泉,映画,野球,お酒,お酒
人間のすねの急所のことを、通称、「〇〇〇の泣き所」という。〇〇〇は何 ?,弁慶,竹填代,日吉,牛若丸,弁慶
女性の身だしなみなどがはしたない様子を意味する言葉「〇〇〇もない」。〇〇〇は何 ?,ひよょよう,あられ,みぞれ,こごめ,あられ
ピザの生地の上にのせる、肉や野茶などの具を何という ?  「,トッピング,ラッピング,カッピング,ザッピング,トッピング
次のうち、「専門家、熟練者」 を意味する言葉はどれ ?    」,ナックルパート,サイドパート,エキスパート,カウンターパート,エキスパート
「スルメ」とは、何を填した食べ物のこと2   ー,ウン,ヒツジ,マグロ,イカ,イカ
学校で、予告なしにいきなり行うテストのことを「〇〇〇テスト」。 〇〇つつは ?,あさぐち,かきうち,ぬさうち,くぎうち,ぬさうち
芸人、有吉弘行がかつて組んでいたお笑いコンビの名前は何 ?,短岩石,犬岩石,豚岩石,次岩石,短岩石
17から18世紀に行われた、ヨーロッパ・西アフリカ・新大陸の三地域問の罰易を何という ?,五角貿易,八角貿易,三角質易,四角質易,三角質易
直角三角形の合同条件「斜辺と他の〇つつ〇がそれぞれ等しい」。〇〇に入とを:ちゃ 閉4,一片,一変,ー遍,ー辺,ー辺
次のうち、ギャグなどがうけなかったことを意味する言葉はどれ2?,すべる,たべる,しなる,あげる,すべる
次のうち、相撲の決まり手にあるものはどれ2?,うっちゃり,ぼっちゃり,おざなり,なげやり,うっちゃり
日本一高い山・富士山がまたがっている2つの県とは、山梨県と何県 2,島根県,,秋田県,静岡県,静岡県
次のうち、小放粉を水で練って作った団子を野薬とともに煮た汁物はどれ?,すいとん,かとん,さんとん,もくとん,すいとん
1997年公開の宮崎骨によるジブリ映画は何?,いぬがみ姫,けだもの姫,やじゅう姫,もののけ姫,もののけ姫
次のうち、風邪をひいた時に、発作的に口から出るものはどれ ?,くしゃみ,くしゆう,くじゃく,くじょう,くしゃみ
次のうち、 『鉄腕アトム』を原案とした漫画作品はどれ?,ヒーローカンパニー,アトムザ・ビギニング,柳町! 怪獣酒場,銀のケルベロス,アトムザ・ビギニング
俳優の江守徹と仲が恨いことで知られる、ねじねじマフラーでおなじみの俳優は誰 ?,中岡艇,佐藤杉,中尾杉,佐野杉,中尾杉
野球の守備番号で、サードは何番 ?,7番,11番,9番,5番,5番
中国料理で使われる「オイスターソース」の原料となる貝は何 ?,ホタテ,ハマグリ,アサリ,カキ,カキ
黒鉛、ダイヤモンド、グラファイトに共通する化学式は何 ?,C,D,A,B,C
次のうち、「サバを読む」という言葉の意味はどれ ?   」,数をごまかす,激しく怒る,あきさらめる,一目置かれる,数をごまかす
よく小学校などに設置されている、温度計や湿度計が入った白い箱のことを何という ?,千葉箱,万葉箱,百葉箱,十葉征,百葉箱
次のうち、楽器はどれ?,トライアングル,トライアスロン,ドライブイン,ドライフルーツ,トライアングル
スポーツ選手につけられた愛称「ハンカチ〇〇」「はにかみ〇〇」「ひねり〇〇」の〇〇は何 ?,土子,土様,女王,姫欄,土子
大敬の健、コンドルのジョー、和白島のジュンといったキャラクターが登場するアニメは何 2,新造人間キャシャーン,宇宙の騎士テッカマン,タイムボカン,科学忍者際ガッチャマン,科学忍者際ガッチャマン
弁川龍之介の小説『癌昧の糸」で、地獄に星昧の償を垂らしたのは誰 ?,お天道様,お吾迎様,お局様,お殿様,お吾迎様
次のうち、野球のバッティング技術にあるものはどれ?,サイド返し,トップ返し,バック返し,センター返し,センター返し
トランプの大富豪で、「革命」が起きとにコとみ2ル 4 有り,最後に2で上がる,最初にダイヤの3を出す,手札が1枚になる,同じカードを4枚出す,同じカードを4枚出す
リンゴ、ブドウ、メロンといえは、次のうち、一般に、どの部分を食用とする植物 ?,果実,茎,根,葉,果実
次のうち、堺雅人主演のドラマではないのはどれ2?,Dr信太郎,年沢直樹,JIN-仁-,リーガルハイ,JIN-仁-
おなじみのゲームキャラクター・マリオの帆子にデザインされているアルファベットは何 ?,P,W,L,M,M
次のうち、一般的なボウリングのピンに使われている色はどれ?,黒と紫,日と赤,金と銀,緑と檜,日と赤
小説に登場する有名なキャラクターで、明智小五郎、金田一耕助といえば、その職業は何 ?,音楽家,探偵,侍,,探偵
かつてフジテレビで放送された、無駄知識を紹介する番組は何 ?,トリビアの川,トリビアの海,トリビアの治,トリビアの泉,トリビアの泉
お笑いコンビ・レイザーラモンを構成するのは、HGと誰?,RG,AU,AG,CU,RG
在野早矢香、石川佳純、訪原愛といえば、どんなスポーツ?,バレーボール,テニス,バドミントン,卓球,卓球
アニメ『ポケットモンスター』に登地する次のキャラクターのうち、ロケット団のメンバーでないのはとどれ?,ムサン,コジロウ,ニャース,ピカチュウ,ピカチュウ
次のうち、物質の三体に含まれないのはどれ2?,気体,固体,液体,プラズマ,プラズマ
次のうち、日本では国家資格を持っていなくてもなれる職業はどれ ?,小説家,医師,楽剤師,弁護士,小説家
2種類の生地を混ぜて焼き、大理石のような模様になるように作ったケーキを何という ?,ケーブルケーキ,テーブルケーキ,ルーブルケーキ,マーブルケーキ,マーブルケーキ
酵母の違いから「エール」と「ラガー」の2種類に大別される飲み物は ?,ビール,ウォッカ,テキーラ,ワイン,ビール
次のうち、医療の世界を題材にした漫画はどれ ?      「,ラーメン発見伝,医龍,バウ,味いちもんめ,医龍
次のうち、野球で、フライが上がったときに、「自分が捕る」という意思を仲間に伝える掛け声はどれ ?,かっとばせ一,オーライ,プアァアー,サー,オーライ
次のうち、関西地方を放送エリアとするテレビ局にあるのはどれ2?,JKL,GHI,ABC,DEF,ABC
自動車の大量生産に成功し、「自動車土」と呼ばれたアメリカの実業家は誰 ?,フォーム,フォール,フォード,フォーク,フォード
男性が正装の際にかぶる帽子はどれ 2?,シルクハット,キャラコハット,ポリエステルハット,コットンハット,シルクハット
本名を久保田雅人という、1990年から2013年までNHKの!つくってあそほ』で工作をしていたのは誰 ?,ハラハラさん,ウキウキさん,ドキドキさん,ワクワクさん,ワクワクさん
コーヒー類に多く含まれることから名がついた、栄養ドリンクなどにも滞まれるアルカロイドは何 ?,カゼイン,パレイン,カフェイン,ガウェイン,カフェイン
涯字が生まれた国はどこ ?,日本,ベトナム,中国,韓国,中国
ミツバチやシロアリのことを、その習性から「何性昆昌」という?,福会,国語,理科,算数,福会
バレーボールの反則の「ドリブル」の別名はどれ?2,ダブルコンセプト,ダブルコンタクト,ダブルコンテスト,ダブルコンセント,ダブルコンタクト
次のスポーツのうち、味方同士でもボールの受け渡しを行うものはどれ?,バドミントン,バスケットボール,スカッシュ,テニス,バスケットボール
宝塚歌劇団のミュージカルINIej10NPNCP吉45にラ二滑りたら主人公の名字は何 ?,徳川,明智,繊田,豊臣,繊田
次のうち、卵を産まない生物はどれ 2?,サワガニ,アマガエル,カンガルー,スズメ,カンガルー
工場に招待された5人の子供たちを描く、ジョニー・デップ主演の映画は『チャーリーと何工場』 ?,チヨョコレート,ビスケット,キャンディ 一,アイスクリーム,チヨョコレート
日本テレビの番組『はじめてのおつかい』 の挿入歌『しょげないでよ〇)〇つ〇』。 の〇〇〇は何 3,Mary,Baby,EaSy,Lady,Baby
煮物やスープなど様々な料理に使われる、未熟なエンドウマメのことを何という3?,ブルーピース,ホワイトピース,グリーンピース,ブラックピース,グリーンピース
中国地方、九州、四国、近畿地方に囲まれた海といえば何 ?,四国内海,瀬戸内海,南内海,中国内海,瀬戸内海
次のうち、ヒロインが戦国時代にタイムスリップする湿画はどれ ?,めぞん一亡,犬夜叉,1ポンドの編音,うる星やつら,犬夜叉
『CLANNAD』」などのような、プレーヤーが感動して涙を流してしまうようなゲームを俗に何という ?,泣さゲー,笑いゲー,喜びゲー,學りゲー,泣さゲー
次のうち、世界中で飲まれている炭酸入りのジュースはどれ?,コーラフ,ポーラ,オーラ,セーラ,コーラフ
世界初のクローン羊の名前はどれ ?,ダリー,グリー,ガリー,ドリー,ドリー
次のうち、羊の肉を意味する言葉はどれ?              「,マトン,バトン,ケトン,ミトン,マトン
アルファベット順で、Pの次はQ、Qの次はRですが、Rの次は何 ?,S,T,U,V,S
野球で、速い球と遅い球を取り混ぜた投手の投球のことを、俗に「何をつける」という?,至乱,準急,,,
お寿司屋さんで「ガリ」と呼ばれる3Y》】ち円半/     ーー,のり,しょうが,ご販,わさび,しょうが
地中海に浮かぶ2つの島国は、キプロスとどこ?     「,マルコ,マルス,マルタ,マルキ,マルタ
次のうち、いわゆる「探点競技」はとれ?,ラグビー,相撲,ソフトボール,フィギュアスケート,フィギュアスケート
次のうち、一般的に使われているパソコンのキーボードド配列はどれ ?,ASDFGH配列,QWERTY配列,ZXCVBN配列,POIUYT配列,QWERTY配列
次のうち、高橋ヒロンシの漫画のタイトルにあるのはどれ2?2,アカーズ,アオーズ,シローズ,クローズ,クローズ
次のうち、長谷川町子の漫画作品のタイトルにあるのはどれ?,いじわるねえさん,いじわるばあさん,いじわるにいさん,いじわるじいさん,いじわるばあさん
紳様の、大黒天、昆沙門天、恵比須、寿老人、主禄寿、弁財天、布袋を指す総称は何 ?,五礼紳,一札得,三編得,七斑旨,七斑旨
三浦春馬が主人公の天才ハッカーを演じた、TBSで放送されたドラマは回角,ブラッディ・ホリデイ,ブラッディ・マンデイ,ブラッディ・トウデイ,ブラッディ・エブリデイ,ブラッディ・マンデイ
次のうち、江戸時代の元号はどれ ?,在成,昭和,大正,天保,天保
ゴルフで、クラブを運んだり、プレーヤーに助言を与えたりする人を何という2,アシスタント,アドバイザー,キャディー,サポーター,キャディー
日常的には「奥歯」と呼ばれる歯のことを、学術的には何という ?,"旧歯
洲",日歯,白歯,日歯,日歯
洋服の柄で「ボーダー」といえはばは、どんな柄のこと2?,水玉,横じま,千鳥格子,市松,横じま
よしだみほの漫画『馬なり1ハロン劇場』は何の世界を描いた漫画 ?,癌輪,オートレース,,ボートレース,
Jリーグのサッカークラブ、レイソルがホームタウンとする了千葉県の市はとどこ?,柏市,松戸市,市川市,船橋市,柏市
サッカーで目殺点を表す0Gを略さず言うと何 ?,オウンゴール,オフゴール,オーバーゴール,オーマイゴール,オウンゴール
ギョウザや肉まんの具のことを何と言う ?,なん,たん,かん,あん,あん
警説庁のマスコットキャラクターの名前は何 2,チーバくん,ピーポくん,ミートくん,どーもくん,ピーポくん
嫌倉幕府の初代将軍・源頼朝の妻、〇条政子。〇は何 ?   「,東,南,北,本,北
アニメ『ルパン三世』の主人公、ルパン三世は怪盗アルセーヌ・ルパンの何にあたる ?,班父,係,親,選子,係
「マンガで読むサウナ道』という副四がつけられた、タナカカツキの漫画に回角,インベスターZ,"ゃw
Zい\ つ",サザ人道,セトワウツミ,サザ人道
チークダンスの「チーク」。体のどこの部分 ?      」,くるぶし,うなじ,お尻,ほお,ほお
代表曲に『春夏秋冬』などがある、フォークソング歌手は誰 ?,泉谷しげる,海合しげる,池谷しげる,川谷しげる,泉谷しげる
次のJリーグのクラブのうち、愛称の頭文字が「G」で始まるのはどれ?,ガンバ,ベガルタ,ヴェルディ,ジュビロ,ガンバ
ゲーム『スーパーマリオ3Dワールド』で、プレーヤーが操作できないキャラは次のうちどれ?,マリオ,クッパ,ルイージ,キノピオ,クッパ
次のうち、チェスの駒の種類にあるのはどれ2?,モーニング,イブニング,アフタヌーン,ナイト,ナイト
次のうち、十二支に登場する動物はとれ?,アルパカ,ラクダ,うし,ロバ,うし
ウスバカゲロウの幼虫のことを何といつ ?,ノミジゴク,クモジゴク,セミジゴク,アリジゴク,アリジゴク
次のうち、日本列島に接している海洋はどれ?  ーー,インド洋,南極海,大西洋,太下洋,太下洋
ビリヤードで、1番から9番までのボールを、番号順に落としていくゲームを何という?,ロストボール,ハンドボール,ハウスボール,ナインボール,ナインボール
ウムちとうツンンと:だゴム pょ28バレーボール選手だったのは誰 ?,増田明美,八木沼純子,山本美胡,大林素子,大林素子
かつて、その上貝殻が楽器として使われた、フジツガイ科の巻き貝は何 ?,ツボガイ,バカガイ,ホラガイ,イモガイ,ホラガイ
ゼラチンの主成分でもある、人間の体に多く存在するタンパク質は何 ?,コーラゲン,エコーゲン,コラーゲン,ラコーゲン,コラーゲン
「サンバ」といえば、どこの国発絆のダンス音楽 ?,ロンア,ブラジル,中国,スペイン,ブラジル
犬がよく舌を出しているのは、次ののまっ:2あ:まべきすれいら記?,現実逃避,体温調節,錠探し,威呈,体温調節
のたHEIのとコシァシルン:だコウ p』っで二「バカ田大学」という大学を卒業しが本の】た中: 寺4,古代進,お茶の水博士,ドラえもん,バカボンのパパ,バカボンのパパ
受賞者にはオスカー像が与えられる、映画界の賞は何?,クロデミー賞,アオデミー賞,アカデミー賞,キイロデミー綱,アカデミー賞
競技者が、「シングレット」というユニフォームを身に着けるスポーツは何 ?,レスリング,サバット,柔道,サンボ,レスリング
「水の都」と呼ばれるイタリアの都市はどこ2?,タニス,テニス,スニス,ベニス,ベニス
エジプト紳話のラー、ギリシャ和引話のヘリオス、日本紳話のアマテラスといえば何の旨様 ?,太陽,商売,冥界,戦争,太陽
三畳紀、ジュラ紀、白亜紀からなる、古生代と新生代との間の地質年代の区分は何?,高生代,中生代,大生代,小生代,中生代
3つの辺の長さがすべて等しい三角形のことを何という ?,正三角形,直角三角形,不等辺三角形,ー等辺三角形,正三角形
星野茂樹と石井さだよしの漫画 『解体屋ゲン』。 「解体屋」は何と読む?,まとめや,つくりや,こわしや,なおしや,こわしや
2つのものの優劣や損得を比較することの例え「〇〇OO〇にかける」。〇うに入る道具は何 ?,てんびん,まごのて,そろばん,ぶんどき,てんびん
クイズ番組『世界ふしぎ発見!j で司会を務め、「ヒトシ君人形」のモテルになっているタレントは誰 ?,小沢仁志,植木等,晶野仁,松本人志,晶野仁
PSPのゲーム『幕末Rock」 の舞台となっている国はどこ?2,中国,日本,タイ,韓国,日本
ひる2人8放しブン3cまるのたJE間に伸はけせば』の題材はどれ ?,ビリヤード,釣り,綱引き,登山,釣り
次のうち、予告もなくいきなり物事を行う様子を意味する言葉はどれ ?,狙い打ち,固め打ち,流し打ち,抜き打ち,抜き打ち
動物の口の中にある、味を感じたり食事を助けたりする問官は何 ?,うえ,ひだり,した,みぎ,した
「君の瞳に乾杯」という有名なセリフが登場する、1942年の映画は何 ?,ラバト,マラケシュ,カサブランカ,フェズ,カサブランカ
「ピビピンキーリング」といえば、何指にはめる指輪?,楽指,親指,小指,中指,小指
ネットスラングで、「w」 ]文字で表される感情表現は何 2  「,釣り,喜び,悲しみ,笑い,笑い
次のうち、カジノを舞台にしたゲームはどれ2?2,ベガスコネクション,ダンジョン&マジック,フリップル,スウィートホーム,ベガスコネクション
マツコ・デラックスと村上信五がMCを務める、日本テレビのバラエティ番組は何?,火曜から夜ふかし,木曜から夜ふかし,月曜から夜ふかし,水曜から夜ふかし,月曜から夜ふかし
サッカーで「ゴール前に壁を作る」のは、次のうちどの状況のとき ?,フリーキックの前,ハーフタイム中,キックオフ直後,試合終了後,フリーキックの前
高校野球の名門校で東邦、中京大中京といえば何県の学校 ?,愛知県,広島県,山梨県,品城県,愛知県
隆慶一郎、原哲夫の漫画『花の慶MI時電にあ/Mの (のと2にも 円有人,高田,前田,藤田,岡田,前田
CDやDVDはふつうどんな形 ?2,ドーナツ形,ひも形,星形,長方形,ドーナツ形
完全変能をする昆虫にあって、不完年変態をする昆虫にはない成長段階は何 ?,さなぎ,幼虫,卵,成中,さなぎ
次のうち、「手伝う、援助」という意味があるサッカー用語はどれ ?,フィード,クロス,オフサイド,アシスト,アシスト
ヤンキースに代表される、細かい続縛が入ったユニフォームの柄を何といつ ?,タータンチェック,ペイズリー,ウィンドペン,ピンストライプ,ピンストライプ
クリプトン和三の「初音ミク」 「鏡音リン・レン」といえば、どんなことができるソフトウェア2?,下りを琶らせる,歌を歌わせる,繧を描かせる,ウィルスを駆除する,歌を歌わせる
有名な歌舞伝俳優の名跡で「海老大」 「染五郎」「猿之助」といえば、共通する苗字は何 ?,尾上,市川,片岡,中村,市川
大政奉還を行った江戸幕府の第15代将軍、徳川麟つ。〇は何 ?,哀,怒,楽,"トー 一』
一胃
ヒコ","トー 一』
一胃
ヒコ"
DAIGOの曲『KSK』のタイトルの、最初の「K」の意味は次のうちどれ2?,"早命
問",結婚,希望,,結婚
自転車を溢ぐときに足を乗せる部分生和回記2,ハンドル,スポーク,ペダル,サドル,ペダル
和名を「オオヒゲマワリ」という徴ョた円7      -,マツダックス,アウディックス,トヨタックス,ボルボックス,ボルボックス
かつて東野幸治と共に「Wコウジ」と呼ばれていたお笑い芸人は誰 ?,今田耕司,加有藤浩次,氷井浩二,太田幸司,今田耕司
次の祝日のうち、7月にあるものはどれ?,スポーツの日,海の日,建国記念日,勤労感謝の日,海の日
次のうち、日本海側にある牛島はどれ 2?,紀伊御島,能登年島,房総生島,大隈生島,能登年島
タレントとしても活躍するモテデルのパートナーコンビ「peco&〇〇〇」。〇〇〇は何 ?,myuchel,Syuchell,michell,ryuchell,ryuchell
ウィンドサーフィン」といえは、次のうち、何を取り付けたサーフボードを使うスポーツ 2,パドル,エンジン,帆,オール,帆
一般的な海水の中に、水に次いで多く含まれている物質は何 ?,硫酸カルシウム,塩化ナトリウム,硫酸マグネンシウム,塩化マグネンシウム,塩化ナトリウム
ゴールデン、ジャンガリアンなどの種類がいるネズミの仲間である動物は何 ?,メートリア,モルモット,カピバラ,ハムスター,ハムスター
団地に住む一家を描いた、米田和佐の漫画は何?,未確認で進行形,妹はいいものだ,そわそわDrawing,だんちがい,だんちがい
橋口たかしの漫画『焼きたて!!ジャばん』 はどんな食べ物をテーマにした漫画 ?,パン,ラーメン,焼き肉,寿司,パン
次のうち、音楽番組はどれ ?,テレビ体操,MUSIC FAIR,ネプリーグ,ぶらり途中下車の旅,MUSIC FAIR
プロ野球で、将来有請な選手を育てるための枠のことを何という ?,保育枠,育成枠,育身枠,発育枠,育成枠
次のうち、ファミリーコンピュータのコントローラーにはないボタンはとれ?,Aボタン,STARTボタン,Bボタン,Cボタン,Cボタン
「君の歌は僕の歌』などの曲で知られるイギリスのミュージシャンは上:壮4,エルトン・ダン,エルトン・ジョン,エルトン・ケイ,エルトン・ボー,エルトン・ジョン
1年に2度、東京ビックサイトで開催される、世界最大規模の同人誌即売会は何?,コミックマーケット,コミックバザール,コミックストア,コミックカーニバル,コミックマーケット
害の中、キツネの子どもがあるものを買いに人間の町へと出かける様子を所いた、新美南吉の曹話は何 ?,マフラーを買いに,"手袋を買
具いに",耳あてを買いに,靴下を買いに,"手袋を買
具いに"
とだ勝之の漫画『DANDANだんく『! 』の題材となっているスポーツは何?2_,バスケットボール,サッカー,野球,バレーボール,バスケットボール
大相撲で、先輩の力士のことを何といつ ?,先弟子,特弟子,上尼子,冗邊子,冗邊子
具材にハマグリを使ったチャウダーを「〇〇〇チャウダー」という。〇(つうは何 ?,フラム,コラム,クラム,ドラム,クラム
正式には「左室縮小形成術」という、拡張型心筋症に対する手術は回角,ケルベロス手術,バチスタ手術,アリアドネ手術,ナイチンゲール手術,バチスタ手術
2015年公開の映画『ドラえもん のび太の宇宙英雄記』の「宇宙英雄記」は何と読む ?,ラビリンス,リトルスターウォーズ,シティークロニクル,スペースヒーローズ,スペースヒーローズ
藤巻亮太がボーカルを務める、『粉害』 『!3月9日』 などのヒット曲があるロックバンドは何 ?,レミオロメン,ンド,KANA-BOON,ザ・ブルーハーツ,レミオロメン
ウガンダ、タンザニア、ケニアにまたがって位置している、アフリカ大陸最大の湖は何?,ビクトリア湖,アン滑,エリザベス湖,メアリー潜,ビクトリア湖
伝説島・フェニックスのことを、ある特徴から日本語で何という ?,不老島,不死島,不食鳥,不飛島,不死島
空中を飛ぶ皿状の的を打つ、射撃競4のたる円有7,クレー射撃,カレー身撃,ケレー射撃,コレー射撃,クレー射撃
モンゴルが陸地で接している2つの国は、中国とどこ ?,フィリピン,タイ,ロンア,サウジアラビア,ロンア
「cal」で表される 「カロリー」といえば、次のうち何の単位?,,距離,速度,体積,
天気にも大きな影響を与える、日本上空に吹く風は何2,偏北風,偏南風,偏東風,偏西風,偏西風
次のうち、和時球選手だったのは誰 ?,入江陵介,水谷隼,内村航不,太田雄貴,水谷隼
ウソをついても良い日とされる4月1日を「O〇〇フール」という。〇〇つつは何 ?,エイプリル,ジューン,フェブラリー,ジュライ,エイプリル
次のうち、「禁止された物事」を指す言葉はどれ ?      」,ヤプー,タダターフ,タブー,バクー,タブー
次のうち、「質量=体積」の計算で求めるものはどれ2,硬度,光度,密度,角度,密度
