Q,Category,K1,K2,K3,K4,A
ある衣服の名前が付けらた、主に旅行用に使われるカバンといえは何 ?,雑学,スーツケース,シャツジケース,コートケース,ガウンケース,スーツケース
「銀座の母」や「新宿の母」といえば、次のうち何で有名な女性 ?,雑学,占い,大道芸,弾き語り,バナナの叩き売り,占い
次のうち、ハワイの女性が着る民族衣装のワンピースはどれ?,雑学,モーモー,ムームー,,メーメー,ムームー
海苔巻の「カッパ巻き」の芯になる野茶は何 ?     -,雑学,ナス,ピーマン,タマネギ,キュウリ,キュウリ
商品の販売方法で、人気商品と不人気商品とを組み合わせて売る方法を何という3?,雑学,"把き合わ
台わせ販売",打ち合わせ販売,食い合わせ販売,"引さ
|き合わせ販売","把き合わ
台わせ販売"
上自分からみて、兄弟や姉妹は何親等にあたる ?,雑学,4親等,3親等,5親等,2親等,2親等
次のうち、実際にある大根はどれ ?,雑学,阿蘇だいこん,富士山だいこん,桜島だいこん,筑波山だいこん,桜島だいこん
南極などの究い地方に生息する、飛べない島はどれ ?,雑学,ペンギン,カンギン,チンギン,インギン,ペンギン
「なぜ山に登るのか」の問いに対してジョージ・マロリーが答えた有名な言葉は何 ?,雑学,山が僕を呼んでいるから,そこに山があるから,家電を捨てたいから,高所恐怖症だから,そこに山があるから
次のうち、LCC (格安航空会杜) はどれ?              「,雑学,全日空,アシアナ航空,ピーチ・アビエーション,日本航空,ピーチ・アビエーション
牛肉で、牛の背中側の、腰からももにかけての部位を何という ?,雑学,ロウソク,チョウチン,ランプ,アンドン,ランプ
お弁当のおかずで、タコやカニの形に飾るものは何 ?,雑学,ウインナー,ウインター,ウインドー,ウインカー,ウインナー
パソコンなどで使われる「コピペ」の「ペぺ」は何の略 ?,雑学,ペンキ,ペンダント,ペースト,ペッパー,ペンキ
「インターネットで日記などが書ける、間単なホームページのようなもの」は次のうちどれ?,雑学,リーダー,ブログ,SNS,ワウワィキ,ブログ
モカ・キリマンジャロと言えば何の得類?,雑学,獲,コーヒー史,犬,ジャガイモ,コーヒー史
西川産業、丸八真旨、エアウィーヴといえば、主にどんな商品を扱うメーカー ?,雑学,通信機器,翌具,食器,掃際用具,翌具
宅配便サービスの「宅急便」 を商標登録している運送会計はどこ?,雑学,西濃運囚,日本郵便,佐川得便,ヤマト運幸,ヤマト運幸
勾濁の中でも、大浴場の他、サウナや休憩所など付加的な施設を備えた大規模な銭湯を特に何という ?,雑学,モール銭湯,コンビニ銭湯,スーパー銭湯,デパート銭湯,スーパー銭湯
有料で動く洗浴機や乾燥機が備えられた施設「〇OO〇〇ランドリー」。〇(つうは何 ?,雑学,サイン,コイン,ワイン,ライン,コイン
「どや顔」といえば、次のうちどんな表情のこと ?,雑学,困っている顔,悲しい顔,"得意気
(気な背",怒っている顔,"得意気
(気な背"
次のうち、リクルートが発行している結婚情報雑誌はどれ2?,雑学,ゼクディ,ゼクビイィ,ゼクシィ,ゼクエイィ,ゼクシィ
洗い物によく使われる、卵型に曲げられたたわしを何という 2?,雑学,風の子たわし,窟の子たわし,亀の子たわし,海の子たわし,風の子たわし
50メートル走などで、時間をはかる時に用いるのは「〇〇〇ウォッナチ」。〇〇〇は ?,雑学,スリップ,ステップ,ストップ,スコップ,ストップ
お寿司のネタでおなじみの、マグロの脂が乗った部分を何という2?,雑学,マロ,コロ,タロ,トロ,トロ
次のうち、食品ではないのはどれ ?,雑学,タパス,タマゴ,タラコ,タバコ,タバコ
通常より小型のバスを指す言葉「^)〇つつ〇バス」。〇O〇〇は何 ?,雑学,マイクロ,マイルド,マイナス,マインド,マイクロ
ステーキなどに使われる、和牛肉の部位にあるのはどれ?    「,雑学,サーロイン,ゴールイン,ホームイン,コームイン,サーロイン
お寿司の「鉄火巻き」の内材として使われる魚は何2  「,雑学,サケ,マグロ,サバ,タイ,マグロ
スケトウダラの卵巣を加工・唐辛子で味付けした編岡名物は何 ?  「,雑学,辛子明太子,いさきなり団子,塩辛,柚子胡概,辛子明太子
"お正月に届く、年始のあいさつの手紙を、普通
AH3 、  何と いつ ?",雑学,ダイレクトメール,暑中見舞い,年賀状,お慌い電報,年賀状
黒や濃紺など、落ち着いた暗い色を「〇〇〇カラー」という。〇〇〇は回角,雑学,リーク,ダーク,ボーク,チーク,ダーク
次のうち、スペインで生まれた疫りはどれ2?,雑学,ブラインド,フラミンゴ,フフラメンコ,プラカード,フフラメンコ
次のうち、チョウチョの幼虫はどれ 2?,雑学,シロムシ,アオムンシン,アカムン,クロムン,シロムシ
次のうち、フランス料理によく用いられる貝の種類にあるのはどれ?,雑学,トール上貝,アール貝,ムール上貝,エール上貝,ムール上貝
「コケコッコー」と鳴く島はどれ ?,雑学,ハト,ウグイス,ニワトリ,カラス,ハト
次のうち、団体旅行などで案内をする添乗員を指す言葉はどれ2,雑学,ゼネコン,パソコン,"エア
コン","ツア
アコン","ツア
アコン"
「パンスト」の「スト」は何の略 ?,雑学,ストライキ,ストレッチ,ストッキング,ストレート,ストッキング
「東京六大学」と呼ばれる大学のう2生生)】EHRY消エゴと25導り,雑学,明治大学,立教大学,東京大学,早稲田大学,東京大学
ジュースの「ジンジャーエール」に使われる「ジンジャー」はどんな香辛料 ?,雑学,トウガラシ,シナモン,ナツメグ,ショウガ,ショウガ
すごろくのスタートを「ふりだし」というのに対し、ゴールを何という?,雑学,あがり,さこり,ひかり,おわり,あがり
一般的な「Vサイン」で、立てている2本の指は、中指と何指 ?,雑学,親指,小指,薬指,人差し指,親指
髪の毛の「天パ」を略さずにいうと「天然つO〇」。〇〇〇は何 ?,雑学,パール,パーク,パーマ,パート,パーマ
タジン、中華、雪座などの種類がある調理間具は何 2,雑学,フライ返し,トング,オーブントースター,鋼,鋼
結婚式を挙げる男性のことを何という2,雑学,しんぼう,しんろう,しんそう,しんこう,しんぼう
「デザート」を意味する言葉「ドルチェ」は、イタリア語でどんな意味 ?,雑学,満足する,終わり,甘い,やっかいな,満足する
ワカメやコンブなどを総称して何と言う ?        「,雑学,かいこう,かいろう,かいどう,かいそう,かいそう
ホテルなどの宿泊手続きを指す言葉「〇O〇OOイン」。O〇O〇〇は何 ?,雑学,ビット,シーズン,チェック,ゲート,チェック
"携帯電話のバ
バッテリーの充電
悪をおこなうことを何と言う2",雑学,チャージ,チャーム,ナャート,チェンジ,チャージ
「コケッコッコー」と言えば、どんな鳥の鳴き声のこと 2?,雑学,フクロウ,カラス,ニワトリ,ウグイス,ニワトリ
クライスラー、GMとともに「ビッグ3」と呼ばれたアメリカの自動車会吐は何?,雑学,ハートキー,メンナチ,バトル,フォード,フォード
ソーキそば、ゴーヤーチャンプルと言えば、何県の名物料理 ?,雑学,鳥取県,沖縄県,"圭
表森県",,沖縄県
歩道や駅のプラットホームなどに設直される、息覚障害者誘導用のブロックを何という?,雑学,E字ブロック,活字ブロック,十字ブロック,点字ブロック,点字ブロック
火を通さずに作ったチーズケーキをあの1のとこレンェミニヒコゴ 計りと7の(つうは何 ?,雑学,ミディアム,ブルー,レア,ウェルダン,レア
次のうち、「ねじ回し」を意味する言葉はどれ ?    -,雑学,パイロット,ナビゲーター,キャプテン,ドライバー,ドライバー
次のうち、ナッツの種類にあるのはとれ?,雑学,マシューナッツ,カシューナッツ,アシューナッツ,ナシューナッソツ,カシューナッツ
目動車の連転手のことを英語で何という ?,雑学,アイアン,パター,スプーン,ドライバー,ドライバー
焼肉屋でよく食べる、韓国のぞうすいのことを何と言う ?,雑学,カッパ,クッパ,ラッパ,ナッパ,クッパ
扇風機で、回転することによって風を送り出す部分のことを何という 2?,雑学,中,約,手,国,約
次のうち、火をつける道具はどれ ?,雑学,タッチ,グッチ,マッナチ,リッチ,マッナチ
大アルカナ、小アルカナなどがあるカードといえば「〇〇〇〇カード」。 の〇〇の〇〇は何 ?,雑学,ケロット,スロット,タロット,トロット,タロット
クリスマスによい子のもとに現れるという、赤い服を着た伝説上の人物は誰 ?,雑学,ロクタクロース,サンタクロース,ゴタクロース,ヨンタクロース,サンタクロース
夜に行われるスポーツの試合のことを何という ?,雑学,ナイター,ライター,ロイター,ハイター,ナイター
次のうち、和上巣子にあるのはどれ ?,雑学,かりんとう,ちゅうさんとう,がらんどう,さたかんとう,かりんとう
次のうち、歩く時に使う「杖」を意味する言葉はどれ ?    」,雑学,ステッキ,ステップ,スタップ,ストップ,ステッキ
細長く切ったサツマイモを油で揚げて、砂糖をまぶしたお菓子を何という?,雑学,華にんぴ,竹さんび,芋けんび,守あんび,芋けんび
朝日新聞往と毎日新聞往が共催する将棋のタイトル戦は何 ?,雑学,玄人戦,達人戦,名人戦,鉄人戦,名人戦
ドッグフード」といえば、どんな動物用の食料のこと ?,雑学,ウマ,ウン,イヌ,ハト,イヌ
オセロのボードにマス目は全部でいくつある2?,雑学,32,24,64,16,64
生け花で、花をいけるのに使う針山を何という?,雑学,けんざん,しんざん,あんざん,えんざん,けんざん
22有のyoh引とる:あににネ人しその】5」した料理「O〇OO〇ごぼう」。 〇OO〇〇に入る言葉は何 ?,雑学,さんとれ,さんばぱく,さんときさ,さんびら,さんびら
キャロットジュースやキャロットスープの主な材料になる野朱は何 ?,雑学,ニンジン,カボチャ,ナスピ,ダイコン,ニンジン
次のうち、妃澤識吉の有朋像が描かれているお札はどれ?,雑学,二千円札,一万円札,千円札,五千円札,二千円札
次のうち、学歴が高く知識がある人を指すのはどれ ?,雑学,インカレ,イントロ,インタイ,インテリ,インテリ
次のうち、モーターの回転によってゴミを吸引する電化製品はどれ ?,雑学,冷世庫,電子レンジ,掃除機,テレビ,掃除機
次のうち、首の長い動物はどれ ?,雑学,キリン,ミニリン,マリン,カリン,キリン
ボウタイと称されるネクタイのことを、着ける時に使う結び方の名前から何と言う?,雑学,媒ネクタイ,暴ネクタイ,蜂ネクタイ,時ネクタイ,時ネクタイ
次のうち、実際にある漬物はどれ?,雑学,べっとり漬け,べっちり漬け,べったら漬け,べっぴん漬け,べったら漬け
中指と人差し指を立てて行うサインを「〇OO〇OO〇サイン」。〇〇〇は ?,雑学,エコー,ハイライト,ホープ,ビピース,ビピース
自動車で、スピードを上げるためのペダルを何という?,雑学,"一
こ フー",ハンドル,ブレーキ,アクセル,"一
こ フー"
次のうち、和菓子に分類されるものはどれ ?   ーー,雑学,テイフミス,シュークリーム,ババロア,ヨウカン,ヨウカン
次のうち、自動車の「若葉マーク」に使われている色の組み合わせとして正しいものはどれ?,雑学,曰と黒,黄色と緑,紫とピンク,赤と青,黄色と緑
"「羊華党洋品店」を起源とする、セブン& アイ・ホールディングス傘下の総合
Ivy ヒコ スー  \
パーは何 ?",雑学,イデーショータロー,イトーヨーカドー,サトーココノカドー,カドートーカロー,イトーヨーカドー
色の表現法のひとつ「CMYK」の「Y」が意味する色は何 ?,雑学,グリーン,イエロー,レッド,ブルー,イエロー
次のうち、有眠い様子を表す言葉はどれ 2?,雑学,うはうは,うとうと,うかうか,うさうき,うとうと
次のうち、とてもよく似ていることを意味する言葉はどれ?,雑学,さっくり,びっくり,とっくり,そっくり,そっくり
次のうち、上果物の種類にあるのはどれ 2?,雑学,さりん,こりん,みりん,かりん,かりん
工事などで、地面に穴を掘ることを何という?,雑学,ヒーリング,シーリング,ボーリング,カーリング,ボーリング
吉野家、すき家と言えば、どんな食べ物のチェーン店 ?,雑学,カレーライス,牛丼,ピザ,フーメン,牛丼
ヒンドゥー教徒が世界で最も多い国はどこ2?,雑学,ブラジル,アメリカ,中国,インド,インド
次のうち、和花王が販売する柔軟剤はとれ?,雑学,アルテマフレグランス,ホーリーフレグランス,メテオフレグランス,フレアフレグランス,フレアフレグランス
のjpまっコアルナたこりにコピアシ ァンチェーンにあるのはどれ 2?,雑学,アブサン,タクサン,レイサン,ジョナサン,ジョナサン
「命日」と言えば、ある人にとってとのような日のこと ?,雑学,亡くなった日,子供が生まれた日,生まれた日,結婚した日,亡くなった日
島のヒナが成長して親元を離れることを何と言う ?,雑学,ユズ,ダイダイ,カボス,スダチ,スダチ
感情を顔に表さないことを、あるトランプゲームから「〇〇〇フェイス」。〇の〇〇は ?,雑学,ブリッジ,ババヌキ,ポーカー,ページワン,ポーカー
ロンドンの観光名所として知られる時計台の鐘「ビッグ〇〇」。〇〇は回角,雑学,ゴン,ベン,ドン,ザン,ベン
ひな人形で、おひな様の横に置く男性の人形を何という ?,雑学,おすいじ様,おさいじ様,おだいじ様,おだいり様,おだいり様
ファッションブランドで、エルメス、シャネルといえば、どこの国のブランド ?,雑学,オーストラリア,ドイツ,アメリカ,フフンス,フフンス
次のうち、あずきとおもちを使った和巣子はどれ?,雑学,まんざい,りんざい,かんざい,ぜんざい,ぜんざい
タバコをたくさん吸う人を「〇GOスモーカー」という。〇〇〇は何 ?,雑学,ヘビー,ドビー,カビー,ラビー,ヘビー
カクテルを作るときに、材料を混ぜ合わせて振ることを何という ?2,雑学,ショーク,シェイク,ジャンク,シャンク,シェイク
4月下旬から5月上旬にある、入日が続く期間を「〇〇〇ウィーク」という。〇〇〇は何 ?,雑学,ゴールデン,ルビー,サファイヤ,ダイヤモンド,ゴールデン
"「ブリティッシュ・スタイル」といえば、どこの国をイメージしたファッシ
ョンのこと2",雑学,イギリス,スペイン,フラフランス,カナダ,イギリス
アメリカの通貨単位は何?,雑学,グル,ガル,ドル,ザル,ドル
お菓子で「リーフパイ」といえは、どんな形をしたパイ?,雑学,お皿,葉っぱ,ダイヤ,本,お皿
大、中などの種類がある、マグロの腹肉の最も脂がのった部分を何という?,雑学,クロ,トロ,イロ,マロ,トロ
漫画『ドラえもん』でお牟染みの過去や未来に行ける道具は何 ?,雑学,タイムリミット,タイムアップ,タイムカプセル,タイムマシン,タイムマシン
小説や新聞で、漢字の横に書かれている読みがなを何と言う2,雑学,オパール,ルビ,サファイア,エメラルド,ルビ
俗に・「ブタ箱」 と呼ばれるものは円時,雑学,巡察の留置坦,満員の電車,くさいトイレ,狭い部屋,巡察の留置坦
「アルコール中毒」とは、何をやめることができない人のこと2?,雑学,タバコ,借金,ギャンブル,酒,酒
顔を描く「へのへのもへじ」で、眉を表す文字は何 ?    」,雑学,の,も,じ,へへ,へへ
版画家・棟方志功の名言「わだば〇)〇つつ〇になる」。O〇O〇〇は何 ?,雑学,ゴッツ,ゴッホ,ゴッチ,ゴッド,ゴッホ
ドレスなどの装飾に使われる、金糸や銀系などを織り込んだ織物を何という ?,雑学,ラメ,カメ,サメ,アメ,ラメ
十円玉に描かれている建物の名前は円時2,雑学,外等院鳳嵐党,年等院不死島堂,在等院火の鳥党,邊等院朱雀党,外等院鳳嵐党
沖縄で食べられる「ソーキ」や「ミミガー」といえば、どんな動物の部位 ?,雑学,豚,,牛,魚,豚
ラタトゥイユに欠かせない野茶で、「へポカボチャ」ともいわれるのは回角,雑学,ズッキーニ,カリフラワー,ピーマン,ケール,ズッキーニ
"荷物を運ぶ時に用いる、手で押して動かす台車を
台車を何と言う?",雑学,ハート,コート,カート,アート,ハート
"レストランの料理長のことを、フランス語 ヽ
語で何という ?",雑学,シンエイ,シェエフ,シンエア,シェエル,シェエフ
徳島県では「はんごろし」と呼ばれている、もち米を丸めてあんをまぶミミムシた円2,雑学,もなか,さくらもち,まんじゅう,おはぎ,おはぎ
牛乳や砂糖を混ぜた卵液にパンを浸し、バターで焼いた料理を何という?,雑学,カナディアントースト,イタリアントースト,アメリカントースト,フレンチトースト,フレンチトースト
柿の中でも、実が熟しても甘くならなかった柿を特に何という2?,雑学,"渋柿
リアスく",深柿,"温柿
TL",濃杭,"渋柿
リアスく"
ポルトガル語で「紙片」という意味がある、読み札を聞いて取り札を探す遊びといえば何 ?,雑学,かるた,はねつき,けんだま,ふく わらい,かるた
顔に、目も鼻も口もないことでおなじみの妖怪といえば、次のうちどれ?,雑学,ろくろくび,さしきわらし,のっぺらぼう,あまのじゃく,のっぺらぼう
次のうち、目転車の部品にあるのはとれ?,雑学,ハブ,コブラ,マムン,アナコンダ,ハブ
次のうち、普通、脚に着用するものはどれ ?       「,雑学,ストッキング,ネックレス,ビピアス,マフラー,ストッキング
日本で多く流通する「桃太郎」といえば、どんな野茶の品種?,雑学,トマト,ピーマン,ダイコン,オクラ,トマト
「どうぶつしょうぎ」で、普通の将棋の「王将」にあたる駒は何 ?,雑学,からす,らいおん,むかで,みつばち,らいおん
お上菓子のチョコは何の略 ?,雑学,マンシュマロ,クッキー,キャンディ 一,チヨョコレート,チヨョコレート
1877年に設立された、日本初の国立大学は何 ?,雑学,東邦大学,東洋大学,東海大学,東京大学,東邦大学
赤ワインと白ワインの中間に位置するのは何ワイン 2?   「,雑学,ロゼワイン,ビオワイン,ピンクワイン,シャンパン,ロゼワイン
メガネで、レンズをハメこむ枠のことを何という?,雑学,フルーツ,フレーム,フレーク,プレート,フレーム
2月14日、といえば次のうちどれ?,雑学,チヨョコレート,マンシュマロ,指輪,よっちゃんイカ,チヨョコレート
麺料理の「にゅうめん」に使われる麺は何 ?               -,雑学,スパゲッティ,そうめん,うどん,そば,そうめん
仏教でいう、三宝では無いのは次の加計,雑学,金,法,仏,人,金
一般に「明大」と略される大学はどこ 2,雑学,明治大学,明治学院大学,明海大学,明星大学,明治大学
次のうち、体の上に掛けて使う布団はどれ2?,雑学,かけ布団,さつね布団,月見布団,てんぷら看団,かけ布団
棒状のたわしを曲げて卵円形にしたものを、ある生き物に例えて何という?,雑学,上態の子たわし,作の子たわし,亀の子たわし,雀の子たわし,亀の子たわし
次のうち、うどんやパスタの原料となるものはどれ ?,雑学,牛乳,トウモロコシ,ブドウ,小麦粉,小麦粉
「アップライト」や「グランド」には別される鍵盤楽器は何 ?,雑学,ギター,ハーモニカ,ピアノ,リコーダー,ピアノ
JTから発売されているタバコで、愛称を「セッタ」というのは何 ?,雑学,セッションマスター,セブンスター,セブンマスター,セッションスター,セブンスター
次のうち、鯉節の別名はどれ ?,雑学,おああ,おささ,おかか,おたた,おああ
次のうち、南米発和締のダンス音楽にあるのはとどとれ2?,雑学,ルンバ,インバ,ヒンバ,アンバ,ルンバ
マーチ、セレナ、スカイラインといえば、どのメーカーの車?,雑学,トヨタ,三菱,日産,ホンダ,トヨタ
十支に登場する動物で、ネズミの次にくるのは何 ?,雑学,ウン,カバ,ゾウ,イノシン,ウン
"懸垂式と踏座式がある、1本の線路に沿って
3クルン|とく幅計/",雑学,へリコプター,セグウェイ,モノレール,洪水艦,モノレール
レストランなどでお客にサービスを行う男性を何と言う ?,雑学,ウェット,ウェイター,ウェスタン,ウォーター,ウェイター
次のうち、食べ物ではないのはどれ 2?,雑学,フーメン,イクメン,ツケメン,タンメン,イクメン
老けて見られる原因のひとつとなる「ほうれい線」がある体の部分はどご2,雑学,腕,背,腹,肢,背
人間の腰まわりのサイズのことを何と言う ?,雑学,ウエーブ,ウエイト,ウエット,ウエスト,ウエスト
日本語では「回転木馬」という、遊園地でおなじみのアトラクションは回角,雑学,コーヒーカップ,ゴーカート,メリーゴーランド,ジェットコースター,メリーゴーランド
紙おむつの「パンパース」や衣料用洗剤の「アリエール」などを販売している会和仁はどこ?,雑学,B&B,H&M,M&A,P&G,P&G
"誠語 個  | 観             二] ゆミ    の       ほ
J
mm |       1    と    フ   N           w
ー  い\   ビレ    カ
ーー  ーー   い
るいものを吊り上げて移動させる機械は何 ?",雑学,クレートンカーショウ,クレープ,クレーター,クレーン,クレーン
大阪にあるテーマパーク「〇つ〇つ〇・スタジオ・ジャパン」。〇〇つ〇に入とを:ちゃ 閉4,雑学,ユニーク,ユニナチャーム,ユナイテッド,ユニバーサル,ユニバーサル
病気回復や復出などの箱願として作られる、折り紙の鶴をつないだものを何という ?,雑学,万勿鶴,千牧鶴,,百勿鈴,千牧鶴
の4の記手[のEEに13:::まこす/a細め、両方にまたがって、ひとつの印を押すことを何という?,雑学,割り印,遊び,認め印,捨て印,割り印
次のうち、12月の別名はどれ ?,雑学,利無月,師走,弥生,睦月,師走
ビールやコーラの泡の元は何 ?,雑学,たんに,たんさん,たんよん,たんいち,たんさん
女の子に人気の着せ替え人形は「^)〇つ〇ちゃん人形」。〇〇〇は ?,雑学,ユカ,リリ 力,"ミカ
|
Pe",チカ,ユカ
ごはんに味噌汗をかけた食べ物を「〇〇〇まんま」。〇〇〇は ?,雑学,いぬ,ねこ,うし,うま,ねこ
次のうち、現役で活躍している将棋棋士は誰?,雑学,大山上康晴,米長邦雄,物生特治,井田幸三,物生特治
生まれて間もない子どものことを、ある色を使って何という ?,雑学,育ちゃん,息ちゃん,金ちゃん,赤ちゃん,赤ちゃん
次のうち、お風呂で体の汚れを落とす時に使うものはどれ?,雑学,はっけん,たっけん,せっけん,とっけん,せっけん
四生世紀とは何年間のこと?,雑学,50年間,25年間,7S年間,10年間,25年間
次のうち、CDや本が発売されることを意味する言葉はどれ?,雑学,リリース,リリーフ,リリット,リリック,リリース
次のうち、中国四大料理に含まれる料理はどれ ?,雑学,広南料理,広北料理,広東料理,広西料理,広南料理
次のうち、中国料理で高級食材として使われるものはどれ?  _,雑学,ウサギの寝床,ツバメの上巣,ネコの布団,イヌの小屋,ウサギの寝床
1月11日頃に行う「鏡開き」で食べとをの】ちく中時仙  ーー,雑学,七草弟,おせち料理,財,豆,財
化粧を施していない顔のことを指す本本当た9円有4,雑学,すかんびん,ぜっぴん,すっぴん,フィリピン,すっぴん
書類などに穴を開ける道具はどれ2?,雑学,ノック,キック,パンチ,チョップ,パンチ
お寿司屋さんの隠語で、「ワサビ」のことを何という3?,雑学,あがり,ガリ,むらささ,なみだ,なみだ
次のうち、静岡土産としておなじみのお旧子はどれ ?,雑学,あなごパイ,まぐろパイ,はまちパイ,うなぎバイ,うなぎバイ
教育業界で耳にする「模試」とは、何の略 ?        」,雑学,くも膜試験,模造試験,模擬試験,模寺試験,模擬試験
コーヒーの原料になるのは次のどれ 2?,雑学,コーヒー麦,コーヒー米,コーヒー芋,コーヒー豆,コーヒー豆
次のうち、実際にあるのはどれ?,雑学,温泉たまご,ユニットバスたまご,ジェットバスたまご,銭湯たまご,温泉たまご
七礼御の紳々が乗り、縁起物とされとTIのと2Eたる円有4,雑学,宝前,夢般,喜船,金般,宝前
床掃除をする時によく使う、柄のついた雑巾は何 ?,雑学,ホップ,モップ,ベップ,トップ,モップ
ベネッセコーポレーションが展開する 「進研ゼミ小学講座」の愛称は回角,雑学,ポジティブ,チャレンジ,トライアル,アタック,チャレンジ
他人が不要になった洋服や家具を引き取って売る店は「〇〇〇ショップ」。〇〇〇は何 ?,雑学,リハーサル,リサイクル,リバイバル,リサイタル,リサイクル
博多ラーメンなどに使われる、豚の衣でとっただし汁を使ったスープを何という3?,雑学,とんこつスープ,とんてきスープ,とんかつスープ,とんとろスープ,とんこつスープ
挙銃の弾丸の直径のことを何といつう?,雑学,耳径,口径,目径,昇筆,耳径
上自分より年下の男のきょうだいを何という ?             「,雑学,おとうと,おといれ,おとおし,おとなし,おとうと
次のうち、一般的に「青魚」と呼ばれる魚はどれ?     」,雑学,ヒラメ,サバ,タイ,カレイ,サバ
次のうち、日本の伝統芸能はどれ ?,雑学,やぶさ,いぶき,で ぶ さ,"かう
ぶさ","かう
ぶさ"
計から下げられるように、長い紐がついたバッグはどれ?,雑学,シェルターバッグ,ショッパーバッグ,ショッカーバッグ,ショルダーバッグ,ショルダーバッグ
NE内【のが]】いしま:放=:ヨとき2れ ?2      「,雑学,かき肉,もも肉,なし内,びわ肉,もも肉
次のうち、実際にある大学はどれ ?,雑学,南東大学,東北大学,北西大学,南西大学,東北大学
次のうち、日本間で、部屋の仕切りに使われる建具はどれ ?,雑学,ふと ま,で た ば,内で つ か,ふす ま,ふす ま
無理して我慢することを「〇〇〇つがまん」。〇〇〇は ?,雑学,のっぽ,でぶ,ちび,やせ,やせ
千円札の裏面に描かれている山は円時2,雑学,富士山,大寺山,貧波山,鳥海山,富士山
毎年8月7日は、語呂合わせで「何の日」?,雑学,目の日,口の日,鼻の日,耳の日,鼻の日
機の最も安い価格帯の座席を何という?,雑学,エノルメクラス,エコノミークラス,エゴイストクラス,エコロジークラス,エコノミークラス
計画をすべてなかったことにするのを「〇〇〇に戻す」。 〇〇〇は ?,雑学,白紙,,色紙,年紙,白紙
オセロのコマの形は、次のうちどれ 2?,雑学,三角,ダイヤ型,丸,四角,丸
次のうち、「駐車場」を意味する言葉はどれ?2    -,雑学,パートタイム,パープル,パーキング,パーマネント,パーキング
次のうち、階段の途中に設置される人在らな場所を意味する言葉はどれ ?,雑学,踊り場,土壇場,市場,砂場,踊り場
火をつけると光りながら高速で回転する、 円形の花火は何 ?,雑学,かえる花火,ねこ人花火,ねずみ花火,とかげ化火,かえる花火
TLCC」といえば、どんな乗り物を運行する会証 ?,雑学,ケーブルカー,タクシー,新野線,飛行機,飛行機
バルセロナにある世界遺産 「サグラダ・ファミリア」の設計を手がけた建築家は誰 ?,雑学,アントニオ・ガウディ,ル・コルビュジてエ,ファン・デル・ローエ,ブルーノ・タウト,アントニオ・ガウディ
次のうち、ふつうヘッドスパを行う頭の部位はどこ ?      「,雑学,あご,目,くちびる,頭友,頭友
本業のかたわらで行うサイドビジネスのことを、「本業」に対して何といつ ?,雑学,補業,副業,準業,次業,副業
"自動車の「ウインカー」のことを、日本語 R
語では何という2",雑学,方向指示器,方向信号問,方向標識器,方向表現器,方向指示器
「ウインク」といえば、体のどの部分を使う合図 ?,雑学,耳,目,指,へそ,耳
イギリス生まれのダーツで投げるものは何 ?,雑学,剣,球,矢,騙,矢
かまぼこやシイタケなどをのせたうどんを「〇O〇の〇うどん」という。〇(つうは何 ?,雑学,おしめ,おかめ,おりめ,おとめ,おかめ
アイスクリーム類を大きく3つに分類すると、「アイスクリーム」「アイスミルク」と何 ?,雑学,クトラアイス,ラクトアイス,クラトアイス,ラトクアイス,ラクトアイス
次のうち、和肉や魚を網焼きにした料理はどれ2,雑学,スリル,キリル,ドリル,グリル,グリル
焼酎を炭酸水で割った飲み物を「焼酎〇〇〇」という。〇〇〇は何 ?,雑学,バレーボール,フットボール,ハンドボール,ハイボール,ハイボール
次のうち、北海道で生まれ育った人を指すのはどれ?,雑学,はまっこ,どさんこ,えどっこ,なにわっこ,どさんこ
一般的なホットドッグで、パンの間あとますきた3の】ちく円時?       「,雑学,ソーセージ,トンカツ,ゆで卵,マグロの刺し身,ソーセージ
エスプレッソなどを飲む時に使う小さめのコーヒーカップ「〇〇〇カップ」。〇〇〇は何 ?,雑学,イミダス,アルザス,デミタス,レクサス,デミタス
寝不足の時に、目の下にできるもの生和回記2,雑学,くま,うま,さる,うし,くま
衣服の汚れを防ぐための洋風の前持けを何という ?,雑学,テフロン,エプロン,マカロン,メメロン,テフロン
ウイスキーや焼酎などのお酒を、氷や水を入れずにそのまま飲むことを何という3?,雑学,カーブ,フォーク,ストレート,ナックル,ストレート
と さり月可faりムジグムコンオに:をのせた、ハワイの名物料理は何 ?,雑学,ロコモコ,アレコレ,ノレソレ,カチコチ,ロコモコ
ズボンやスカートなどがずり落ちないように腰の部分に巻く帯の一種は回角,雑学,ベルト,シルト,ボルト,カルト,ベルト
次のうち、将棋の「電王戦」でプロ棋士が戦った相手はどれ?,雑学,チェスのチャンピオン,コンピューター,外国人棋士,宇宙人,コンピューター
ひと:閉4,雑学,会往の名前,国の名前,人の名前,山の名前,山の名前
次のうち、山楽の種類にあるのはどれ 2?,雑学,わらじ,わらえ,わらび,わらい,わらび
回5生計【のた:yにEE,雑学,イギリス,ドイツ,日本,インド,日本
インナーとしてだけでなく、最近はアウターとしても着られる、衝と腕が露出した袖のない服は何 ?,雑学,スリートップ,タンクトップ,ワントップ,ツートップ,タンクトップ
「モンダミン」や「ピュオーラ」など、口の中を手入れする商品のことを何という ?,雑学,オーラルケア商品,ネイルケア商品,フットケア商品,"ヘアケア商
商品",オーラルケア商品
