次のうち、氷が水に浮く理由としてIBMのME31の】ち2ル6放/,理系,氷が磁力で引っ張られる,氷は透明で光を通す,水の中に微生物がいる,氷は水より密度が小さい,氷は水より密度が小さい
吸入すると中毒のおそれがある、塗料の原液を薄めるために用いられる有機溶媒は何?,理系,シンカー,シンガー,シンナー,シルバー,シンナー
科学実験などで、「揚振 (かくはん) する」といえば、何をすることを意味する ?,理系,のむ,こぼす,あびる,かきまぜる,かきまぜる
空気の乾湿の程度を表す、空気中に稿まれた水蒸気の度合を何という ?,理系,湿度,"温度
ZI お<",感度,硬度,湿度
次のうち、元素ではないものはどれ 2?,理系,セメント,アルミニウム,チタン,鉄,セメント
「196」は、何分の1を意味する ?,理系,50分の1,100分の1,1000分の1,10分の1,100分の1
宇宙空間から飛来し、地球や惑星の表面に落下した物質を、一般に何という ?,理系,歯石,了石,懐石,石,了石
「挫息になる」などといわれる、耳たぶが大きな耳のことを何耳という?,理系,寿耳,幸耳,連耳,貴耳,貴耳
ハチが人花から集めた蜜のことを何といつ ?,理系,マーガリン,ハナミツ,ジャム,バター,ハナミツ
電気分解の際に用いる、電解質の溶けた溶液を何という 2?,理系,電解液,ベネディクト液,ルゴール液,フェーリング液,電解液
1949年に日本人初のノーベル賞であるノーベル物理学賞を受覚したのは上:壮4,理系,分川敏英,朝氷振一郎,白川英樹,混川秀樹,混川秀樹
日本では沖縄や九州で栽培される、茎の汁から砂糖が作られるイネ科の植物は何 ?,理系,サトウキピ,サトウコムギ,サトウタケ,サトウススキ,サトウキピ
ある昆虫の名前が付いた、世界で一番小さな鳥は何?,理系,ハチドリ,チョウドリ,カブトドリ,アリドリ,ハチドリ
次のうち、「入道雲」の正式な名前はどれ ?     -  「,理系,積乱寺,反乱寺,錯乱雪,混乱吉,積乱寺
人体に存在する血管を大きく3つに分けると、動脈、静脈と何 ?,理系,毛細血管,極小血管,微細血党,細胞血官,毛細血管
「C」 「C++」 「Java」といえば、コンピューターに関する「〇〇〇言語」。〇〇〇は何 ?,理系,ロッククライミング,グルーミング,チャーミング,プログラミング,プログラミング
次のうち、春の七草に含まれないものはどれ2?,理系,セリ,ホトケノザ,アサガオ,ナズナ,アサガオ
一度磁気を帯びたあと、その磁力を長く保つ磁石のことを何という ?,理系,永楽磁石,永眠磁石,永遠磁石,永久磁石,永久磁石
光は1秒間に、次のうちどのくらい進むといわれる 2,理系,北海道を7周告,地球を7周午,日本を7周牛,山手線を7周年,地球を7周午
魚類や両生類の子供が使用する呼吸器官は何?   「,理系,"た三
気官",肺,気孔,えら,えら
一般に、生物が成長し大きくなるのは、何の数が増加するから?,理系,体液,霊魂,細胞,ゲノム,細胞
1957年に日本が初めて南極に建設した観測基地は何 ?,理系,大正基地,昭和基地,在成基地,明治基地,昭和基地
次のうち、一般的な「ペンギン」の説明として適切でないものはどれ?,理系,陸上では直立して歩く,空を飛ぶことができる,魚を食べる,鳥の仲間である,空を飛ぶことができる
病院の「集中治療至」を、アルファベット3文字で何という ?2,理系,IUC,CUI,ICU,UIC,ICU
「ボルト」といえは何の単位 ?,理系,抵折,電圧,磁力,,電圧
次のうち、植物のつくりにないものはどれ2?,理系,歯茎,主根,雄化,子葉,歯茎
イヌやネコの足の裏にある、弾力のある盛り上がった部分を何という 2?,理系,肉球,足球,指球,毛球,肉球
57度17分を1とする、国際単位系で定められている角度の単位は何?,理系,メジアン,アジアン,タジアン,ラジアン,ラジアン
次のうち、「水素イオン濃度指数」を表す言葉はどれ ?,理系,溶質,アルカリ,酸性,ペーハー,ペーハー
回転する物体に生じる、円の中心から遠ざかる向きに働く力は「〇〇9!⑳)たく計。,理系,安心,慢心,車心,"ゞ主 ヽ
須選","ゞ主 ヽ
須選"
毛織物の素材として用いられる、ヒツジの毛を何という ?2,理系,ウール,ブール,モール,エール,ウール
次のうち、三角形の面積を求める公式はどれ2,理系,"年径
径x午径xm",底辺x高さ,底辺x高さ=2,直径xr,底辺x高さ=2
親の特徴が子孫へと継承される現象のことを、生物学では何という ?,理系,生殖,分化,遺伝,呼吸,遺伝
気化熱を利用して温度を下げるために、地面に水をまくことを何という?,理系,逃げ水,呼び水,打ち水,湧き水,打ち水
「ジャイアント」 「レッサー」といえば、どんな動物 ?,理系,パンダ,シマウマ,カバ,キリン,パンダ
モールス信号で、長音は「ツー」といいますが、短音は何という?,理系,トン,コン,ポン,ロン,トン
特定の抗原に対して、和免疫反応が過和剰に引き起こされることを何という?,理系,オーバードーズ,アレルギー,ストレス,守忌,アレルギー
人間に飼われていない猫のことを、「飼い猫」に対して何という ?,理系,そとねこ,のらねこ,なめねこ,のらくろ,のらねこ
「代」と略される長さの単位は何?,理系,インチ,フィート,マイル,ヤード,フィート
妊婦が心を安定させて、赤ちゃんに良い影響を与えようとすることを何という2,理系,音教,助教,文教,胎教,胎教
コンピュータにログインするためにユーザーに割り当てられる、個別の権利のことを何という ?,理系,アカウント,アットマーク,アプリケーション,アンインストール,アカウント
日本で「西高東低」といえば、いつの季節の気圧配置 ?,理系,春,秋,夏,冬,冬
普通、「1ダース」がさす数はいくつ 2?,理系,10,11,13,12,12
章謡のタイトルにもなっている、マダガスカル島に生息するサルの仲間は何 ?,理系,ウイウイ,オイオイ,エイエイ,アイアイ,アイアイ
トンボの幼虫のヤゴが育つ場所はどこ 2?,理系,草むら,水の中,土の中,木の上,水の中
ウムアオリア:ゴニ【のままのとうたる円,理系,トリノス,アリノス,ハナチノス,クマノス,ハナチノス
頭の吸有盤で大型魚にくっついて、大型負の取りこぼした餌を食べることで有名な魚は何?,理系,コインザメ,キンカザメ,コバンザメ,ワドワウザメ,コバンザメ
一般に「炭酸ガス」といえば、どんな気体のこと?,理系,塩化水素,窒素,二酸化炭素,酸素,二酸化炭素
金属に対する、焼き入れ・焼きなまし・焼き戻しなどの操作のことを、総称して何という3?,理系,音処理,光処理,熱処理,電気処理,熱処理
タコやイカ、貝はどんな動物のグループに属する ?,理系,剛体動物,気体動物,液体動物,軟体動物,軟体動物
梅雨が終わることを何という?,理系,梅雨どき,梅雨入り,梅雨明け,,梅雨明け
ニュートンの著書 『プリンキビピアの出版にも尽力した、彗星に名を残す天文学者は誰 ?,理系,ユキー,ハレー,アメー,クモーリ,ハレー
"計算方法の1つで、「104」を「210」にす
こ   5」 を
「100」に、「205」ることを何という ?",理系,四措六入,三捨六入,四捨五入,三搭五入,四捨五入
次のうち、元素の名前はどれ ?,理系,カネゴン,ゴンゴン,タイゴン,アルゴン,アルゴン
次のうち、赤身の魚はどれ?,理系,タラ,マグロ,カレイ,ヒラメ,マグロ
次のうち、体に毒を持っている魚はどれ?                    「,理系,フグ,サケ,アユ,マス,フグ
ヨウ素液を青紫色に変化させる性質がある、体内でアミラーゼによって分解される物質は何?,理系,セルロース,デンプン,フルクトース,グルコース,デンプン
ミネラル分が少ない水のことを、「硬水」に対して何という ?,理系,柔水,軟水,弱水,優水,軟水
次のうち、昆虫ではないのはどれ ?,理系,アブラゼミ,クマゼミ,カワセミ,"ーー へ ーー へヽ  いこ
ミンミンゼミ",カワセミ
次のうち、腹部にあるものはどれ?,理系,へでそ,くるぶし,うなじ,こめかみ,へでそ
次のうち、実際に存在する元素はどれ 2?,理系,辛素,甘素,赴素,酸素,酸素
テストで、ちょうと下均点をとったときの偏差値はいくつになる ?,理系,S0,/0,60,40,S0
1]トンは、何キログラム ?,理系,100,10000,100000,1000,1000
奉行でなく、交わりもしないような空間内の2直線の関係は何 ?,理系,ゆがみの位置,ひねりの位置,ひずみの位置,ねじれの位置,ねじれの位置
体の一部にたとえられる、単子葉植物にある多数の細い根は何?,理系,うぶげ根,かみのけ根,ひげ根,まつげ根,ひげ根
線分の長さを二等分する点のことを何という ?  「,理系,焦点,頂点,中点,原点,中点
原子番号1の元素は何 ?,理系,電素,木素,火素,水素,水素
票さや恐怖を感じたとき、ぶつぶつができた肌を何という2?,理系,さる肌,とり肌,うし肌,ねこ肌,とり肌
次のうち、実際に存在する鳥はどれ 2?,理系,ヨンメンチョウ,シナチメンチョワウ,ロクメンチョウ,サンメンチョウ,シナチメンチョワウ
ガリレオ・ガリレイが落体の法則を証明する実験を行ったイタリアの塔はとどこ?,理系,ピサの料塔,エッフェル塔,東京スカイツリー,主体思想塔,ピサの料塔
人間が呼吸する時に使う、酸素を取り入れる騰器は何 ?,理系,はい,いいえ,ノ 一,イエス,はい
固体が液体を経ずに気体になる現象4何という?,理系,消化,消火,硝化,昇華,昇華
水100gに対して、溶質が溶ける量を示す数値を何という ?,理系,溶解度,方解度,正解度,潮解度,溶解度
次のほ乳類動物のうち、主に海の中に棲息するものはどれ?,理系,イノンシンン,イヌ,イタチ,イルカ,イルカ
割れても破片が飛び散らないように、金綱を入れたガラスを何という?,理系,銀入ガラス,鉄入ガラス,網人ガラス,鋼入ガラス,網人ガラス
「紫外線」をアルファベット2文字で表すと何 ?,理系,RV,SV,UV,HV,UV
突き指や足首のねん挫などの応急処直のために、患部を水や氷で冷やすことを何という?,理系,ホッティング,コールディング,アイシング,ウォーミング,アイシング
次のうち、イヌやネコなどが属する中乳類の分類はどれ ?,理系,食野楽目,食肉目,食魚目,食表目,食肉目
次のうち、成長すると種子になる植物の部分はどれ ?,理系,がく,やく,柱頭,膝珠,膝珠
デュナンが結成した「五人委員会」を前身とする、略称を「ICRC」という国際機関は何?,理系,折十字国際委員会,赤十字国際委員会,黒十字国際委員会,育十字国際委員会,赤十字国際委員会
「只血」とは、何という臓器から出た血のこと2,理系,肺,且,"三]
呈紅",目,肺
「C+02っCO02」のように、化学反応の前後の物質の種類を表した式を何という2,理系,化学反応式,微分方程式,連立不等式,ー次近似式,化学反応式
次のうち、音を鳴らして敵を威蹴することで知られるクサリヘビ科の毒ヘビはとれ?,理系,ギリギリヘビ,ゴロゴロヘビ,グルグルヘビ,ガラガラヘビ,ガラガラヘビ
コアとクラッド、被覆からなる、光を反射させて遠くに送り届ける管は回角,理系,光ファット,光プロテイン,光ファイバー,光ビタミン,光ファイバー
「水金地火木土天海」といえば、惑星をどんな順番に並べた言葉 ?,理系,直径が大きい順,公転速度が速い順,太陽から近い順,放つ光が明るい順,太陽から近い順
チューリップやヒヤシンスにある、養分を蓄えて肥大化した地下部を何という2,理系,球根,円雛根,円柱根,トーラス根,球根
天文学で使われる「パーセク」といえば、次のうち何の単位2?,理系,賭さ,甘さ,長さ,車さ,長さ
ウくのちゃ278是ヒコョレルレアパペクとう)】|時はどれ2?,理系,5000ピコグラム,500グラム,50ミリグラム,5トン,500グラム
人体で、「三生規官」という問官があるのはどこ2,理系,目,脳,耳,心臓,耳
植物のおしべにある、花粉が入ったを何という ?,理系,"ホボポ
\",オオムネ,ヤク,オヨソ,ヤク
動物の「ロバ」のことを、耳が長いことから別名「何馬」という ?,理系,ウサギ馬,パンダ馬,タヌキ馬,メダカ后,ウサギ馬
次のうち、かつて計算性能ランキング世界1位にもなった、理化学研究所のスパコンはどれ?,理系,億,"ーーュー
所",万,兆,"ーーュー
所"
葛根、麻黄、桂皮、訪薬、甘草、大そう、生姜の7つの生藻を含む、風邪などに効く漢方薬は何?,理系,,葛根湯,人参湯,,葛根湯
微生物から作られる、他の微生物の働きを反える有機物質を何という3?,理系,抗生物質,種導,邊導体,病原男,抗生物質
夏の終わりに多く現れる、鳴き声から名付けられたセミ「〇〇〇ボウン」。〇のの〇の〇は何 ?,理系,ツクツク,"や ふヽ へヽ
ニンニン",カナカナ,ジージー,ツクツク
光や音が、異なる媒質の境界で進行方向を変えることを何という ?,理系,屈折,屈強,屈伸,屈等,屈折
アンデスのフォルクローレにも歌わ導介具とセンタニ【の1ち円角,理系,ドルンコ,コンドル,コルドン,ドンコル,コンドル
薬剤が持つ、本来の治療作用以外の作用を何という ?,理系,複作用,副作用,服作用,忠作用,副作用
日本人で「蒙古斑」というアザがみられるのは、次のうちどんな人 ?,理系,お年寄り,赤ちゃん,中年男性,妊婦,赤ちゃん
次のうち、和牛の胃の名前にあるのはどれ?                       「,理系,ハチノス,トンボノス,アリノス,クモノス,ハチノス
「二酸化炭素」や「二酸化窒素」で、炭素や窒素にくっついているものは次のうちどれ?,理系,塩素原子,酸素原子,水素原子,臭素原子,酸素原子
シャム、ペルシャなどの品種がある、ペットとして人人気の動物は何 ?,理系,フェレット,イヌ,ハムスター,ネコ,ネコ
純水を得るときなどに行う、不純物が混ざった液体を一度蒸発させ、再び凝福させる操作は何 ?,理系,対流,,蒸留,発酵,蒸留
次の中生代の生物のうち、空を飛べとでの)】ちず2員り,理系,イクチオサウルス,イグアノドン,プレシオサウルス,プテラノドン,プテラノドン
冬の味覚「ズワイガニ」の別名を、ある地方の呼び名から何という ?,理系,備前ガニ,銀前ガニ,陸前ガニ,越前ガニ,越前ガニ
次のヒトの消化器のうち、もっとも早く食べ物が通るのはどれ?,理系,大腸,"EH
月",食道,小腸,食道
巻貝の殻を借りて腹部を保護している海の生き物といえば何 ?,理系,カネカリ,へヘヤカリ,ヤドカリ,イエカリ,ヤドカリ
現存するゾウの仲間を2種類に分けると、アフリカに棲むアフリカゾウと、インド周辺に棲む何 ?,理系,アメリカゾウ,アジアゾウ,南極ゾウ,ヨーロッパゾウ,アジアゾウ
数学の記号「Y (ルート) 」を日本語でいうと「〇〇根」。〇〇は何 ?,理系,在坦,座行,府方,,府方
ボウフラが成長すると何になる ?,理系,ガ,ハチ,カ,クモ,カ
恒星の性哲や進化を示す「ヘルツシュプルング・ラッセル図」を、アルファベットを使って何という2?,理系,DH図,CS図,HR図,FA図,HR図
次のうち、昆虫はどれ ?,理系,モモンガ,キュウカンチョウ,カイコガ,ブンチョウ,カイコガ
震度階級では「恩度0」にあたる、人間には感知できない地震を何という?,理系,無味地震,無理地震,無臭地震,無感地震,無感地震
"一度の呼吸で吐き出せる空気の量のことを、普
析角、 何という 2",理系,月活量,鼻活量,肺活量,喉活量,肺活量
片方に分鍋を、もう片方に重さを計りたいものを乗せて使う理科の実駿娠具は何?,理系,上息てんびん,ピペット,ビュレット,コニカルビーカー,上息てんびん
ぶにぷにとした触感でおなじみの「肉球」は、猫の体のどの部分にある ?,理系,口の中,尾の先,足の裏,目の下,足の裏
呼吸時に空気が通る、咽頭と肺を結ぶ官は何 2,理系,師礼,道党,毛官,気官,気官
次のうち、白亜紀の恐竜「ティラノサウルス」の食習慣としてあてはまとの】ちずり,理系,肉食,雑食,魚食,曲食,肉食
計算の中でも、紙やそろばんなどを使わず頭の中だけで計算する方法を何という3?,理系,珠算,暗算,合算,筆算,暗算
別名を「ターコイズ」という、ある国の名前がつけられた青い宝石は回角,理系,インド石,ブラジル石,トルコ石,エジプト石,トルコ石
次のモンシロチョウの成長過程のうち、キャベツの葉を食べる時期はどれ?,理系,成虫,卵,幼虫,さなぎ,幼虫
ひまっ丈人【クIPIとニルい成分はどれ?,理系,青血球,血小板,赤血球,白血球,青血球
チンパンジーよりも人類に近いといわれる、コンゴに生息する答の仲間は何 ?,理系,バノバ,ブノブ,ビノビ,ボノボポ,ボノボポ
ジャイアントパンダの体毛の色は、何色と何色 ?,理系,赤色と青色,白色と赤色,赤色と黒色,折色と黒色,折色と黒色
独特な形をした実は中身をくりぬいて水筒として用いられた、ウリ科の植物は何 ?,理系,ギュウタン,カボタン,ハボタン,ヒョウタン,ヒョウタン
パソコンのディスプレーに表示された内容を画像として保存したものを何という3?,理系,スクリーンショット,ナイスショット,テイーショット,ブレイクショット,スクリーンショット
日本で、正午ごろの太陽は、次のうちどの方角にある ?,理系,東,四,南,北,南
キノコやクラゲにある、帽子のような部分を何という ?,理系,ざる,はち,かさ,ごさら,かさ
次のうち、花の名前はどれ?,理系,エゾリス,アマリリス,ンマリス,カザンリス,アマリリス
次のうち、シロハラやヤンバルなどの種類がいる島はどれ?,理系,クイナ,ノミナ,タベナ,ヤスミナ,クイナ
二重のガラス瓶の間を真空にした、保温・保冷に用いる容器を何という?,理系,呪法瓶,妖術抽,幻術聞,魔法瓶,魔法瓶
映画にも描かれた「タロとジロ」といえば、次のうち何に同行した犬 ?,理系,世界一周航海,南極観測,エベレスト登頂,アースマフソン,南極観測
樹木の幹の表面を覆う部分を、普通、何という ?,理系,樹毛,樹皮,樹鱗,樹骨,樹皮
T無えんバター」の「えん」とは、何のこと2    」,理系,,煙,鉛,塩,塩
バケツを振り回しても、水がこぼれないのは、何という力が働くから ?2,理系,電磁力,遠心力,揚力,浮力,遠心力
宝石の鑑定などに使われる、錠光物質を光らせる紫外線のライトを何という ?,理系,レッドライト,イエローライト,ブラックライト,グリーンライト,ブラックライト
日本で、「夏至」があるのは何月 ?,理系,9月,3月,6月,12月,6月
生まれて邊年から1年ごろの乳児によくみられる突然の発熱を何という?,理系,知恵熱,加熱,ジュール熱,中和熱,知恵熱
次のうち、物質の密度を求める公式はどれ ?,理系,エネルギー=温度,距離=時間,力=面積,質量=体積,質量=体積
低温状態では電気を通さないが、高温状態になると電気を通すような物買を何という?,理系,デススター,ハムスター,マイスター,和キ導体,和キ導体
厚|〇つ」「ヒラメ〇」の〇に共通する言葉は何 ?,理系,衣,,且,皮,且
次のうち、「化学調味料」の別名はとどとれ?       ーー,理系,うま味調味料,辛味調味料,苦味調味料,酸味調味料,うま味調味料
次のうち、人間の肩にある筋肉はどれ 2?,理系,一角其,四角筋,三角筋,二角有筋,三角筋
FCにたゴビヒコョミリルーレシ 上:1-有yp原子番号88、元素記号 「Ra」の元素は何 ?,理系,ローレンシウム,ランタン,レントゲニウム,ラジワム,ラジワム
上方置換、下方置換、水上置換といえば、次のうち、何を集めるための方法 ?,理系,金属,気体,岩石,酸,気体
元々は土器や陶器のことを指していた、無機物質を熱処理して得られる吾品のことを何という ?,理系,セラミックス,シンタックス,マトリックス,インデックス,セラミックス
1よりも大きい自然数で、1とその数以外に約数を持たないものを何という?,理系,合成数,素数,倍数,,素数
その単位はヘルツで表される、電波や音波の1秒間の振動回数を何という?,理系,波長,位相速度,振幅,周波数,周波数
次のうち、空を飛ぶのはどれ ?,理系,モモ,ハモ,イモ,カモ,カモ
「ミユビ」と「フタユビ」という種類がいる、木の上にいてあまり動かない動物は何 ?,理系,ナマケモノ,タルミモノ,ダラケモノ,サポボリモノ,ナマケモノ
表の出口とつながっている、小腸のはじめの部分は何 ?,理系,十四指腸,十二指腸,十八指腸,十六指腸,十二指腸
体長40mm前後で、透き通ったピンク色をしたエビの一種は、次のうちどれ?,理系,アネモネエビピ,コスモスエビ,サクラエビピ,モモエビ,サクラエビピ
コンパスと定規を使って作図する、ある角度を二等分する直線を何という?,理系,角の二等分線,飛車の二等分線,桂馬の二等分線,香車の二等分線,角の二等分線
「やまびこ」や「こだま」といえば、普通、声や音がどうなる現象のこと?,理系,高くなる,返ってくる,低くなる,一切聴こえなくなる,返ってくる
「鎖骨」がつなぐのは、肩甲骨と何?,理系,頭蕎骨,也和骨,胸骨,耳小骨,胸骨
日本語では「すばる」と呼ばれる、おうし座にある星団は何 ?,理系,二車星団,プレセペ星団,プレアデス星団,ヒアデス星団,プレアデス星団
セミがよく尿をするのは、次のうちどんなとき?,理系,勿化するとさき,逃げるとき,死ぬとき,鳴くとき,逃げるとき
「年導体」や「絶縁体」に対して、電気や熱を比較的よく通す物質を何という2,理系,導体,路体,動体,流体,導体
希少金属ともいう、工業的に必要だが産出量が少ない金属のことを何という ?,理系,レフ,バイメタル,ホワイトメタル,ベースメタル,レフ
下力検査で使われる「ランドルト斑」は、どんなアルファベットに似た形をしている2?,理系,A,D,C,B,C
次のうち、鳥の種類はどれ ?,理系,ワリカン,ペリカン,クリカン,バリカン,ペリカン
子宮内で赤ちゃんを取り囲んで保護する液体を何という 2?,理系,馬水,羊水,牛水,猫水,羊水
照明器具・LEDの「D」が指すものでもある、二端子邊導体素子の総称は回角,理系,ダイオード,ダイオキシン,ダイアローグ,ダイヤモンド,ダイオード
日本の太下洋沿岸に広く生息する、夜に青白く発光する甲殻類は何 ?,理系,ウミチョヨワウ,ウミトンボ,ウミホタル,ウミタガメ,ウミホタル
ドライアイスは、何が固体になったもの 2?    ーー,理系,二酸化炭素,酸素,アンモニア,守素,二酸化炭素
おしべ、めしべと言えば、植物のどこにある問互 ?,理系,花,茎,葉,根,花
次のうち、春先に初めて吹く南奇りの風はどれ ?,理系,春一発,春一便,春一番,春一号,春一番
石灰水を白くにごらせる性質を持つ気体は何 ?,理系,二酸化硫黄,一酸化窒素,二酸化球素,二酸化炭素,二酸化炭素
次のうち、実在する星座はどれ ?,理系,みなみのさんかく座,にしのばつ座,きたのしかく座,ひがしのえん座,みなみのさんかく座
地球などの惑星は、太陽の周りをどのような軌道で回っている ?,理系,八の字,四角形,三角形,棒円,棒円
1個の細胞が割れて2個になることを何という2,理系,細胞破砕,細胞分像,細胞別離,細胞解散,細胞分像
水1Lの車さはおおよそどれくらい ?,理系,1mq,1t,19,1kg,1kg
次のうち、ヒトの体にはひとつしかない崩はどれ2?,理系,ろっ骨,選甲骨,大たい骨,尾てい骨,尾てい骨
次のうち、河川における三作用に含ZNRE3Yの1ちず2ル2,理系,浸食作用,殺倍作用,連搬作用,堆積作用,殺倍作用
ヤゴといえば、何の幼虫?,理系,チョウ,トンボ,テントウムシ,カ,トンボ
次のうち、実在する正多面体はどれ 2?,理系,正二面体,正五面体,正四面体,正三面体,正四面体
次のうち、動物性プランクトンに分引されるのはどれ2?,理系,ボルボックス,ミカヅツキモ,ミジンコ,クンショウモ,ミジンコ
「ロメイン」や「サニー」などの種類がある野茶は何2?,理系,レタス,カボチャ,トマト,キュウリ,レタス
音速以上で飛行するジェット機などにより生じる爆発音は「〇〇〇ブーム」。 の〇の〇の〇は何 ?,理系,ナックルズ,"ーー
ee
ーー",ソニック,テイルス,ソニック
氷水を入れて患部を冷やす、ゴムなどでできた袋を何という 2?,理系,水とう,水こう,水そう,氷のう,氷のう
了『種の起原』を著し、「進化論」を提唱した、イギリスの博物学者は上:壮4,理系,ダーリン,ダージリン,ダービー,ダーウィン,ダーウィン
"人体の皮膚にある4つの感覚点といえば、圧点
は  仕点、 痛点、 冷点と何?",理系,支点,"、臼
mm 点",焦点,力点,"、臼
mm 点"
戦争や災害の影響のたとえにも使われる、爪でひっかいた傷を何という?,理系,爪あと,爪まえ,爪みぎ,爪ひだり,爪あと
三角関数の「sin8」や「cos8」の「8」が表すものは何 ?  「,理系,角度,質量,距離,面積,角度
通常、アナログ時計の長針が1回転する時間は何分?,理系,30分,100分,60分,10分,60分
次のうち、エメラルドの別名はどれ 2?,理系,黄玉,黒玉,宗玉,紅玉,宗玉
"放射線の一種「Y線」の「Y」は何と読
す) 2",理系,シグマ,イプシロン,ガンマ,オメガ,ガンマ
次のうち、「ある星座の中で最も明るい星」を指す言葉はどれ?,理系,アルファ星,ベータ星,ガンマ星,オメガ星,アルファ星
「クーガー」や 「マウンテンライオン」とも呼ばれる、アメリカ大陸にすむネコ科の動物は何 ?,理系,デューマ,リューマ,ピューマ,シューマ,ピューマ
次のうち、日本式の天気記号で、「雨」を表す記号はどれ ?,理系,黒丸,日丸の中に黒丸,二重丸,日丸,黒丸
900点満点のテストで得点率9割というときの得点は何点 ?   「,理系,630点,810点,540点,720点,810点
1876年に磁石式電話を発明した、アメリカの発明家は誰 ?,理系,ポケベル,パワーショベル,ライトノベル,ベル,ベル
次のうち、てこの原理と関係がないものはどれ2?,理系,支点,力点,作用点,中点,中点
見た目がある鳥の中に見えることから命名された、古生代前生に栄えた軟体動物は何 ?,理系,カナリアガイ,インコガイ,オウムガイ,ツバメガイ,オウムガイ
DNAはどのような構造になっている 2,理系,二重波形構造,外行直線構造,二重コイル構造,二重らせん構造,二重らせん構造
絹を生み出す「カイコ」はどんな種類の昆中の幼虫?,理系,ガの一種,カミキリムシの一種,ハエの一種,アリの一種,ガの一種
血中で酸素を運ぶ役割を担うタンパク質のへヘモグロビンは、通常何色をしている ?,理系,"字
月",赤,黒,日,赤
ガリウムとゲルマニウムの元素記号に共通して使われるアルファベットは何 ?,理系,F,G,H,E,G
睡眠と覚醒とが1日を単位として現れるなど、生物の活動における周期的な変動を何という?,理系,バイオボリューム,バイオリズム,バイオメロディ,バイオハーモニー,バイオリズム
木造住宅の外壁などに使われた、鉄に亜鉛をめっきした板を何という ?,理系,コパン,キタン,エタン,トタン,トタン
ドブニウムとダームスタチウムの元素記号に共通して使われるアルファベットは何 ?,理系,A,D,B,C,D
植物の細胞の中にある、光合成を行うための器官は何 ?,理系,葉黒体,葉青体,葉緑体,葉黄体,葉緑体
ハワイ島などにみられる、マグマを発生し続ける場所を何という ?,理系,ホットスポット,コールドプレイス,ホットプレイス,コールドスポット,ホットスポット
次のうち、日本全国に分布するハトはどれ2?,理系,オリーブバト,キジバト,タイワンジュズカケバト,カンムリバト,キジバト
農業廃棄物やサトウキビなど、エネルギーとして使える生物資源のことを何という ?,理系,バイオマス,バイオカツオ,バイオマグロ,バイオイワン,バイオマス
人体にある、尿を蓄えておく器官は円時,理系,勝腕,脇,"Eヨ
月",肝臓,勝腕
かつて用いられていた、無線電信で痢難を伝えるモールス符号は何 ?,理系,TOT,PHP,SOS,DVD,SOS
犬歯に起こりやすい、正常な位置からずれて、重なるように生えた歯を何という ?,理系,八車歯,九車歯,七車歯,十重歯,八車歯
太陽系の中心にある恒星は何 ?,理系,太陽,地球,月,異土星,太陽
次のうち、農作物につくアブラムシなどの娠躍を駆除する時などにも利用される昆虫はどれ ?,理系,カイガラムシ,テントウムシ,シンジミムンシン,ハリセンボン,テントウムシ
動物の顔面中央にある、呼吸と吊覚をつかさどる器官は何?_,理系,"]
中紅",口,目,耳,"]
中紅"
食材としても用いられる、上貝の閉殻筋のことを、別名で何という?2,理系,貝柱,貝頭,貝口,貝筋,貝柱
ゾウガメは何類の生き物 ?,理系,鳥類,有申類,國類,,有申類
0ルYKの7Aもんルコ三23: 幸人1:立てたパソコンを「〇〇〇パソコン」という。〇〇〇は何 ?,理系,自作,多作,耕作,与作,自作
「2の2乗」といえばいくつ?,理系,2,2分の1,],4,4
「ユレダス」といえば、何を検知するシステム ?     ー,理系,地震,おやじ,火事,"選豆
四",地震
次のうち、緑黄色野和はどれ ?,理系,ホウレンソウ,白楽,キャベツ,タマネギ,ホウレンソウ
次のうち、ミツバチが巣を守るために塗り付ける物質はどれ?2,理系,プロアゴラ,プロアテネ,プロポリス,プロアクロ,プロポリス
金属の中でも、アルミニウムなど、比較的、比重の小さいものを何という?,理系,弱金属,幼金属,超金属,軽金属,軽金属
空が赤く染まる「夕焼け」が見られる方角は、次のうちどれ?,理系,東,四,北,南,四
「無水炭酸」とは、何という気体の俗称? 。      ー,理系,二酸化鉛,二酸化窒素,二酸化硫黄,二酸化炭素,二酸化炭素
硫酸に含まれている元素は、酸素、水素と何 ?,理系,鉛,硫黄,塩化水素,ワラン,硫黄
ニワトリやキジの「トサカ」といえば、体のどこにある部分?,理系,しっぽ,約,豆,中,豆
トンボの一種、アキアカネの別名は円時,理系,赤とんぼ,青とんぼ,白とんぼ,叶とんぼ,赤とんぼ
日本に棲息している二種類のクマとは、ヒグマと何 2,理系,ツキノワグマ,ホシノワグマ,ソラノワグマ,ヒノワグマ,ツキノワグマ
のコトジションーニンル4 ほれいとすらどんな惑星に関する理論 ?,理系,金星,木星,地球,火星,地球
「新三種混合ワクチン」とは、麻疹ワクチン、おたふく風邪ワクチンと何のワクチンを混ぜたもの ?,理系,火疹,林疹,山疹,風疹,風疹
水を熱した時、温かい水は、次のうちどこに移動する2,理系,右,下,左,上,上
次のうち、サクラの開花と関係があるものはどれ?2,理系,"温度
ZI お々",,花粉,物価,"温度
ZI お々"
サーモグラフィーとは、赤外線を用いて何を測定する装置?,理系,速度,角度,温度,震度,温度
頭痛薬の「バファリンA」を販売しGAとニレ マの【(和|-ヨとく円4,理系,ライオン,タイガー,チーター,パンサー,ライオン
