Q,Category,K1,K2,K3,K4,A
アニメ『トムとジェリー』に登場するネズミ、ジェリーの大好物は次のうちとれ?,アニメゲーム,牛乳,チーズ,バター,生クリーム,チーズ
任天堂のキャラクター、ルイージの帽子にはアルファベット1文字が所かれてますが、それは何 ?,アニメゲーム,M,O,W,L,L
"たかや健二の漫画 『3D甲子園 プラコン大作』は何をテーマにした作ロ
ロロ ?",アニメゲーム,プラモデル,ヨーヨー,ベイブレード,ルービックキューブ,プラモデル
"特撮ドラマ『がんばれ!!ロボコン』に登場す
る、バ
、バハバハレリーナ
の格好を
をしたヒロインの名前は何 ?",アニメゲーム,カビンちゃん,ケビンちゃん,ロビンちゃん,ドビンちゃん,ロビンちゃん
次のうち、『お料理行進曲』『はじめてのチュウ』が主題歌に使われたアニメは何 ?,アニメゲーム,キテレツ大百科,妨者ハットリくん,怪物くん,ドラえもん,キテレツ大百科
『綾波育成計画」 『確シンジ育成計画」といえば、何というアニメのゲーム化作品 ?,アニメゲーム,新世紀エエヴァンゲリオン,マクロスF,涼宮ハルヒの有憂油,天元突破グレンラガン,新世紀エエヴァンゲリオン
「スパロボ」の略称でおなじみのの人気ゲームシリーズは何 ?,アニメゲーム,伝説のオウガバトル,ファイアーエムブレム,アークザラッド,スーパーロボット大戦,スーパーロボット大戦
次のうち、スタジオジブリの映画「もののけ姫』 のキャッチコピーはとれ?,アニメゲーム,柚えろ。,起きろ。,生きろ。,逃げろ。,生きろ。
漫画 !バガボンド』で、主人公である剣豪は誰2,アニメゲーム,近藤男,佐々木小次郎,土方歳三,品本武蔵,品本武蔵
ゲーム 『妖怪ウォッチ』に登場する>バニャンは、どんねな動物の地紳霊 ?,アニメゲーム,イヌ,ウサギ,ネコ,ネズミ,ネコ
次のうち、野球を題材にした漫画はとれ ?           「,アニメゲーム,ゲゲゲの鬼太郎,あぶさん,鍋者ハットリくん,天才バカボン,あぶさん
アニメ『機動戦士ガンダム』で、シャア・アズナブルの愛称といえば「赤い当口旨義,アニメゲーム,恒星,直星,新年,流星,直星
"椿いづみの漫画『月刊少女野崎くん』に登場す
る「野崎く
崎くん」が高校
当校に行ミながらやっている職業は何 ?",アニメゲーム,漫画家,弁護士,モデテル,俳優,漫画家
漫画『こちら葛飾区亀有公園前派出所』に登場する本田速人が乗ると性格が変わる乗り物は何?,アニメゲーム,船,戦闘機,バイク,電車,バイク
竹本泉の漫画『〇に積乱雲まで』の〇に入る季節は何 ?,アニメゲーム,春,夏,秋,冬,春
アニメ『ちびまる子ちゃん』で、まる子が通っているのは次のうちどれ2?,アニメゲーム,小学校,中学校,高校,幼稚園,小学校
アニメ 『フランダースの犬』で、ネ口と行動をともにする犬の名前は回角,アニメゲーム,ハチ,パトラッシュ,バロン,ムク,パトラッシュ
漫画『ど根性ガエル』で、ビピョン吉が張り付いているのは、主人公・ひどきり』引4,アニメゲーム,帽子,ズボン,メガネ,シャン,シャン
ヤマザキマリの漫画『テルマエ・ロマエ』の主な舞台は、日本とどこ?,アニメゲーム,古代ローマ,古代エジプト,古代インド,古代メソポタミア,古代ローマ
ひる2人8放しブン3cまるのたJE間に伸はけせば』の題材はどれ ?,アニメゲーム,$りり,綱引き,ビリヤード,登山,$りり
スーパー戦隊シリーズ 『バトルフィーバーJ』のリーダーは誰 ?,アニメゲーム,バトルフランス,バトルジャパン,バトルケニア,バトルコサック,バトルジャパン
T千年パズル」というアイテムが登場する、高橋和和希の漫画は何 ?,アニメゲーム,ONE PIECE,幕張,和遊巡戯交王,人形草紙あやつり左近,和遊巡戯交王
「待った!」 「異議あり!」といったセリフが登場する、アドベンチャーゲームシリーズは何 ?,アニメゲーム,逆転裁別,探偵紳宮寺三郎,レイトン教授,かまいたちの夜,逆転裁別
ゲームセンターなどにある、ぬいぐるみなどの景品を捕まえるゲームはのひjpまっず< 4,アニメゲーム,クレーンゲーム,ダンプゲーム,シャベルゲーム,ミキサーゲーム,クレーンゲーム
手塚治虫の漫画『ジャングル大殻』の主人公レオはどんな動物 ?,アニメゲーム,ライオン,キリン,トラ,ヒョウ,ライオン
特撮番組『ウルトラQ』 に登場する怪獣で、「モグラ怪獣」という別名があるのは何 ?,アニメゲーム,ガメロン,タランチュラ,モングラー,バルンガ,モングラー
格闘ゲームで、アルファベット2文字で「VF」と略されるものは何 ?,アニメゲーム,ストリートファイター,バーチャファイター,鉄苦,AQUAPAZZA,バーチャファイター
「ぐわし」「サバラ」などのギャグで人気を博した、図かずおの漫画作品は何 ?,アニメゲーム,ひろしちゃん,まことちゃん,しげおちゃん,たけるちゃん,まことちゃん
次の漫画のうち、主人公がメガネをかけているのはどれ ?,アニメゲーム,あしたのジョー,キテレツ大百科,鉄妥アトム,天才バカボン,キテレツ大百科
愛・地球博記念公園にある「サツキとメイの家」は、何という映画に出てくる家を再現した施設 ?,アニメゲーム,もののけ姫,となりのトトロ,天空の城ラピュタ,在成旬合戦ぼんほこ,となりのトトロ
あだち充の漫画『タッチ』の主人公、上杉達也は次のうちどれ?,アニメゲーム,四つ子,五つ子,巡子,三つ子,巡子
次のうち、『ともだち大作戦でちゅ』というサブタイトルのゲームが発売された漫画はどれ?,アニメゲーム,進撃の巨人,とっとこハム太郎,おそ松くん,金田一少年の事件薄,とっとこハム太郎
ウのた:JEH【のきっ8較ミレさんこすださきていない作品はどれ3?,アニメゲーム,エースをねらえ!,アタックNo.1,ベルサイユのばら,ガラスの仮面,ベルサイユのばら
次のティズニーキャラクターのうち、アヒルをモチーフにして作られたのはとどれ ?,アニメゲーム,ミッキーマウス,プーさん,ドナルドダック,チップ,ドナルドダック
次のアニメ『サザエさん』の登場人物のうち、会計貞であるのは誰 ?,アニメゲーム,マスオ,フネ,サザエ,カツオ,マスオ
巡シンジを主人公とするアニメは円時,アニメゲーム,新世紀エエヴァンゲリオン,ご近所物語,ゲゲゲの上鬼太郎,バケツでごはん,新世紀エエヴァンゲリオン
ゲームシリーズに登場するキャラクの)たヨたる円7,アニメゲーム,作曲家,公務員,探偵,俳優,探偵
「京都大火編』『伝説の最期編』という副題で実写映画化された、和月伸宏の漫画は何 ?,アニメゲーム,秀近戯交王,ピューと吹く! ジャガー,みどりのマキバオー,るろうに剣心,るろうに剣心
「新世紀エヴァンゲリオン」でアスカのプラグスーツの色は?,アニメゲーム,白,黒,赤,"宇
月",赤
任天堂の『星のカービィ』シリーズに登場する、「自称」プププランドの Gルッときの】たの: 拓4,アニメゲーム,デデテ大王,ダダダ大王,ドドド大王,ヅヅツ大王,デデテ大王
次のうち、 『鉄腕アトム』を原案とした漫画作品はどれ?,アニメゲーム,ヒーローカンパニー,銀のケルベロス,柳町! 怪獣酒場,アトムザ・ビギニング,アトムザ・ビギニング
EEの:JE間たる作2の):に5S伝』の題材となっているスポーツは回角,アニメゲーム,ラグビー,バスケットボール,テニス,野球,野球
「斬肢刀」という刀が登場する、久ののEiた円7,アニメゲーム,BLEACH,ONE PIECE,HUNTERxHUNTER,NARUTO,BLEACH
4リレコリルシレ エコロョレレドリーム』の作中で話題の、独特なダンススケートショーは何 ?,アニメゲーム,クリームショー,カスタムショー,プリズムショー,アイテムショー,プリズムショー
次のうち、競馬の世界を描いている淫男はどれ ?,アニメゲーム,特攻天女,優駿の門,学校怪談,鉄鋼のジャン!,優駿の門
「ハニーフラッシュ!」の掛け声で変身する漫画の主人公といえば誰 ?,アニメゲーム,おジゃ魔女どれみ,ひみつのアッコちゃん,キューティーハニー,魔法使いサリー,キューティーハニー
第1話のタイトルは『真赤な太陽 !無敵ゴレンジャー』。 この特撮ドラマは何 ?,アニメゲーム,仮面ライダー,秘密戦隊ゴレンジャー,ウルトラマン,宇宙刑事ギャバン,秘密戦隊ゴレンジャー
のpま2諸江GIた91ひ】たすずれ 2?,アニメゲーム,金田一少年の事件矯,名探偵コナン,バクマン。,探偵学園Q,バクマン。
『>花男 Next Seasonン』 という副慈がつけられている、『花より男子』の続編は何 ?,アニメゲーム,花のち晴れ,獲田びより,"群青の
マグメル",温泉街のメデューサ,花のち晴れ
ゲーム 『テラリア』で、木を伐探するときに使うアイテムは次のうちどれ?,アニメゲーム,ツルハン,ハンマー,オノ,スピア,オノ
漫画『花より男子』で、道明寺司、花沢類、西門総二郎、美作あきらの4人の通称は何 ?,アニメゲーム,H4,G4,|4,F4,F4
2002年に公開された、スタジオジブリのアニメ映画のタイトルは『何の恩返し』 2?,アニメゲーム,稚の恩返し,猫の思返し,態の恩返し,犬の恩返し,猫の思返し
ニノ宮知子の漫画『のだめカンタービレ』の主人公、のだめのフルネームは何 ?,アニメゲーム,野田愛衣子,野田恵,野田メアリー,野田芽以,野田恵
漫画 『!コブラ』のコブラが腕に着けている銃の名前は何 ?,アニメゲーム,サイコガン,カイコガン,マイコガン,アイコガン,サイコガン
1986年に『妨者は修行でござるの巻』という沖題でファミコンゲーム化された漫画は何 ?,アニメゲーム,オバケのQ太郎,妨者ハットリくん,パーマン,ドラえもん,妨者ハットリくん
次の漫画のうち、舞台となっている上代が一番古いのはどれ?,アニメゲーム,赤ちゃんのホスト,明治メランコリア,ギャルボーイ !,ハイジと山男,明治メランコリア
次のうち、西条真二の漫画『鉄鋼のジャン ! 』の題材となっている料理はとどれ?,アニメゲーム,タイ料理,中華料理,日本料理,インド料理,中華料理
特撮ドラマ『リウルトラQ』に登場する、巨大な央昧の怪獣といえば何 ?,アニメゲーム,モングラー,ナメゴン,ペギラ,タランチュラ,タランチュラ
アニメ映画 『アナと害の女王」』が日本で公開されたのは西暦何年 ?2,アニメゲーム,1993年,2003年,1983年,2014年,2014年
生命の本質などをテーマに、長年、漫画 『火の鳥』を描き続けた漫画家は誰 ?,アニメゲーム,赤塚不二夫,手塚治虫,横山光輝,さいとう・たかを,手塚治虫
漫画 『!ベルサイユのばら」の舞台になっている国はどこ2,アニメゲーム,イギリス,ドイツ,フラフランス,イタリア,フラフランス
NHKのアニメ !『コレクター・ユイ』で、主人公の春日結が戦うのは主にとんなところ ?,アニメゲーム,海の世界,極寒の世界,過去の世界,ネットの世界,ネットの世界
バスケ漫画『SLAM DUNK』の舞台とる湘北高校がある都道府県はどこ ?2,アニメゲーム,広島県,岐阜県,宮城県,碧奈川県,碧奈川県
ゲーム『太鼓の達人』は、次のうちどんなジャンルのゲーム ?,アニメゲーム,アドベンチャーゲーム,音楽ゲーム,パズルゲーム,対戦格闘ゲーム,アドベンチャーゲーム
映画『崖の上のポニョ』で、ポニョと仲良くなる主人公の少年の名前は回角,アニメゲーム,示介,一郎,代助,三四郎,示介
アニメ『トムとジェリー』に登場するトムはどんねな動物?,アニメゲーム,イヌ,ネズミ,ネコ,人間,ネコ
オットマー・グッドマンが生み出した「ピングー」といえば、どんな動物のキャラクター ?,アニメゲーム,キツツキ,ペリカン,フラミンゴ,ペンギン,ペンギン
2020年に、ゲーム『世界のアソビ大351』を発売したメーカーはどこ?,アニメゲーム,セガ,カプコン,コナミ,任天室,任天室
次の特撮映画の怪獣のうち、痛中に甲衣があるのはどれ2?,アニメゲーム,ゴジラ,"こニーニー
ニー ンノン",キングコング,ガメラ,ガメラ
次のアニメのうち、主人公の女の子がバンドを組んでいるのはどれ?2,アニメゲーム,咲-Saki-,君に届け,けいおん!,大正野球娘。,けいおん!
鳥山明の漫画で、ペンギン村を舞台にした作品は何 ?    ー,アニメゲーム,Drスランプ,銀河パトロール ジャコ,PINK,CHOBIT,Drスランプ
ゲーム『ゼルダの伝説 ムジュラの仮面3D』といえば、何というゲーム機の専用のソフト ?,アニメゲーム,WiiU,ニンテンドー3DS,PSVita,プレイステーション4,ニンテンドー3DS
ドラえもんのひみつ道具「デテンテンハウス」は、どんな生き物の穀の形をしている ?,アニメゲーム,カメ,カブトムシ,"セミ
es]
こつ",カタツムリ,カタツムリ
『週刊少年ジャンプ』連載のミウラタダヒロの漫画『〇OO〇〇荘の幽奈さん』。 の〇の〇は何 ?,アニメゲーム,おとぎ,かせぎ,さわぎ,ゆらぎ,ゆらぎ
次のうち、漫画『SLAM DUNK」 の登場人物ではないのは誰 ?  -,アニメゲーム,宮本武蔵,流川楓,桜木花道,赤木剛憲,宮本武蔵
漫画『地獄先生ぬてベーン』が連載されていた雑誌はどれ2,アニメゲーム,週刊少年チャンピオン,週刊少年サンデー,週刊少年ジャンプ,週刊少年マガジン,週刊少年チャンピオン
野球ゲーム『ファミスタ』シリーズの「スタ」とは何という言葉の略 ?,アニメゲーム,スタリオン,スタンレー,スタジアム,スタイラス,スタジアム
"土佐丸高校、弁慶高校、明訓高校などの高校が登場
登                    ュ
場する野球漫画は何 ?",アニメゲーム,巨人の量,ドカベン,タッチ,おおきく振りかぶって,ドカベン
手塚治虫の漫画『ジャングル大帝」の主な舞台は次のうちどれ?,アニメゲーム,アフリカ,アメリカ,オーストラリア,ロンシア,アフリカ
漫画『銀魂』で、主人公の坂田銀時は皆から何と呼ばれている ?2,アニメゲーム,外さん,時さん,坂さん,田さん,外さん
大島司の漫画『シュート!』はどんなスポーツを描いた作品 ?,アニメゲーム,ラグビー,テニス,バレーボール,サッカー,ラグビー
"HE間!         ]              本
プロゴルファー猿』で描かれているスポーツは何2",アニメゲーム,ゴルフ,テニス,野球,サッカー,ゴルフ
ティズニーキャラクター、ミッキーマウスとミニーマウスの関係は次のうちとれ?,アニメゲーム,親子,恋人,いとこ,冗妹,恋人
次のうち、アニメ『それいけ! アンパンマン』の主人公・アンパンマンの必殺技はどれ?,アニメゲーム,アンパンチ,しょくパンチ,メロメロパンチ,カレーパンチ,アンパンチ
バドミントンを題材にした喘香里の漫画『やまとの〇OO〇OO〇』。〇〇〇は回角,アニメゲーム,水かき,くちばし,物根,とさか,物根
次の『スーパー戦際』シリーズの作品のうち、怒者を題材とした作品はとれ?,アニメゲーム,トッキュウジャー,ニンニンジャー,ゴーカイジャー,キョウリュウジャー,ニンニンジャー
藤原千花、白銀御行、四宮かぐやなとの人回角,アニメゲーム,GANTZE,かぐや様は告らせたい,ゴールデンカムイ,キングダム,かぐや様は告らせたい
1970年代後生から放送されていたア-メ「ー休さん』の舞台は、どこの国 ?,アニメゲーム,イギリス,中国,アメリカ,日本,日本
DE問アル人たうす:」 の】のさりアパ魔境 てペコと5人の探検際』の「5人」の中にいないのは誰 ?,アニメゲーム,出木杉,スネ夫,のび太,ジャイアン,出木杉
次のグルメ漫画のうち、ハンバーガーを題材にしているのはどれ3?,アニメゲーム,本日のバーガー,カレーの士女さま,こなもんっ,ラーメン発見伝,本日のバーガー
コーエーテクモゲームスのゲーム 『沖国無双』の「無双」は何と読む?,アニメゲーム,むに,むそう,むたい,むぜ,むそう
ゲーム 『無双』シリーズの作品で、ラオウ、ケンシロウなどのキャラクターが登場するのは何 ?,アニメゲーム,ガンダム無双,海賊無双,ゼルダ無双,北斗無双,北斗無双
モルジアナ、シンドバッド、アリババなどの人物が登場する漫画は何 2,アニメゲーム,電波教師,名探偵コナン,マギ,BIRDMAN,マギ
『それいけ!アンパンマン』に登場するばいきんまんに、ツノは何本生えている2?,アニメゲーム,2本,4本,3本,1本,2本
漫画『第!!男塾』に登場する江田島在八は、男塾ではどんな役職についている ?,アニメゲーム,府長,教頭,生徒会長,教員,府長
堀越耕在の漫画『僕のヒーローアカテミア』で、ヒーロー名を「デク」としたんのと:たる円?,アニメゲーム,飯田天哉,爆豪勝己,緑谷出久,八木俊典,緑谷出久
はること江口まゆみの漫画『〇と恋には酔って然るべき』。〇は何 ?,アニメゲーム,酒,水,僕,愛,酒
ファミコンゲーム 『ミシシッピー殺人事件』の舞台となっている国はどご2,アニメゲーム,アメリカ,オーストラリア,フラフランス,イギリス,アメリカ
2007年にウエンツ瑛士主演で実写映画化された漫画は何 ?,アニメゲーム,巨人の量,ゲゲゲの鬼太郎,タイガーマスク,怪物くん,ゲゲゲの鬼太郎
漫画『こちら葛飾区亀有公園前派出所』の次の登場人物のうち、警察官KGもすZ9上1の】た中: 拓/,アニメゲーム,中川計一,大原大次郎,両津勘吉,爆音鬼虎,爆音鬼虎
RPG『ファイナルファンタジー』で、ケアル、エスナなどの回復魔法を、ある色を使って何という ?,アニメゲーム,黒魔法,日魔法,青魔法,緑魔法,日魔法
ゲーム 『ポケットモンスター』シリシレgc二昌cp全沖陸日MEIfE::之された作品は何 ?,アニメゲーム,パール,ブラック,Y,エメラルド,ブラック
格闘ゲームで使われる言葉で、連続技を意味するのは何 ?,アニメゲーム,ガード,キャンセル,ハメ,コンボポ,コンボポ
次の吉田秋生の漫画のうち、アメリ力が舞台となっている作品はどれ ?,アニメゲーム,海街diary,カリフォルニア物語,吉笠天女,櫻の園,カリフォルニア物語
次のうち、魔女の木幡真琴を主人公とする石塚千代の湿画はどれ ?,アニメゲーム,進撃!巳人中学校,ふらいんぐうい っち,アルスラーン戦記,ねこ たん。,ふらいんぐうい っち
高校3年生の矢野詩歌を主人公とする、桜井まちこの漫画は何 ?,アニメゲーム,3/,2/,4/,17,17
あらゐけいいちの漫画『日常』の次の登場人物のうち、ロボットなのは上:壮4,アニメゲーム,水上麻衣,長野原みお,東雲なの,相生稿子,東雲なの
漫画 『!キテレツ大百科』に登場するブタゴリラの本名は何 ?,アニメゲーム,勾野勉三,熊田薫,木手英一,失浩二,熊田薫
鮎原こずえが主人公のバレーボール漫画『〇OOONo.1』 。〇OO〇つつ〇は 2,アニメゲーム,トス,サーブ,レシーブ,アタック,アタック
ゲーム 『ドルアーガの塔』に登場する次のアイテムのうち、使うと攻撃力が強くなるものはどれ?,アニメゲーム,ホワイトキャンドル,ジェットブーツ,ブルーネックレス,エクスカリバー,エクスカリバー
2019年に放送された『スーパー戦際』シリーズの『リュウソウジャー』は信戦際 ?,アニメゲーム,宇宙戦隊,,快次戦隊,騎士竜戦隊,騎士竜戦隊
ゲーム !『スーパーマリオ』」シリーズに登場するヨッシーは次のうちどれ?,アニメゲーム,天使,ロボット,妖精,"欧音
いい 刀","欧音
いい 刀"
ピクサーのアニメ映画『カーズ』は、何が擬人化したキャラクターが主人公の作品 ?,アニメゲーム,鉄道,飛行機,自動車,般,自動車
4コマ漫画の構成は「起承転結」という四字熟語で表されますが、1コマ目にあたるのはとどれ?,アニメゲーム,結,転,ED,承,ED
漫画『ぬらりひょんの孫』で、主人公・奴良リクオの租父にあたる妖怪は何 ?,アニメゲーム,しようけら,なまはげ,がしゃどくろ,ぬらりひょん,ぬらりひょん
"「UFOキャッチャー」などのクレーンゲームの景品のこと:
景品のことを一般に何という?",アニメゲーム,スライム,プライズ,ドライブ,フライト,プライズ
次のうち、ゲーム 『スーパーマリオブラザーズ』で、ファイアマリオがでさることはとどれ?,アニメゲーム,火をまとったパンチ,火をまとったキック,口から火を吹く,ファイアボールを投げる,ファイアボールを投げる
千刻学園に通う中学生・高津睦月が主人公の野球漫画は『最後は?〇〇1〇つつは ?,アニメゲーム,カットボール,スクリュー,ナックルボール,ストレート,ストレート
アニメ『ラブライブ!』で、主人公たちが結成したアイドルグループ「p's」のおンタ 計/,アニメゲーム,オメガズ,デルタズ,シグマズ,ミューズ,ミューズ
次のアニメ『ひぐらしのなく頃に』7の登場人物のうち、女性は誰2,アニメゲーム,入江京介,古手梨花,富竹ジロウ,大石蔵人,古手梨花
"とあるコピーバンドがタイムスリップするかわぐちかいじの漫画は 『僕たあの)⑨中ぼ衝⑨⑥,⑥!とを",アニメゲーム,グラスホッパーズ,ビートルズ,レディバーズ,マンティス,ビートルズ
伊賀大晃と月山可也の漫画 『エリアの騎士』で描かれているスポーツは回角,アニメゲーム,バレーボール,バスケットボール,サッカー,ラグビー,サッカー
次の漫画『ドラゴンボール』の登場人物のうち、女性は誰2,アニメゲーム,ヤジロベー,トランクス,ベジータ,チチ,チチ
武内直子の漫画が原作となったアニメ作品『〇OOO〇戦士セーラームーン』。〇の〇〇は ?,アニメゲーム,女子校,優等生,美少女,腐女子,美少女
次のアニメ 『プリキュア』シリーズの作品のうち、放送されたのがもっとも早いのはどれ?,アニメゲーム,yes!プリキュア5,スマイルプリキュア!,ふたりはプリキュア,スイートプリキュア)」,ふたりはプリキュア
次のうち、田河水泡の漫画の主人公KGちあうと あのヒファッルルだ当りと4:とれ?,アニメゲーム,のらあか,のらしろ,のらあお,のらくろ,のらくろ
次のうち、ホラー漫画はどれ ?,アニメゲーム,絶叫学級,ひよ恋,アニマル横町,ナチヨコミミ,絶叫学級
RPG『ドラゴンクエスト』シリーズに登場する次の呪文のうち、味方を生さ返らせるのはどれ?,アニメゲーム,ベギラマ,スクルト,アバカム,ザオリク,ザオリク
漫画 !疾風伝説 特攻の拓』の「疾風」は何と読む2,アニメゲーム,なぜ,まぜ,はぜ,かぜ,かぜ
漫画 !ONE PIECE』に登場する悪魔の実で、食べると全身を婦物に変えられるのは何 ?,アニメゲーム,モグモグの実,スケスケの実,スパスパの実,キロキロの実,スパスパの実
漫画『ONE PIECE』に登場する悪魔の実で、食べると、何でも食べられるようになるのは何 ?,アニメゲーム,スパスパの実,キロキロの実,スケスケの実,バクバクの実,バクバクの実
次のうち、主な舞台が東京ではないアニメはどれ2?    「,アニメゲーム,クレヨンしんちゃん,サザエさん,ドラえもん,こち亀,クレヨンしんちゃん
漫画雑誌『週刊少年チャンピオン』連載の小沢としおの漫画『〇OXン』。〇に入るのは何 ?,アニメゲーム,G,J,,H,G
アニメ「フランダースの犬』で、主人公・ネロの牛乳運びの手伝いをする犬の名前は何 ?,アニメゲーム,ヨーゼフ,パトラッシュ,ジェハン,ハバンス,パトラッシュ
"細田守が監督を務めた、2012年公開のアニメ映画は『〇OO〇OO〇こどもの雨と雪』
。 〇
⑳)⑨】た補。",アニメゲーム,ふくろう,おおかみ,いのしし,ももんが,おおかみ
次のうち、手塚治虫の作品でないものはどれ2?,アニメゲーム,どろろ,ブラックジャック,天才バカボン,火の鳥,天才バカボン
後に聖徳太子となる主人公・厩戸王子を描いた、山岸六子の漫画は何 ?,アニメゲーム,風雲児たち,日出処の天子,化の慶次,るろうに剣心,日出処の天子
漫画『ドラえもん』に登場する、主ANまの19のタマルレンに当とたく幅2,アニメゲーム,剛田,野比,源,人川,野比
松本大洋の漫画『ピンポン』はどんなスポーツを題材としている ?,アニメゲーム,ゴルフ,テニス,提球,バスケットボール,提球
量梗義博の漫画 『HUNTERCHUNTEFこの〇に入る記号は何 ?,アニメゲーム,,,XX,十,XX
山本さほのエッセイ漫画『無慈悲な8bit』の題材となっているものは何 ?,アニメゲーム,自動車,テレビゲーム,写真,"ーー』ュ コ
放電",テレビゲーム
赤坂アカの漫画『〇〇〇様は告らせたい』。O〇O〇〇は何 ?  ーー,アニメゲーム,ひでや,かぐや,バ じや,まさや,かぐや
漫画『小5な彼女とオトナの愛』の主人公キャロリン・プリマロロの出身国はどこ ?,アニメゲーム,エジプト,タイ,中国,イギリス,イギリス
ーノ関圭の漫画『茶箱広重』の舞台となっている時代は何時代 ?,アニメゲーム,大正時代,明治時代,弥生時代,江戸時代,江戸時代
ティズニーアニメ『くまのプーさん』に登場するティガーはどんな動物 ?,アニメゲーム,ロバ,カンガルー,トラ,ブタ,トラ
アニメ「サザエさん』で、カツオの友達、中島がいつもカツオにやろうと読うスポーツは何 ?2,アニメゲーム,テニス,ボクシング,野球,サッカー,野球
アニメ 『美少女戦士セーラームーン』に登場するルナはどんな動物?,アニメゲーム,狂,獲,旬,犬,獲
ディズニー映画『アラジン』に登場するヒロインの王女の名前は何 ?,アニメゲーム,ジャスミン,ダージリン,プーアル,アールグレイ,ジャスミン
カプコンのアクションゲーム『戦国BASARA』。 舞台となっている国はどご2,アニメゲーム,日本,アメリカ,フラフランス,スペイン,日本
次のうち、有藤大忠俊の漫画作品のタイトルはどれ?,アニメゲーム,黒子のテニス,黒子のバスケ,黒子のゴルフ,黒子のバレー,黒子のバスケ
加藤和恵の漫画『青の臣魔師』の主人公、奥村料は人間と何との間に生まれた子とも?,アニメゲーム,天使,宇宙人,未来人,悪魔,悪魔
漫画『金田一少年の事件簿』で、明呑健吾や剣持田が務めているのは次のうちどとどこ?,アニメゲーム,警菩店,消防庁,交通局,教育店,警菩店
次のうち、女の子を主人公とする湿画はどれ?,アニメゲーム,嘘喰い,リアル,キングダム,干物妹 ! うまるちゃん,干物妹 ! うまるちゃん
アニメ『「それいけ ! アンパンマンで、アンパンマンの上声を演じている声優は誰 ?,アニメゲーム,鶴ひろみ,戸田恵子,佐久間レイ,島本須美,戸田恵子
2016年の新海誠監督のアニメ映画『〇の名は。』の〇は何 ?,アニメゲーム,君,母,僕,父,君
ハンナ・バパバーベラのアニメ !リトムとジェリー』シリーズに登場する「トム」はどんねな動物?,アニメゲーム,キツネ,イヌ,ネズミ,ネコ,ネコ
アニメ『アルプスの少女ハイジ』の登場人物で、足が絞く車いすで生活をしているのは次のうち誰 ?,アニメゲーム,クララ,ハイジ,アルム,ペーター,クララ
ファミコンゲーム『たけしの挑戦状』の「たけし」とは誰のこと ?,アニメゲーム,鹿賀丈史,ビートたけし,養老舌司,つるの剛士,ビートたけし
田辺イエロウの漫画『結界師」で、主人公の墨村良守が倒すのは次のうちとれ?,アニメゲーム,ロボット,宇宙人,妖怪,ソゾンビピ,妖怪
漫画!源相伝NEO』の主人公として描かれている歴史上の人物は誰 ?,アニメゲーム,伊達政宗,卑弥呼,源義経,坂本龍馬,源義経
アニメ『ルパン三世』で、栗田貫一が声を演じているのは次のうち誰 ?,アニメゲーム,次元大介,壮形登部,ルパン三世,石川五工門,次元大介
"さくらももこの漫画『永沢君』とは、何という漫画のスピンオフ作ロ
ロロ ?",アニメゲーム,クレヨンしんちゃん,ちびまる子ちゃん,ドラえもん,サザエさん,ちびまる子ちゃん
1995年に任天堂が発売したアクションパズルゲームのタイトルは「『パネルで何』 ?,アニメゲーム,ペン,ポン,パン,ピン,ポン
妖怪が見える少年・夏目貴志を主人公とする、緑川ゆさの漫画は何 2,アニメゲーム,学園ベビーシッターズ,赤髪の白雪姫,提陸下の花辺,夏目友人帳,夏目友人帳
次のうち、ネズミが登場するゲームはどれ2?,アニメゲーム,コラムス,ブロクシード,チューナューロケット !,パワードリフト,チューナューロケット !
次のうち、野球を題材とする漫画はどれ2?,アニメゲーム,ケシカスくん,妖怪ウォッチ,ミラクルボール,でんぢゃらすじーさん了那,ケシカスくん
女性声優で、文、綾といえば共通すとシビコちき 円半。,アニメゲーム,岡野,在野,石野,村野,在野
アニメ『ドラえもん』に登場する次のひみつ道具のうち、食べて使うものはとれ?,アニメゲーム,どこでもドア,もしもボックス,ほんやくくコンニャク,スモールライト,どこでもドア
特撮ヒーロー『ジャッカー電撃際」の4人のメンバーのうち、紅一点は次のうち誰 ?,アニメゲーム,ハートクィイン,クローバーキング,ダイヤジャック,スペードエース,ハートクィイン
ディズニーアニメ映画『ピーター・パン』に登場する、子どもたちが妖精たちと暮らす国は何 ?,アニメゲーム,フューナチャーランド,ネバーランド,シティランド,トウモローランド,ネバーランド
次のうち、和柔道を題材にした漫画はとれ 2?,アニメゲーム,吸血鬼すぐ死ぬ,BEASTARS,弱虫ペダル,もういっぽん !,もういっぽん !
フィギュア化もされた、漫画!よつばと!』に登場するダンボール製のロボットは何 ?,アニメゲーム,ブラボー,ランボー,クリボー,ダンボー,ダンボー
アーケードゲーム !ボンバーガール』で、プレイヤーが攻撃に使うアイテムは何 ?,アニメゲーム,ナイフ,手裏剣,ロープ,爆弾,爆弾
アニメ「アンパンマン」で、しょくぱんまんを好きなのは誰?,アニメゲーム,ロールパンナちゃん,バタコさん,メロンパンナちゃん,ドキンちゃん,ドキンちゃん
漫画『のだめカンタービレ』の「カンタービレ」とは何の用語 ?,アニメゲーム,建築用語,法律用語,音楽用語,科学用語,音楽用語
「寸色』 『月光』の後ろにある単語をつけると昔の特撮番組のタイトルになりますが、それは何 ?,アニメゲーム,戦士,仮面,探偵,鍋者,仮面
