次のうち、クリミア戦争で看護に尽力したナイチンゲールにつけられた異名はどれ ?,文系,クリミアの天使,クリミアの姫,クリミアの女王,クリミアの還,クリミアの天使
次のうち、アメリカにあるのはどれ 2?,文系,エッフェル塔,万里の長城,エトワール釧旋門,目由の女紳,目由の女紳
アルファベット5文字で「ASEAN」 と略される地域協力機構は何 ?,文系,アフリカ諸国連合,東南アジア諸国連合,ユーラシア連合,ラテン連合,東南アジア諸国連合
"日本語の品詞で、「赤い」や「丸
の品詞で、  及 \い」
赤!【      「い」といった単語が分類されるのはとれ?",文系,形容詞,連体詞,形容動詞,副詞,形容詞
自都をベルリンに置くヨーロッパの国はどこ 2?,文系,ドイツ,スイス,ギリシャ,オランダ,ドイツ
ジョバンニやカンパネルラなどの人物が登場する宮沢賢治の童話は何 ?,文系,銀河鉄道の,銀河鉄道の朝,銀河鉄道の夜,銀河曜道の昼,銀河鉄道の夜
俗に「三日飼えば三年恩を忘れない」といわれる動物は何 ?,文系,,犬,席,振,犬
ナチスの党首としてドイツで和独裁体制を築き、第二次世界大戦を引き起こした政治家は誰 ?,文系,ヒトラー,ロンメル,ムッソリーニ,ヒムラー,ヒトラー
第二次大戦後の「東西冷戦」の中心となった2カ国は、東のソ連と、西のどこ?,文系,アメリカ,中国,インド,ナチェコ,アメリカ
徳川幕府の第15代将軍は誰 ?,文系,徳川慶剖,徳川秀忠,徳川綱吉,徳川吉款,徳川慶剖
1955年に小説『太陽の季節』 で弁川賞を受賞した、政治家としても有名な人物は誰 ?,文系,猪瀬直樹,田中康夫,東国原英夫,石原慎太郎,石原慎太郎
次のうち、明治時代に樋口一葉が書いた短編小説のタイトルはどれ2?,文系,たけくらベべ,まつくらべ,うめくらべ,さくらくぐくらべ,たけくらベべ
歌舞伎や浄瑠璃に由来する、「その人の本来の力が問われる場面」を意味する言葉は何 ?,文系,正念場,"奈落
示沖",濡れ場,縁切り場,正念場
日本でアニメ化もされた、アルプスを舞台にしたヨハンナ・スピリの旧草又学は何 ?,文系,パクチー,ハイジ,ハイチュワウ,ハイライト,ハイジ
15世紀から19世紀にかけて、沖縄本島を中心に存在した王国はどれ ?,文系,台湾王国,中華人民王国,アイヌ土国,琉球王国,琉球王国
1851年、清で起こった、洪秀全を首條とする大規模な反乱といえば何 ?,文系,易姓天国の乱,歩行者天国の乱,行在天国の乱,太邊天国の乱,太邊天国の乱
奈良時代に編さんされた書物『万葉集』といえば、次のうちどんな種類の書物 ?,文系,歴史書,物語集,日記集,和歌集,和歌集
魚の「喝焼き」といえば、どんな部位を焼いた料理 ?,文系,背骨,頭,腸,尻尾,頭
年齢や個数などを嘘をついてごまかすことを何という3?,文系,さめを読む,さばを読む,さんまを読む,さけを読む,さばを読む
みかんの生産量が日本一の都道府県はどこ2?,文系,北海首,,東京都,和歌山県,和歌山県
全国で一斉に行うストライキのことを、ゼネラルストライキを略して何という2,文系,ゼネイキ,ゼネトラ,ゼストラ,ゼネスト,ゼネスト
新石垣空港、宮古空港、与那国空港などの空港がある都道府県はどこ ?,文系,山口県,大阪府,沖縄県,栃木県,沖縄県
次のうち、約束を直前になって取りやめることを意味する言葉はどれ ?,文系,ドタキャン,アイキャン,ユーキャン,キャンキャン,ドタキャン
第二次世界大戦の激戦地ともなった、ソロモン諸島最大の島といえばとどこ?,文系,ダンカン島,イデラッキョ島,ガダルカナル島,ツマミエダマメ島,ガダルカナル島
都市部の気温が周辺部より高くなる現象を何という ?,文系,ヒートブランド,ヒートアイランド,ヒートグランド,ヒートランド,ヒートアイランド
毎日志こるようなありふれたことを例えた言葉「日常〇〇事」。〇〇は回角,文系,酢飯,余人,冷飯,赤飯,余人
次の日本の元号の内、最も古い時代のものは何2,文系,大正,在成,大化,昭和,大化
「オバマケア」と呼ばれる医療保険制度改革が行われている国はどこ ?,文系,オランダ,イギリス,フラフランス,アメリカ,アメリカ
人口が最も少ない県である、砂丘や二十世紀梨の産地として有名な、中国地方の県は何?,文系,島根県,広島県,岡山県,鳥取県,鳥取県
楽天的な人を例えた言葉「極楽CC)〇つ」。〇〇つ〇に入る生き物は何 ?,文系,みみず,あめんぼ,かえる,とんほぼ,とんほぼ
「論語』などを含む「四書五経」といえば、孔子が唱えた、何という教えの基本書 ?,文系,信教,立教,回教,密教,信教
小説 『ハックルベリー・フィンのC)〇つ』『トム・ソーヤーの〇O〇』。〇〇に入る言葉は何?,文系,兄尼,悲劇,物語,中険,中険
道路標識の「駐車可」に書かれているアルファベットは何?,文系,P,Q,R,S,P
かつては多くの武家屋敷があった、三菱の本視などがある東京のオフィス街はどこ?,文系,線の内,円の内,丸の内,角の内,丸の内
正式名称を「日本電波塔」という、東京の観光名所としておなじみの建造物は何 ?,文系,東京タワー,東京ドーム,東京ビッグザイト,東京ミッドタウン,東京タワー
無駄遣いをしないという意味の言葉「財布のの〇がかたい」。〇〇は回角,文系,そこ,かわ,はし,ひも,ひも
株式会往の株主の中で、最も多くの株式を所有している者を何という ?,文系,筆頭株主,前頭株主,石頭株主,冒頭株主,筆頭株主
IGEuteiEiylutclbAailte還較の頭文字からアルファベット3文字で「IMF」とされる組織は何 ?,文系,国際司法裁列所,国際連合,国際労働機関,国際通貨基金,国際通貨基金
工業地帯はどれ ?,文系,京浜工業地帯,中京工業地帯,北九州工業地帯,阪紳工業地帯,阪紳工業地帯
淡路島が属する都道府県はどこ ?,文系,香川県,兵庫県,,岐阜県,兵庫県
電車やバスが運行している道筋を表した図を何という ?,文系,路線図,間取図,航海図,展開図,路線図
涯字が生まれた国はどこ ?,文系,エジプト,イラク,パキスタン,中国,中国
「預け入れ」「払い戻し」 の金額が記入された、銀行が預金者に発行する帳面を何という ?,文系,預金ノート,預金パスポート,預金通帳,預金免許証,預金通帳
「農水省」と略される中央省庁はどこ 2,文系,外務省,農林水産省,防衛省,総務省,農林水産省
江戸時代、シーボルトが鳴滝塾を開いた都市はどこ 2,文系,京都,函館,長崎,水戸,長崎
滝沢馬琴や十返舎一れといえば、何時代の戯作者2                 「,文系,江戸時代,在安時代,昭和時代,鍵信時代,江戸時代
"ドイツ語の三人
語の三人称で用いられる三つの性別とは、男性、女性と何?",文系,酸性,塩基性,中性,アルカリ性,中性
人のワキとヒザの下に手を入れて模向きに抱きかかえる方法を、何という?,文系,お姫様抱っこ,王様抱っこ,王子様抱っこ,王女様抱っこ,お姫様抱っこ
USエアウェイズやUSスチールといえば、どこの国で生まれた企業 ?,文系,フフランス,イギリス,ロンア,アメリカ,アメリカ
次のうち、七門利に数えられる王様にいるのはどれ 2?,文系,代々木,原宿,恵比寿,渋谷,恵比寿
ある言語で書かれた文章を、他の言語の文章に変換する作業を何という?,文系,こんやく,ほんやく,さんやく,かんやく,ほんやく
5千円札に描かわれている人物は?,文系,聖徳太子,夏目激石,桶口一葉,野口英世,桶口一葉
完全で立泊な物事の中に、わずかな欠点があることを表す言葉は「玉に(〇つ」。 (つのに入る言葉は何?,文系,さず,しみ,ひび,あな,さず
次の世界遺産のうち、イタリアにあるのはどれ2?,文系,和園,コロッセオ,エジンバラ城,トプカブプ宮殿,コロッセオ
ドーバー海峡はイギリスとどこの間にある?                 「,文系,フフランス,タイ,オーストラリア,韓国,フフランス
"局沢賢治の曹
]  治の草話 『:
古『注文の多い料理店』で、2人の紳士が迷い込む料理のとっ:た9円有人",文系,文楽軒,崎陽軒,来々軒,山猫軒,山猫軒
江戸時代に子どもたちが寺子屋で学んだ「読み・書き・〇OO〇OO〇」。 〇〇つつは何 ?,文系,そろばん,みにばん,いちばん,かんばん,そろばん
「チョモランマ」や「サガルマータ」とも呼ばれる、標高8848mの山は何 ?,文系,エベレスト,エレベスト,エストレベ,エベトレス,エベレスト
五所川原市、八戸市、十和田市といえば、いずれもどこの都道府県にある都市 ?,文系,熊本県,兵庫県,山梨県,青森県,青森県
作中で「ロボット三原則」が提起された、アイザック・アシモフの短篤集は何 ?,文系,われはロボット,われは超能力者,われは未来人,われは宇宙人,われはロボット
在家が減亡した、いわゆる「源不合戦」の最後の戦いといえばは何 ?,文系,ーノ谷の戦い,壇ノ浦の戦い,富士川の戦い,屋島の戦い,壇ノ浦の戦い
日本の城で、二条城といえば、どこの都道府県にある ?,文系,京都府,貴岡県,東京都,愛知県,京都府
1910年に武者小路実馬や志軟直攻らによって創刊された文芸雑誌は何 ?,文系,赤樺,日樺,黒樺,青樺,日樺
ゲティスバーグで行った、「人民の」で始まる演説で有名な、アメリカ大統領は誰 ?,文系,ンジエフノアーソン,ワンシントン,モンロー,リンカーン,リンカーン
次のうち、近畿地方にある都道府県はどれ2?,文系,大阪府,鹿児島県,埼玉県,広島県,大阪府
「僕」と「岡田」と「お玉」の3人の恋を描いた、森了鳴外の作品は何 ?,文系,礁,車,銀,9廊,礁
ロンドンの巨大な時計台「エリザベス・タワー」にある鐘の通称は何 ?,文系,ビッグ・ベン,ビッグ・バン,ビッグ・ボン,ビッグ・ブン,ビッグ・ベン
次のうち、多人数に対して少人数で立ち向かっても勝ち目がないという志和泊そり有をヨたすきす2光晴2,文系,多数に無数,多勢に無勢,多量に無数,多者に無者,多勢に無勢
ルーブル美術館はどこの国の世界遺麻?,文系,ドイツ,フフンス,ポーランド,タイ,フフンス
フランス語でマロンといえば!?,文系,カキ,イモ,クリ,ナシ,クリ
次のうち、京都府にある地方はどれ ?           「,文系,丹後地方,日高地方,奄美地方,会津地方,丹後地方
次のうち、大阪市の区にあるのはどれ 2?,文系,荒川区,淀川区,江戸川区,川区,淀川区
傘松公園から見る「股のぞき」の眺望で有名な、日本三景のひとつは回角,文系,田子の浦,東琴坊,天橋立,上高地,天橋立
797年に征夷大将軍に命じられた、在安時代の武将は誰 ?,文系,石原田村麻呂,窪岡田村硫呂,杏仁田村麻呂,坂上田村廊早,坂上田村廊早
チゾンとテイラが生み出した、どんな形にもなれる土から出来たキャラクターを描いた総本は何 ?,文系,ダーダパパ,ボーボパパ,デーデパパ,バーババパババ,バーババパババ
白居易の『長恨歌』の題材にもなった、中国・唐の玄宗皇帝の妃といえば誰 ?,文系,西施,楊貴妃,土昭君,謀美人,楊貴妃
山や丘の斜面に、階段杖につくられた畑を何という?,文系,だんだん畑,ぐんぐん畑,どんどん畑,ばんばん畑,だんだん畑
次の夏目激石の小説のうち、動物の目線で物語が描かれている作品はどれ?,文系,こころ,三四郎,坊っちゃん,吾輩は猫である,吾輩は猫である
13世紀に建国された「元」の初代皇帝・フビライ=ハンは〇〇〇=ハンの孫。 のの〇は何 ?,文系,チンタオ,チンギス,ギンビス,アイギス,チンギス
力があるものも、環境が変われば無力になってしまうことの例え「陸に上がった〇〇〇」 。 の〇〇は何 ?,文系,てんぐ,おに,かっぱ,あまのじゃく,かっぱ
朝鮮民主主義人民共和国・北朝鮮の首都はどこ ?                  「,文系,ウランバートル,ピョンヤン,モスクワ,ペキン,ピョンヤン
相手の言葉をそのまま繰り返すという意味の言葉「〇〇〇返し」。〇〇つつは何 ?,文系,ツバメ,オウム,カラス,インコ,オウム
中華人民共和国の初代国家主席を務めた政治家は誰 ?,文系,劉少奇,毛沢東,祝近本,江沢民,毛沢東
「突然の出来事に驚く様子」のことを、鳩が「何」を食らった様な顔をすると表現する?,文系,レッドカード,ストレートパンチ,豪華なフレンチ,豆鉄克,豆鉄克
「旧約聖書』にも描かれた、古代イスラエル統一王国の第2代の王は上:壮4,文系,ダンカン圭,ダビデ王,ダンテ王,ダイム土,ダビデ王
次のうち、「ありがたい、十分満足だ」という意味の言葉はどれ2?,文系,大の字,件の補,八の字,米の字,件の補
次の職業のうち、江戸時代の日本で最も人口が多かったのはどれ3?,文系,武士,農民,騰人,商人,農民
ミナスジェライス州、サンパウロ州、リオデジャネイロ州といった州アッシュレク|たすし/,文系,チリ,ブラジル,ペルー,アルゼンチン,ブラジル
議員をしていた親の選挙地盤を受け継ぎ、自身も議員になった人物のことを何という ?,文系,二期議員,二階議貞,二次議員,二世議員,二世議員
次のうち、「よけいな口出しや手出しをする」という意味の言葉はどれ?,文系,ざしさきさばる,しかくばる,しゃちばる,でしゃばる,でしゃばる
自分の能力を十分に発揮しようとすることを、「腕に何をかける」という?,文系,まで,より,でも,から,より
会仁が経営成績を偽り、会計の数字を不正に操作することを「何決算」という2,文系,文飾,電節,粉節,玉侯,粉節
次のうち、フィリピンにある、リゾートアイランドとして知られる島はとれ?,文系,タブ鳥,ノブ島,ハブ島,セブ島,セブ島
ことわざ「〇に小誕」、「〇にマタタビ」。〇に入る動物は何 ?,文系,牛,犬,,猫,猫
映画化や舞台化もされた戯曲 !奇跡の人』に描かれた、三重苫を克服した女性は誰 ?,文系,ヘレン・ケラー,ヘレン・ハラー,ヘレン・ミラフラー,ヘレン・セラー,ヘレン・ケラー
築城の名手として知られ、熊本城をはじめとする城を設計した、戦国時代の武将は誰 ?,文系,武田信玄,加有藤清正,伊達政宗,織田信長,加有藤清正
鐘食幕府の将車である頼朝、頼家、実朝といえば、姓は何?,文系,源,足利,相,値川,源
江戸幕末に長崎で海援際を結成した、土佐藩の志士は誰 ?,文系,坂本能馬,四郷隆盛,高杉晋作,木戸孝代,坂本能馬
文化人類学者のマードックが提唱した、夫婦とその未婚の子からなる家族を何という?,文系,ゴルジ体家族,核家族,ミトコンドリア家族,葉緑体家族,核家族
物部一族を滅ぼし権力を握った飛島時代の政治家は交我つ〇。〇〇に入る名前は何 ?,文系,馬子,犬子,半子,牛子,馬子
次のうち、関西地方にある都市はどれ 2?,文系,八戸市,水戸市,室戸市,紳戸市,紳戸市
キリスト教で、シスターたちが、戒律に基づいて共同生活を営む場所を何という3?,文系,大学院,少年院,,修道院,修道院
「母さん助けて詐欺」という詐欺を、かつては何と言っていた ?,文系,割り込め詐欺,申し込め詐欺,振り込め詐欺,引っ込め詐欺,振り込め詐欺
「青い目の大君」の異名をもつ、元GHQ総司令官であるアメリカの軍人は誰 ?,文系,マッキーサー,マッサオーサー,マックローサー,マッカーサー,マッカーサー
「ミニ四駆」の「四駆」は「CC葬動」の略。〇〇は何?,文系,四国,四周,四輸,四番,四輸
"クリやハチの協力を得て、カニが親の仙のある動物をこらしめるという内容の昔
HIた和加計4",文系,ねこかに合戦,うまかに合戦,さるかに合戦,わしかに合戦,さるかに合戦
次のうち、ヨーロッパの国はどれ ?,文系,ボクンダ,ワシンダ,キミンダ,オランダ,オランダ
敬語で、「拝見する」といえば、次のうちどれにあたる言葉 ?,文系,美化語,謙譲語,機嫌語,邊大語,謙譲語
アラモアナショッピングセンターなどがある、アメリカ・ハワイ州の州都はどこ?,文系,ホノルル,ボストン,マイアミ,ニューオーリンズ,ホノルル
西暦672年におこった、天智天皇の後継者争いは ?,文系,内午の乱,甲午の乱,王申の乱,甲申の乱,王申の乱
EEている湾は何 ?,文系,千葉湾,紳奈川湾,,東京湾,東京湾
小説『銀河鉄道の夜』で、鉄道がめぐる駅は、次のうちどんな場所にある ?,文系,温泉,砂漠,海底,星座,星座
長崎に鳴滝塾を開いたシーボルトは円の         ーー,文系,中国人,ドイツ人,アフリカ人,サモア人,ドイツ人
バンガロール、ムンバイ、ニューデリーといえば、どこの国の都市 ?,文系,インド,イギリス,アメリカ,メキシンコ,インド
日本列島の主要な4つの島とは、北海道・本州・四国と何 ?,文系,十州,九州,八州,七州,九州
「シャンゼリゼ通り」といえば、どこの都市にある大通り ?,文系,ニューヨーク,パリ,ロンドン,ベルリン,パリ
次のうち、かつて「百済」という国があった地域はどこ2,文系,インドシナ生島,アラビア生島,ユカタン生島,朝鮮生島,朝鮮生島
次のうち、「体つきや態度が堂々としている人」を例えた言葉はどれ?,文系,感性がある,甘美がある,貫禄がある,組節がある,貫禄がある
悪い評米はすぐに知れ渡るという意味のことわざは何 ?,文系,悪事十里を走る,悪事一里を走る,悪事百里を走る,悪事十宇を走る,悪事十宇を走る
大葉葉蔵を主人公とする太宰治の小説といえば、『〇〇失格』。〇に入とを:ちゃ 閉4,文系,狂,人間,色,犬,人間
元総理大臣の田中角栄の長女で、その毒舌で知られたのは誰 ?,文系,田中真紀子,田中里奈,田中明日楽,田中好子,田中真紀子
在安時代に書かれた随筆 『枕草子』の作者は誰 ?        ーー,文系,"<主       ご
/月 少納 ー]",紀貫之,小野小町,在原業企,"<主       ご
/月 少納 ー]"
日本の目動車用の信号機で、3つあるランプのうち真ん中の色は何 ?,文系,青色,赤色,白色,黄色,黄色
日本で、和牛乳 (生乳) の生産量が最も多い都道府県はどこ ?,文系,鹿児島県,兵庫県,北海道,栃木県,北海道
「トロッコ』や「『條偽の言葉』などの作品を書いた作家は誰2,文系,介川能之介,余川人能之介,氏川龍之介,示川龍之介,氏川龍之介
日本列島の南岸に沿って流れる、別名「黒湖」とも呼ばれる明流は何 ?,文系,本州海流,大和海流,日本海流,,日本海流
「最高から最低まで」という意味の言い回し。「ピンから何まで」 ?2,文系,"me
Pe",チリ,ンリ,キリ,キリ
日本語では「際商」という、砂漠地帯を、際を組んで行く商人の一団は回角,文系,キャラバパン,パーティ,トレーラー,セッション,キャラバパン
第三者が脇から文句を言うことの例え「〇〇を入れる」。〇〇は何 ?,文系,縦橋,後槍,横,上村,横
美しい姿から「アルプスの女王」と呼ばれる、スイスとイタリアの国境にある山は何 ?,文系,カッターホルン,セッターホルン,ヒッターホルン,マッターホルン,マッターホルン
中居正広主演で映画化もされた宮部みゆきの小説『OO多』 。 ののに入とを:ちゃ 閉4,文系,敢快,模條,知能,確信,模條
次のうち、中東の国・イランの旧称はどれ2?,文系,ベルシア,マルンア,ギリシャ,オロシア,ベルシア
かつて存在した国「ソ連」とは、〇)の視会主義共和国連邦の略。〈〇)〇つつは ?,文系,ソンガイ,ソロモン,ソビエト,ソマリア,ソビエト
松尾色代の句でも有名な、富士川、球磨川とともに「日本三大急流」に数えられる川は何川 ?,文系,最良川,最上川,最高川,最大川,最上川
名人でも失敗するという意味のことわざ「弘法にも〇〇〇の誤り」。〇(つうは何 ?,文系,シャープペンシル,万年筆,筆,クレヨン,筆
「モノクロ」や「モノレール」の「モノ」の意味は何 ?   」,文系,4つの,2つの,3つの,1つの,1つの
俳人の松尾包焦や与謝無村が生きたのは何時代 ?     ー,文系,昭和時代,江戸時代,古墳時代,鍵信時代,江戸時代
世界文化遺産にも登録されている、奥州藤原氏の拠点として栄えた岩手県の町はとどこ?,文系,鎌昼,在泉,大阪,江戸,在泉
次のうち、異性に惹かれて夢中になることを意味する言葉はどれ?,文系,される,かれる,ほれる,なれる,ほれる
日本利話で、大蛇ヤマタノオロチを退治した紳は誰 ?,文系,ニニギノミコト,イザナギノミコト,スサノオノミコト,クシナダヒメ,スサノオノミコト
普通、「挙式をする」というときに行われる式は何2,文系,ゆゆ式,卒業式,結婚式,葬式,結婚式
「親譲りの無鉄克で小供の時から損ばかりしている」という書き出しで始まる夏目激石の小説は何 ?,文系,門,草枕,坊っちゃん,それから,坊っちゃん
『四季山水図』などの代表作がある、室町時代に水墨画を大成した画さち: 痢4,文系,寅骨,雪舟,風舟,雨舟,雪舟
「TPP」の日本語での呼称は「CC)〇経済連携協定」。〇〇〇は何 ?,文系,自由錦易,環太下洋,北大西洋,国際連合,環太下洋
次のうち、1940年に結ばれた日独伊三国同盟の「三国」に含まれない国はとどれ?,文系,イタリア,フフンス,ドイツ,日本,フフンス
日本風と西洋風の様式を程よく取り合わせることを何という?,文系,不易流行,古今東西,和光同塵,和洋折表,和洋折表
五・一五事件やニ・二六事件の「五・一五」「二・二六」が表すものは次のうちどれ?,文系,人数,住所,日付,金額,日付
インドのカースト制度において、最上位にあたる司祭階級を何という ?,文系,バラモン,ポケモン,フジモン,クマモン,バラモン
次のうち、「草川賞」の対象となる作品はどれ ?   ーー,文系,彫刻,小説,写真,詩,小説
「シベリア」といえば、次のうちどこの国にある地域 ?2,文系,ロンア,中国,カナダ,アメリカ,ロンア
ulEH[』三E:1た204,文系,北京,西京,東京,南京,北京
"ーー  ーー
」|  Oひ  ()〇つ〇は?2          -",文系,飛べ,走れ,泳げ,行け,走れ
世界の観光地。エッフェル塔のある都市は?,文系,パリ,バリ島,北京,バンコク,パリ
パソコンや携帯のメールに使う、(^o^) や(T_T)などのマークを何といつ ?,文系,槍文字,顔文字,丸文字,鐘文字,顔文字
春闘などの労働争議の際に聞く、賃金の引き上げを指す「ベア」とは、何という言葉の略 ?,文系,ベースアクション,ベースアタック,ベースアップ,ベースアシスト,ベースアップ
日本一高い山の名前がつけられた、静岡県の空港はO〇〇静岡空港。)(つうは何 ?,文系,富士山,鳥海山,阿蘇山,大雪山,富士山
"国会議事
富が
あ
る都道府県
県はどこ
この",文系,愛知県,東京都,宮城県,兵庫県,東京都
学生街として知られる「カルチェ・ラタン」といえば、どこの都市にある地区 ?,文系,パリ,シドニー,ソウル,カイロ,パリ
"SF作家の芳樹、草川賞作家の慎弥、政治家で
*もあ
と<    テー
巴の計あき!
=
共通する名字は何 ?",文系,条水,工藤,田中,有村,田中
「ゆうちょ銀行」の「ゆう」とは、何という言葉の略 ?   」,文系,有効,夕刊,摂介,融資,摂介
次のうち、江戸時代に寺子屋が教育の基本とした学問にあてはまらないの】たず。化2,文系,書き,体育,読み,そろばん,体育
次のうち、京都市内を流れる一級河川はどれ2  ー,文系,かも川,はと有川|,さじ川,たか川|,かも川
映画にも描かれたイギリスの「タイタニック号」といえば、どんな乗り物 ?,文系,攻気機関車,ジャンボジェット,胡華客船,スペースシャトル,胡華客船
切手の図案にも控用された、江戸時代の画家・其川師定の代表作は何 ?,文系,見返り美人図,うつむき美人図,振り返り美人図,振り向き美人図,見返り美人図
後の三国時代のきっかけとなった、184年に中国で起きた農民反乱は回角,文系,黄巾の乱,紅巾の乱,緑由の乱,育巾の乱,黄巾の乱
上杉謙信と対立し、数度にわたって川中島で戦った、戦国時代の武将は上:壮4,文系,吉田成,起田信玄,,"在賀:
源内",起田信玄
チェジュ航空、アシアナ航空、大韓航空といえば、どこの国の航空会吐?,文系,南アフリカ,メキシコ,イタリア,韓国,韓国
身体をいたわるために、お酒を飲まない日のことを何という ?,文系,休心日,休肺日,休肝日,休胃日,休肝日
飛行機同士が、あやうく接触しそうなほどに接近することを何という 2,文系,プロミス,ニアミス,スペルミス,マークミス,ニアミス
モンゴルが陸地で接している2つの国は、中国とどこ ?,文系,ロンア,フィリピン,サウジアラビア,タイ,ロンア
戯曲『品ミオとジュリエット』で、ロミオとジュリエットの性別について正しいのは次のうちどれ?,文系,ロミオが男,2人とも男,2人とも女,ジュリエットが男,ロミオが男
次のうち、青森県にある生島はどれ 2?,文系,上北條島,左北千島,下北千島,石北千島,下北千島
1869年に設立されたアメリカの投資家行、つつつ・サックス。〇〇〇は回角,文系,シルバーマン,ゴールドマン,ブロンズマン,プラチナマン,ゴールドマン
「ハウツー本」といえば、次のうちどんな書物のこと ?2,文系,随筆,聖書,入門書,小説,入門書
「三井住友銀行」をアルファベット4文字の略称で何という ?,文系,JARO,SMBC,NASA,KTKR,SMBC
株価指数の「TOPIX」で対象となっているのは、何という証券取引所に上場されている銘柄 ?,文系,編岡証券取引所,東京証券取引所,札幌証券取引所,大阪証券取引所,東京証券取引所
日本の省庁で、目衛隊の管理を担当GAとの】たす257    「,文系,,,防衛省,外務省,防衛省
章話赤ずきんの中で、赤ずきんは誰のところにお見舞いに行った?,文系,おばあさん,おじいさん,お母さん,"お父
さん",おばあさん
キリスト教宣教師の名前が付けられた、ロシア語の表記に使われる文どゴちくに 2,文系,線文字A,キリル文字,インダス文字,ロンゴロンゴ,キリル文字
1615年の大坂夏の陣で、徳川家康を追いつめたエピソードで知られる戦国武将は誰 ?,文系,真田信勝,真田信之,真田昌幸,真田幸村,真田幸村
ハワイにある有名なビーチは?,文系,チェジュ島,須磨浦公園,ワイキキ,江の己,ワイキキ
次のうち、国旗に十字がデザインされている国はどれ?,文系,イタリア,ノルウェー,インド,スペイン,ノルウェー
歴史上の人物で、頼道、道長といえは何氏 ?,文系,在氏,北条氏,源氏,藤原氏,藤原氏
日本で最も人口が多い市はどこ ?,文系,千葉市,横浜市,さいたま市,水戸市,横浜市
岡山県児島と香川県坂出を結ぶ、本州と四国の連絡橋となっている橋は回角,文系,在戸大橋,若戸大橋,瀬戸大橋,三条大橋,瀬戸大橋
日本の道路標識で、「止まれ」といえば、その形は何 ?    -,文系,逆三角形,四角形,円,五角形,逆三角形
昔話「さるかに合戦」に登場しない1の0】ちず20ル         -,文系,果,農,日,蜂,農
「TOPIX」といえば、どんなものの値段の変化に関する指標 ?,文系,生活必需品,米,ドル,株式,株式
海に面していない都道府県は全国にいくつある?,文系,100,8,23,0,8
「七条」 「清水五条」「和祇園四条」といった駅がある都道府県はどこ ?2,文系,奈良県,大阪府,滋貨県,京都府,京都府
=MMILiieofIIIEYのElle見られる、民家の建築様式は何 ?,文系,拝礼造り,合掌造り,御辞儀造り,挨拶造り,合掌造り
『限りなく透明に近いブルー』 の作者と、『ノルウェイの森』の作者に共通する名字は何 ?,文系,木下,木本,池田,村上,村上
豊臣秀吉のバテレン追放令で追放が命じられたのはどんな宗教の宣教山訂,文系,ヒンドゥー教,イスラム教,キリスト教,仏教,キリスト教
日本の歴代首相で、一郎、由紀夫に共通する名字は何 ?,文系,鳩山,伊藤,吉田,田中,鳩山
アメリカのスリーマイル島、旧ソ連のチェルノブイリといえは、どんな事故があったことで有名 2?,文系,原発事故,落艇事故,海難事故,鉄道事故,原発事故
中国の歴史書 『三国志』の「三国」とは、呉、劉と何?    ーー,文系,斉,禁,秦,侵,侵
専用の道ではなく、市街の一般道路の上を運行する電車を特に何という?,文系,花電車,郊外電車,無軌道電車,路面電車,路面電車
キム・イルソンといえば、どこの国の初代国家主席 ?,文系,インド,ベトナム,北朝鮮,中国,北朝鮮
次のうち、日本の政府にはない役有職はどれ2?,文系,内閣総理大臣,大統領,最高裁列所長官,天星,大統領
保険のCMなどでよく聞く「損保」とは、何という言葉の略2,文系,損失保険,損傷保険,損盆保険,損害保険,損害保険
"選挙権や被選挙権などのような、民が政治にかか+
治にかか
台にかかわることができる権利を何という ?",文系,参政権,零政権,式政権,壱政権,参政権
サービスや商品に対して不当に高額な金額を要求する店のことを何という?,文系,ほったくり,どケチ,閉店するする誕黄,価格破壊,ほったくり
日本の元号で、最も長く続いたのは何 ?,文系,明治,文禄,大化,昭和,昭和
小説『海辺ひのカフカ』や『ノルウェイの森』などの作品がある作家は誰 ?,文系,村上秋樹,村上夏樹,村上冬樹,村上春樹,村上春樹
次のうち、鎌倉時代未期から戦国時代にかけて活躍した載送業者はど_れ?,文系,牛借,鳥借,犬借,馬借,馬借
房総生島の大部分が含まれる都道府県はどこ? _。     「,文系,石川県,千葉県,北海道,和歌山県,千葉県
日本で最も人口が多い市はどこ?,文系,水戸市,横浜市,千葉市,さいたま市,横浜市
「LA」と上されるアメリカの都市はどこ2?,文系,ライプチヒ,ローランド,ロサンゼルス,ラップランド,ロサンゼルス
「威光」といえば、次のうちどんな力を意味する言葉 ?,文系,人を安心させる,人を悲しませる,人を怒らせる,人をおそれさせる,人をおそれさせる
ことわざで「地固まる」といわれるのは、何が降った後?,文系,"コ 所
ーー",みぞれ,ひよう,"hu hu
Wi","hu hu
Wi"
16世紀に「無敵艦際」と呼ばれた艦隊を保持したフェリペ2世といえば、どこの国の国王 ?,文系,スペイン,エジプト,アメリカ,トルコ,スペイン
オリーブやワインの生産が盛んな、イタリアに属する地中海最大の島はどこ2,文系,リベリア鳥,アリア島,アナトリア島,シチリア島,シチリア島
山陽新幹線と九州新幹線の分岐駅でもある九州地方の駅は何駅 ?,文系,博多駅,新大阪駅,岡山駅,広島駅,博多駅
アメリカの国旗「星条旗」に描かれた50個の星が表しているものは何 ?,文系,民族の数,島の数,条文の数,州の数,州の数
