Q,Category,K1,K2,K3,K4,A
「交差跳び」 「二重跳び」「あや就び」といえば、何の技?,スポーツ,馬跳び,縄跳び,垂直跳び,うさぎ跳び,縄跳び
竹刀という道具で打ち合う、日本生まれの武道は何 ?,スポーツ,雑刀,剣道,相撲,弓道,剣道
日本の格闘技「すもう」は次のうちどれ?2       -,スポーツ,相撲,相殺,相模,相生,相撲
次のうち、泳げない人を例えるのに使われる道具はどれ?2,スポーツ,カナヅチ,ノコギリ,バール,ボンド,カナヅチ
野球で「エンタイトルツーベース」を打ったときの塁打数はいくつ?,スポーツ,S,2,9,],2
東京六大学野球で、リーグ戦で優勝経験のない大学はどこ ?,スポーツ,慶応義塾大学,明治大学,東京大学,早稲田大学,東京大学
サッカーJリーグで、得られる勝ち点が最も少ない試合結果は、次のうちとれ?,スポーツ,1点差で勝ち,負け,3点差以上で勝ち,引き分け,負け
陸上競技場の走路を指す言葉はどれ 2?,スポーツ,トラック,バス,バイク,タクシー,トラック
「氷上のチェス」とも呼ばれることがあるスポーツは何?,スポーツ,セーリング,カーリング,ローリング,ツーリング,カーリング
野球でデッドボールになった時、打者は何塁に進泉できる ?,スポーツ,三罰,二塁,一怪,本塁,三罰
サッカーの試合で、「ブーイング」を行うのは、普通、誰 ?,スポーツ,観客,実況アナウンサー,監督,番者,観客
ミサンガが日本で流行するきっかけとなったスポーツは何 ?,スポーツ,バスケットボール,テニス,バレーボール,サッカー,サッカー
スノーボードで、トリック中にボートを手で掴むテクニックを何という ?,スポーツ,グラブ,プレス,オーティー,シフティー,グラブ
登山の道具で、「シュラーフザック」「スリーピングバッグ」といえば何のこと ?,スポーツ,地図,登山靴,方位磁針,遂袋,地図
甲子園で行われる高等学校の野球大会で、負けたチームが持ち帰るのは甲子園の「何」 ?,スポーツ,土,草,客席,レンガ,土
ジョージ・ニッセンが考案した、弾力性のあるマットをフレームにはった和器具は何 ?,スポーツ,トランペリン,トランボリン,トランプリン,トランパリン,トランボリン
次のうち、フットサルの起源ともいえるスポーツはどれ2?,スポーツ,サッカー,レスリング,バドミントン,ゲートボール,サッカー
ロンドン北西部にあるサッカー競技場で、「サッカーの聖地」という異たラッルっ1のゆ】たく円肝2,スポーツ,横浜スタジアム,味の素スタジアム,東京ドーム,ウェンブリースタジアム,横浜スタジアム
ビリヤードで、ゲーム開始時に行われるショットは何?2,スポーツ,ブレイクショット,フォローショット,キャノンショット,キスショット,ブレイクショット
「スタンドオフ」や「フルバック」などのポジションがあるスポーツは回角,スポーツ,カーリング,ビーチバレー,ラグビー,水球,ラグビー
スポーツの試合を彩るチアガールの「チア」は、元々どんな意味 ?,スポーツ,勢い,悩殺,声拓,休憩,声拓
アメリカンフットボールのポジショ6ちの!⑨7A9リルン4 昌吉全(⑥!人の]入る言葉は何 ?,スポーツ,"クア
ッド",クイック,クォーター,クイズ,クォーター
次のうち、「マットに沈む」という表現が使われるスポーツはどれ 2?,スポーツ,カーリング,ボクシング,ウェイトリフティング,フェンシング,ボクシング
次のうち、Jリーグの横浜F・マリノスの公式マスコットキャラにいるのはとどれ?,スポーツ,マリノス蘭,マリノス坊主,マリノス嬢,マリノス君,マリノス君
格闘技の「カラリパヤット」が生まれた国はどこ ?     」,スポーツ,韓国,インド,中国,日本,インド
オリンピック種目の「オープンウォーター〇〇〇」。〇〇〇に入る言葉は何 ?,スポーツ,ファイリング,ダンシング,スイミング,ファイティング,ファイリング
サッカーの試合前に行われる、投げた硬貨の裏表で前邊に攻めるゴールを決めることを何という?,スポーツ,コインマス,コインパス,コインデス,コイントス,コイントス
野球などで、「ヘッスラ」と略されるプレーは「ヘッドO〇O〇O〇」』 。 のOO〇つつは何 ?,スポーツ,スライディング,スランプ,スライダー,スラッガー,スライディング
『サッカーW杯」などという時のWは何の略 ?   」,スポーツ,ホワイト,ワールド,ウィニング,レスリング,ワールド
相撲で「土がつく」とは次のうちどんな事を指す?,スポーツ,取組で負ける,まわしを締める,横綱になる,ちゃんこを食べる,取組で負ける
毎年秋にF1の日本グランプリが人行われるサーキットはどこ2?,スポーツ,ツインリンクもてぎ,富士スピードウェイ,筑波サーキット,銘鹿サーキット,銘鹿サーキット
プロ野球の巨人の親会吐 といえば、次のうちどんな会証 ?,スポーツ,IT企業,新聞往,自動車メーカー,酒造メーカー,新聞往
プロ野球で、「若トラ」といえは、どこのチームの若手選手のこと ?,スポーツ,阪紳,中日,西武,オリックス,阪紳
陸上の110mハードルで、跳び越すハドルは全部で何台 ?,スポーツ,10台,8台,11台,16台,10台
プロ野球で、シーズンオフに「FA家言」をするのは、次のうちどの人 ?,スポーツ,選手,観客,コミッショナー,番者,選手
陸上の4x100mリレーで、1チームで計る距離の合計は何m ?,スポーツ,100m,1600m,400m,800m,100m
野球のポジションで「SS」と表記されるのはどこ?   -,スポーツ,セカンド,ショート,キャッナチャー,センター,セカンド
次のうち、「ロスタイム」があるスポーツはどれ2?    -,スポーツ,綱引き,スピードスケート,テニス,ラグビー,ラグビー
相撲の決まり手で「押し〇〇」「寄り〇〇〇」「浴びせ〇〇〇」に共通して入る言葉は何 ?,スポーツ,戻し,殺し,返し,倒し,倒し
大相撲で、式守家、木村家という2つの家が務める役職は何 ?,スポーツ,親方,行本,アナウンサー,呼び出し,行本
タレントとしても活躍する本田望結といえば、どんなスポーツの選手?,スポーツ,キックボクシング,ビーチバレー,乗 馬,フィギュアスケート,キックボクシング
プロ野球などのようにコルク素材のボールを使う野球を、「軟式野球」に対して何という ?,スポーツ,剛式野球,硬式野球,柔式野球,失式野球,硬式野球
ラグビーで「バイスキャプテン」と呼ばるのは、次のうちどの役目の人 ?,スポーツ,副主将,,負傷者,控え選手,副主将
はあたっうき由具アソヒゴョlkGPy/中<の有名な感想を残した、シドニー五輪の金メダリストは誰 ?,スポーツ,上野由岐子,高橋同子,吉田沙保里,田村亮子,上野由岐子
野球から派生した、投手は下手投げで、野球よりも大きなボールを使う呪技といえば何 ?,スポーツ,ラケットボール,ソフトボール,ハンドボール,ポートボール,ソフトボール
優勝者に「グリーンジャケット」が贈られる「マスターズ」といえは、どんなスポーツの大会 ?,スポーツ,野球,テニス,サッカー,ゴルフ,ゴルフ
ハンマー投の日本記録を持っている、兄・広治、妹・由佳といえば彼2のとうにコたき,スポーツ,塚原,田中,詩伏,今西,塚原
大相撲で、自分よりも先に相撲部屋に入門した力士のことを何という 2?,スポーツ,妹弟子,第第子,兄尼子,姉弟子,妹弟子
次のうち、陸上の「クラウチングスタート」で選手がとる姿勢はどれ ?,スポーツ,かがむ,後ろを向く,寝そべる,立つ,かがむ
次のスポーツのうち、ラケットを用いない競技はどれ?,スポーツ,卓球,バレーボール,テニス,バドミントン,バレーボール
大相撲の興行が行われる「国技館」がある東京の街はどこ ?,スポーツ,両国,市ケヶ谷,水道橋,秋葉原,両国
スポーツなどの勝負で、わざと相手に負ける不正を一般に何という2?,スポーツ,八白長,九百長,七白長,八白長,八白長
野球のシングルヒットのことを「長打」に対して何という ?,スポーツ,単打,微打,貧打,小打,単打
次のうち、チャリロトという車券の類がある公営競技はどれ2?,スポーツ,癌輪,オートレース,,巡艇,癌輪
サッカーくじ・totoで、賞金を多回以降に繰り越すことを何という ?,スポーツ,ゲームオーバー,キャリーオーバー,クロスオーバー,ハングオーバー,キャリーオーバー
バレーボールで、スパイクを打つためにセッターが打ち上げたボールを何という3?,スポーツ,ドリブル,トス,ブロード,サーブ,トス
アメリカの格闘技団体 「UFC」の「C」は何の略 ?             「,スポーツ,チャンピオンシップ,セレモニー,キューティー,チョイス,チャンピオンシップ
"スポーツの試合中にある休憩時間のことを、英
、英語で何という ?  「",スポーツ,インターネット,インターバル,インターンシップ,インターチェンジ,インターバル
高校野球の強朋校、報徳学園、東洋大姫路高校があるのは何県 ?,スポーツ,兵庫県,富山県,広島県,石川県,兵庫県
頭脳戦が展開されることから「氷上のチェス」とも呼ばれるウィンタースポーツは何 ?,スポーツ,アイスホッケー,フィギュアスケート,カーリング,ボブスレー,カーリング
プロ野球で、球団と契約しているものの、1軍の公式戦には出られない選手を指す言葉は次のうちどれ ?,スポーツ,完成選手,育成選手,成選手,合成選手,育成選手
広島、中日、巨人などの6球団が所属する日本プロ野球のリーグは何 ?,スポーツ,ナショナルリーグ,セントラルリーグ,パシフィックリーグ,Jリーグ,セントラルリーグ
次のうち、「21世紀枠」や「紳宮枠」などの出場枠がある大会はどれ?,スポーツ,春の選抜高校野球,サッカーW杯,相根駅伝,冬季オリンピック,春の選抜高校野球
テニスやバレーボールで攻撃側が最初に球を打ちこむことを何という ?,スポーツ,ドロップ,キープ,ターフ,サーブ,サーブ
次のうち、野球で、守備側の作戦であるものはどれ?2,スポーツ,満点策,満月策,満回策,満足東,満回策
野球で、遊撃手といえばどこのボポジションのこと2,スポーツ,ファースト,セカンド,サード,ショート,ショート
野球で、三塁に走者がいるときにバントをすることを特になんという ?,スポーツ,スクビー,スクアム,スクアー,スクイズ,スクイズ
野球で、投手の投球が打者に当たった結果、一塁への進塁権が得られることを何という?,スポーツ,デッドボール,ファウルボール,フォークボール,フォアボール,デッドボール
次の高校野球の常連校のうち、東北地方にあるものはどれ2?,スポーツ,愛工大名電,広島商,智狂和歌山,仙台育英,仙台育英
次のうち、韓国生まれの格闘技はどれ 2?,スポーツ,レスリング,K-]1,ボクシング,テコンドー,テコンドー
次のうち、野球のスコアリングポジションと同じ意味はどれ ?,スポーツ,"4ニー|      ロ
得点圏",併殺打,欄打,二遊間,"4ニー|      ロ
得点圏"
プロ野球のチームで、これまで日本になった回数がもっとも多いのはどご2,スポーツ,阪紳,ソフトバンク,巨人,西武,巨人
オリンピックの女子マラソンで金メダルを獲得した2人の日本人は、野口みずさきと誰 ?,スポーツ,涼井陽子,高橋同子,千葉真子,有森裕子,高橋同子
次のうち、公認の世界記録が最も速い水泳の種目はどれ ?,スポーツ,100m自由形,100m背泳ぎ,100mバタフライ,100m在泳ぎ,100m自由形
スポーツの競技会に必要な「エントリー」。 日本語では一般的に何という?,スポーツ,途中茎権,選手宣匠,出場登録,準備体操,出場登録
バレリーナや体操選手が行う、片足で立ち、もう一方の足を顔の横まで上げるポボーズを何という ?,スポーツ,"T字
バラン
ス","Y字
バラ
ン
Z4","S字
バラン
ス","X字
バラン
ス","Y字
バラ
ン
Z4"
"卓球台
のふち
ヽちのこ
ことを何という ?",スポーツ,ライン,ポケット,エッジ,サイド,エッジ
足を開いた姿勢から、両手を横方向につき、倒立の姿勢を経て1回転すとしさとゴのに4た9申計2,スポーツ,側転,速転,即転,促転,側転
「かくりゆう」。 漢字ではどう書く?,スポーツ,時章,角間,鶴間,各間,鶴間
次の泳法のうち、100mの世界記録のタイムが最も短いのはどれ?,スポーツ,年泳ぎ,バタフライ,自由形,育泳ぎ,自由形
"スポーツで、どのチームとも自由に契約を結ぶことが
ことができる選手の
ことを何という ?",スポーツ,フリーキック,フリーライター,フリースロー,フリーエエージェント,フリーエエージェント
メジャーリーグのマイアミ・マーリンズの「マーリン」とは、次のうち回のと:導4,スポーツ,魚の名前,花の名前,昆虫の名前,鳥の名前,魚の名前
サッカーなどで、得点に直接つながるパスを和送ることを何という 2?2,スポーツ,サービス,アテンド,ヘルプ,アシスト,アシスト
次のうち、最もスピードが出る競技はどれ2?,スポーツ,競歩,ボブスレー,"立立*マ
呪涼",マフソン,ボブスレー
プロ野球などで、2年以上の年数で選手契約をすることを何という 2?2,スポーツ,複加年契約,複合年契約,複雑年契約,複数年契約,複数年契約
水泳で、両手の動きがチョウに似てしることから名付けられた涼法は何 ?,スポーツ,ブレスト,バタフライ,バック,クロール,ブレスト
が立つ位置は次のうちどこ ?  「,スポーツ,中央,右,決まっていない,左,中央
セ・リーグの球団・ドラゴンズの親会吐である新聞填はどこ?,スポーツ,読売新聞,毎日新聞,産経新聞,中日新聞,中日新聞
次のうち、毎年11月に開催される、高校・大学野球の大会はどれ ?,スポーツ,千葉マリン野球大会,西武ドーム野球大会,東京ドーム野球大会,明治御宮野球大会,明治御宮野球大会
現役を引退することを「バットを置く」と表現するのは、どんなスポーツの選手 ?,スポーツ,ラグビー選手,サッカー選手,野球選手,テニス選手,野球選手
野球で、押し出しのフォアボール。この時、攻撃側には何点入る ?,スポーツ,4点,1点,2点,3点,1点
サッカーでよく言われる、途中出場で試合の流れを変えることができる選手を何という?,スポーツ,スーパーサブ,スーパーラブ,スーパーカブ,スーパーハブ,スーパーサブ
野球で、大きく打ち上がった打球のことを何という ?,スポーツ,ポワレ,フライ,ムニエル,トースト,フライ
次のうち、ラグビーの選手を指す言葉はどれ?2,スポーツ,ゴルファー,ラガーマン,アルピニスト,チェリスト,ラガーマン
次のうち、スキージャンプにおいて「飛行」という意味がある言葉はどれ?,スポーツ,ハイライト,サテライト,リライト,フライト,フライト
野球の守備などで、称賛されるような見事なプレーを何という ?,スポーツ,スタンドプレー,セットプレー,ファインプレー,ダブルプレー,ファインプレー
大相撲の「三賞」といえば、殊動賞、技能賞とあと1つは何賞 ?,スポーツ,手塚沿,沢村賞,星雲抽,敢闘員,敢闘員
"プロのボクサーやレスラーが、競技や試合で使う
う名前を何という?",スポーツ,リングネーム,コードネーム,ミドルネーム,ペンネーム,リングネーム
ボクシングの「亀田三冗弟」で長男は誰 ?,スポーツ,亀田史郎,亀田和毅,亀田興毅,亀田大教,亀田興毅
_。 テニスのコート「〇〇〇コート」、皿を銃で撃つ競技「〇〇〇射撃」。CXうに共通する言葉は何 ?,スポーツ,プレー,ボレー,クレー,バレー,クレー
9人制のものを特に「ママさん」を冠して呼ぶこともある球技は何 ?,スポーツ,ドッジボール,バレーボール,ゲートボール,バスケットボール,ドッジボール
次のうち、ウエイトリフティングで持ち上げるものはどれ?,スポーツ,段ボール,バーベル,人,旬,バーベル
次のうち、サッカーの試合終了時に主審がすることはどれ?,スポーツ,服を脱ぐ,笛を吹く,花火に火をつける,叫び声をあげる,笛を吹く
15人参加のゴルフコンペぺで、ただ当計4がと| Eiなひっ<ル2,スポーツ,8位,2位,14位,10位,14位
次のうち、競技者が素手で行うスポーツはどれ2  ーー,スポーツ,野球,フェンシング,剣道,相撲,相撲
スポーツ選手につけられた愛称「ハンカチ〇〇」「はにかみ〇〇」「ひねり〇〇」の〇〇は何 ?,スポーツ,王様,姫様,土子,女王,土子
野球に似たスポーツ「ハンドベースボール」で、バットの代わりに使われるものは何 ?,スポーツ,グローブ,ラケット,手,ほうさ,手
野球の国際大会の「WBC」。Wは何の略 ?       -,スポーツ,レスリング,ウォー,ワールド,ワンダフル,ワールド
次のうち、水泳の練斬に使われる道具にあるのはどれ2,スポーツ,さんま板,タモリ板,ビート板,ジョージ板,ビート板
プロ野球の楽天などで監督を務めた星野仙一。現役時代のポジションはどこだった?,スポーツ,内野手,捕手,外野手,投手,投手
陸上のリレーに出る人を 「走者」といいますが、競泳のリレーに出る人を何という ?,スポーツ,泳者,奏者,曲者,演者,泳者
次のうち、サッカー選手が試合で必ず着用しなくてはいけないものはどれ?,スポーツ,カーディガン,腹巻き,マフラー,ストッキング,ストッキング
ボートレースのコースは1周何m ?,スポーツ,600m,60000m,60m,6000m,600m
興毅、大毅、和毅といえば「何三兄弟」 ?,スポーツ,観田,亀田,猫田,犬田,亀田
次のうち、新体操の道具にないものはどれ2?,スポーツ,ボール,バット,フープ,リボン,バット
サッカーJリーグで、試合に勝った時に入る勝点は何点 ?,スポーツ,3点,1点,0点,1.5点,3点
キックボクシングの原型にもなった、タイの国技である格闘技は何 ?,スポーツ,ムエタイ,テコンドー,カポエイラ,北斗紳源,ムエタイ
野球で、打球や送球が、バウンドせずに直接キャッチされることを何という ?,スポーツ,セレクト,コレクト,ネグレクト,ダイレクト,ダイレクト
熱狂的な支持が行き過ぎて、虹力行為に出るようになったサッカーファンのことを何という ?,スポーツ,イデオンガン,スタンガン,トップガン,フーリガン,フーリガン
次のうち、氷上のスポーツではない競技はどれ ?,スポーツ,テコンドー,アイスホッケー,スケート,カーリング,テコンドー
野球の「トンネル」。ここでいう「トンネル」を通過したものは何 ?,スポーツ,観客の歓声,バット,ランナー,ボール,ボール
スノーボードで、ジャンプを表わす言葉はどれ ?,スポーツ,ダッシュ,グラブ,エア,ヒット,エア
マラソンなどで、選手同士がごちゃごちゃと固まっている様子を何という?,スポーツ,大奄,かりんとう,せんべい,団子,団子
次のうち、フェンシングの種目にあるものはとどれ?,スポーツ,フルーム,フルーツ,フルート,フルーレ,フルーム
次のうち、体操の種目にあるのはどれ 2?,スポーツ,滑り台,ブランコ,ジャングルジム,映棒,映棒
ウパのわる28靖ア4昌E2545i【ひとub/ない都道府県はどこ ?,スポーツ,愛知県,京都府,忠岡県,広島県,京都府
次のうち、野球の「強打者」 を意味する言葉はどれ2  」,スポーツ,ハンバーガー,スラッガー,ブラックタイガー,ドッペルゲンガー,スラッガー
サッカー日本女子代表チームの愛称は何 ?,スポーツ,たんぼぼジャパン,ひまわりジャパン,なでしこジャパン,ひなぎくジャパン,なでしこジャパン
スポーツの大会などで、優勝カップの代わりに贈られる複製品を何という?,スポーツ,マネキン,ジオラマ,ダビング,レプリカ,レプリカ
サッカーで、前線のポジションの「LW」「RW」の「W」は何の略 ?,スポーツ,ウイング,ワイド,ホワイト,ライト,ウイング
"野球の世界大会「WBC」の「C」が表す英
英単語は何 ?   -",スポーツ,チャレンジ,クラインス,セレモニー,クラシック,クラシック
顔をしかめて走ることから名付けられた、往年の陸上選手・ザトペックの異名は何 ?,スポーツ,人間三輪車,人間一封車,人間鈍行列車,人間機関車,人間機関車
西武ライオンズの中村剛也の愛称は、次のうちどれ?2,スポーツ,はらペべぺこ君,もう一杯君,まんぷく君,おかわり君,おかわり君
トリノ五輪とてバンクーバー五輪で活曜した、「マリリン」という愛称で親しまれるカーリング選手は誰 ?,スポーツ,近江谷杏楽,石崎琴美,本橋硫里,目黒萌絞,本橋硫里
次のうち、プロ野球の打者の「三冠王」に含まれるタイトルはどれ2?,スポーツ,最多盗塁,最多打点,最高出塁率,最優秀防御率,最多打点
次のうち、プロ野球の打者の「三冠王」に含まれるタイトルはどれ2?,スポーツ,自位打者,最多次塁,最多勝利,最多セーブ投手,自位打者
アーチェリーで的に当てるものは円時,スポーツ,矢,,ボール,石,矢
次のうち、フランス語に由来するとされる、綱引きのかけ声はどれ?,スポーツ,オーエー,オーエス,オーエヌ,オーエル,オーエー
「サインボール」といえば、ボールに書かれてるものはふつう何 ?,スポーツ,風景画,選手の名前,フェルマーの最終定理,心の間,選手の名前
背中の筋力を示した「背筋力」は、どのような単位で表される?,スポーツ,キロノット,キロメートル,キロワット,キログラム,キログラム
野球で、「三振」といえば、打者が投手から何を3つ取られること 2?2,スポーツ,アウト,ボール,ファウル,ストライク,アウト
卓球のラケットを覆っている、ゴムシートは何 ?,スポーツ,ラバー,ババー,アバー,カバー,ラバー
野球で、5回終了まで進まずに試合が不成立になることを何という ?,スポーツ,ノーゲーム,ウォーゲーム,デーゲーム,ローゲーム,ノーゲーム
次のうち、選手が試合中に水着を着用する競技はどれ?2,スポーツ,レスリング,相撲,"立立*マ
呪涼",スピードスケート,"立立*マ
呪涼"
陸上競技のうち、走り幅跳びや三段中びは特に「何競技」と呼ばれる ?,スポーツ,跳躍競技,射撃競技,滑降競技,投てき競技,跳躍競技
次のうち、剣道で、「垂」という道具をつける体の部分はどこ ?,スポーツ,両肩,腰のあたり,足自,ひざの下,腰のあたり
大相撲の番付の2つの分類とは、何と何?   「,スポーツ,表と裏,和と悪,西と東,非と宙,西と東
野球の投手の「ウイニングショット」を、日本語では何という ?2,スポーツ,決め球,止め球,諦め球,締め球,決め球
自動車競技で、マシンが他のマシンなどにぶつかって回転してしまうことを何という ?,スポーツ,エンスト,スピン,オーバーヒート,リタイア,スピン
試合会場外の大型映写装置でスポーツを観戦する方式「パブリックCでCO(〇」 o 〇〇〇は何 ?,スポーツ,シンキング,リスニング,ドローイング,ビューイング,ビューイング
"二人が手を握り合って互いに腕を倒し合い、
W 押し
伏
LCぎ/たるpル^メ
勝
ち
とする競技を何という ?",スポーツ,腕空手,腕相撲,腕柔道,腕体術,腕相撲
野球で、打者は投手から何回ストライクを取られるとアウトになる ?,スポーツ,2回,1回,3回,4回,3回
11人1チームで行われるスポーツ「アメフト」とは何の略 ?,スポーツ,アメジストフットワーク,アメリカンフットボール,アメダスフットサル,アメーバフットケア,アメリカンフットボール
柔道の試合場に表かれているものは円時,スポーツ,沖,砂,丸太,和紙,沖
「ハリルジャパン」 「ザックジャパン」といえば、どんなスポーツの日本代表の通称 ?,スポーツ,バレーボール,サッカー,テニス,野球,サッカー
ラグビーの第1回ワールドカップの優勝国はどこ ?,スポーツ,アイスランド,ニュージーランド,ポーランド,フィンランド,ニュージーランド
次のうち、日本で生まれたスポーツはどれ2?,スポーツ,ゲートボール,トライアスロン,テコンドー,ボウリング,ゲートボール
正式には「側方倒立回転跳び4分の1ひねり後る向き」という、体操競技の技は何?,スポーツ,ツモダート,ポンダート,チーダート,ロンダート,ロンダート
サッカーで、ゴールをめがけてボールを蹴る行為を指す言葉はどれ?,スポーツ,カーブ,シュート,シンカー,フォーク,シュート
ゴルフクラブの先端の、ボールを打つ部分を総称して何という ?,スポーツ,ヘッド,ハンド,レッグ,ショルダー,ヘッド
武道で、攻撃と防御の規範となる様式のことを何という 2?2,スポーツ,選,固,電り,片,電り
テニスやバレーボールなどで、試合を始める時に最初に球を打ち出すことを何という ?,スポーツ,スマッシュ,サーブ,レシーブ,トス,サーブ
次のうち、NBAのチーム名にあるものはどれ2?,スポーツ,シャトルズ,グライダーズ,ロケッツ,ジェエッソツ,ロケッツ
大相撲で、大関が負け越したら関脇に喚沙してしまう場所を何という ?,スポーツ,令番,角番,下番,日番,角番
野球の始球式が行われるのは、普通、次のうちどのタイミング ?,スポーツ,ラッキーセブン,"試合
開始前",試合終了直後,5回裏終了後,"試合
開始前"
スポーツで、極度の集中状態にあることを「〇OO〇の〇に入る」という。〇(つうは何 ?,スポーツ,フラッシュ,トリップ,ゾーン,スター,ゾーン
イタリアのACミランなどが所属する有名なプロサッカーリーグは何?,スポーツ,サンパウロリーグ,ローマオープン,ブンデスリーグ,セリエA,セリエA
サーファーのような格好をしているものの、 実際にはサーフィンをしない人を俗に何という ?,スポーツ,空サーファー,風サーファー,山サーファー,陸サーファー,陸サーファー
指名打者を除くと、    「野球の先発メンバーは1チーム何人 ?,スポーツ,15人,7人,9人,11人,9人
アテネ五輪、北京五輪の邊泳ぎで、金メダルを獲得した日本人選手は上:壮4,スポーツ,西島康介,東島康介,北島康介,南島康介,北島康介
野球で、1シーズンで、 首位打者、本塁打王、打点二になることを何という ?,スポーツ,三割王,三番土,三嘩王,三福土,三福土
次のうち、「マインドスポーツ」に稿まれる競技はどれ?,スポーツ,プロレス,ラグビー,チェエス,ビリヤード,チェエス
元アイドルの森且行が選手として活躍している公営競技は何 ?,スポーツ,誠般,,避輸,オートレース,オートレース
バレーボールで、上に高く打ち上げるサーブを何という3?,スポーツ,屋根サーブ,青空サーブ,天井サーブ,宇宙サーブ,天井サーブ
次のうち、セーリング競技に使われるヨットに装着されていないものはどれ?,スポーツ,帆,マスト,スクリュー,ロープ,スクリュー
"サッカーのポジションの「フォワード」を、ア
、 ブフ   アベ
ルファベット2字ではどう表記する ?",スポーツ,FR,FO,FW,FD,FW
"日本語
本語では
! 「挙闘」とも表記す
記するスポーツは何?",スポーツ,アーチェリー,ラグビー,ボクシング,ラクロス,ボクシング
サッカーで、アルファベット2文字で 「OG」と略記される記録は何 2,スポーツ,オブジェクトゴール,オフェンスゴール,オッドゴール,オウンゴール,オブジェクトゴール
サッカーの年齢制限のU-23。出場できるのは最高で何歳 ?,スポーツ,23歳,20歳,24歳,21歳,23歳
次の陸上競技の種目のうち、普通、立った状態でスタートするものはどれ?,スポーツ,100m走,110mハードル,マフソン,200m走,マフソン
"スキーの基本技術 「ボーゲン」の足の状態を表現するときに一般にたとえとレシ>人多p胡あ""4にコたく貴4",スポーツ,,ハ,ノ,メ,ハ
つぎのうち、武道のなぎなたにあって剣道にない決まり手は何 ?,スポーツ,画,小手,すね,胴,すね
「キング・カズ」と呼ばれるサッカモトとと:直人,スポーツ,石井一久,三浦知良,長嶋一茂,清原和博,三浦知良
バレーボールで、攻撃のためにボールをネット際に打ち上げることを何という2,スポーツ,トス,サーブ,スパイク,アタック,トス
次のうち、ゴルフクラブの種類の和計にあるのはどれ ?2,スポーツ,鉛,鉄,金,銀,鉄
次のスポーツのうち、味方同士でもボールの受け渡しを行うものはどれ?,スポーツ,バドミントン,テニス,サッカー,卓球,サッカー
ウサイン・ボルトといえば、どこの国の出身 ?,スポーツ,アメリカ合衆国,ジャマイカ,フラフランス,カナダ,ジャマイカ
次のうち、読売巨人軍などに所属していた駿田真澄本手が、主に守っていたポジションはどれ2?,スポーツ,投手,捕手,外野手,内野手,投手
相撲で、組んだまま相手を土伝際に追いつめ、足を土讐から出させる技を何という ?,スポーツ,屯り出し,上手投げ,奇り切り,下手技り,奇り切り
箱根駅伝の本選は、全部で何日間で行われる ?       ーー,スポーツ,2日間,4日間,8日間,6日間,2日間
ワウのpる28導/wrcdfeリニンメッシルンル/名にあるのはどれ2?,スポーツ,レオポン,レオパルドン,レオニダス,レオネッサ,レオネッサ
元日本代表のサッカー選手「田中マルクス闘者王」の闘才王は何と読む?,スポーツ,ハーフナー,セルジオ,トウゥウーリオ,ラフモス,トウゥウーリオ
野球で、何人かの投手が交代して1試合を投げることを何という 2?2,スポーツ,失投,遠投,継投,穫投,継投
カーリングで選手が的に向かって滑らせるものは何 ?   ー,スポーツ,ボール,シャトルコック,パック,ストーン,ストーン
「ハマッ女」といえば、どこのプロ野球チームを応援する女性のこと ?2,スポーツ,タイガース,ソフトバンク,カープ,ベイスターズ,ベイスターズ
野球の記録で、日本語では「和失策」というものは何 ?,スポーツ,エラフー,バント,フィルダースチョイス,セーブ,エラフー
「メジャーリーガー」といえば、どんなスポーツのプロリーグに所属すとだゴク<,スポーツ,野球,バレーボール,バスケットボール,ラグビー,野球
次のうち、いわゆる「ヘディング」でボールを扱ってもいいスポーツはとれ?,スポーツ,バレーボール,スカッシュ,テニス,卓球,バレーボール
セルジオ越後といえば、どんなスポーツの解説者 ?,スポーツ,ボクシング,サッカー,野球,相撲,ボクシング
室伏広治がアテネオリンピックで金メダルを獲得した種目は何 ?,スポーツ,円朋投,ハンマー投,砲丸投,やり投,ハンマー投
サッカーの記事の見出しで、「ハット」と書かれていたら何のこと ?,スポーツ,カウボーイハット,ハットウンシン,ハットトリック,ハットリ選手,ハットトリック
野球で「ローテーション」といえば、次のうち何を表す用語 ?,スポーツ,先発投手の登板順,両チームの戦力差,内野手の守備位置,球場の風向き,先発投手の登板順
プロ野球・ヤクルトスワローズの本拠地「紳宮球場」の正式名称は何 ?,スポーツ,明治紳宮野球場,熱田紳宮野球場,伊勢紳宮野球場,邊安紳宮野球場,明治紳宮野球場
「ソフトボール」は、次のうちどの競技から派生したスポーツ ?,スポーツ,サッカー,バスケットボール,テニス,野球,サッカー
JリーグのFC東京の「F」は何の略 ?,スポーツ,ファイティング,フリーダム,フットボール,ファースト,フットボール
2人以上で、野球などのボールを交互に投げ合うことを何という ?2,スポーツ,キックボール,ビーンボール,ドッジボール,キャッチボール,キャッチボール
サッカーなどで、控えだが途中出場で試合の流れを変えることができる選手のことを何という ?,スポーツ,スーパーニブ,スーパーイチブ,スーパーサブ,スーパーシブ,スーパーサブ
元プロ野球選手の桑田真澄や清原和博が卒業した、野球の名門高校はどご2,スポーツ,PL学園,RL学園,SL学園,QL学園,PL学園
東京都墨田区にある、大相撲の本場所が行われる施設といえば何 ?,スポーツ,両国国技館,天国国技館,開国国技館,全国国技館,両国国技館
